parameter,mean,sd,q05,q95,rhat,ess
"beta[8,2]",0.012,0.057,-0.085,0.102,1,7692
"beta[9,2]",0.097,0.075,-0.002,0.237,1.002,1186
"beta[10,2]",-0.015,0.057,-0.116,0.065,1.001,1979
"beta[11,2]",0.033,0.061,-0.053,0.146,1.003,954
"beta[12,2]",-0.019,0.057,-0.124,0.055,1,3486
"beta[13,2]",0.037,0.06,-0.054,0.136,1.001,7781
"beta[14,2]",0.034,0.055,-0.046,0.133,1.001,6574
"beta[15,2]",0.022,0.053,-0.061,0.111,1.001,7346
"beta[16,2]",0.028,0.054,-0.054,0.121,1.001,6984
"beta[17,2]",0.038,0.064,-0.067,0.144,1.001,2134
"beta[18,2]",-0.003,0.059,-0.112,0.074,1.001,4740
"beta[19,2]",0.053,0.072,-0.046,0.187,1.001,1792
"beta[20,2]",0.012,0.059,-0.09,0.1,1.001,7297
"beta[21,2]",0.008,0.059,-0.093,0.096,1.001,6104
"beta[22,2]",0.02,0.059,-0.079,0.113,1.001,3913
"beta[23,2]",0.002,0.056,-0.104,0.078,1,6051
"beta[24,2]",0.035,0.05,-0.036,0.126,1.001,6098
"beta[25,2]",0.004,0.056,-0.094,0.088,1,7860
"beta[26,2]",0.007,0.053,-0.088,0.085,1.001,7493
"beta[27,2]",0.063,0.059,-0.013,0.176,1.001,3512
"beta[28,2]",0.029,0.053,-0.054,0.122,1.001,7833
"beta[29,2]",0.037,0.059,-0.056,0.139,1,6594
"beta[30,2]",0.037,0.054,-0.05,0.128,1.001,2365
"beta[31,2]",-0.015,0.056,-0.123,0.058,1.001,2356
"beta[32,2]",0.005,0.069,-0.118,0.109,1,4444
"beta[33,2]",0.012,0.054,-0.079,0.098,1.001,7787
"beta[34,2]",0.009,0.066,-0.106,0.11,1,4133
"beta[35,2]",0.045,0.054,-0.031,0.143,1.002,2503
"beta[36,2]",0.035,0.062,-0.065,0.138,1.002,1290
"beta[37,2]",0.04,0.053,-0.041,0.131,1.002,2118
"beta[38,2]",0.028,0.055,-0.066,0.113,1.001,3669
"beta[39,2]",0.003,0.055,-0.094,0.084,1,6814
"beta[40,2]",0.036,0.052,-0.044,0.122,1.001,3952
"beta[41,2]",0.013,0.053,-0.08,0.093,1.001,6160
"beta[42,2]",-0.001,0.055,-0.103,0.077,1,2764
"beta[43,2]",0.036,0.05,-0.037,0.126,1.001,6032
"beta[44,2]",0.009,0.057,-0.09,0.098,1.001,6094
"beta[45,2]",0.016,0.057,-0.079,0.105,1.001,8242
"beta[46,2]",0.01,0.05,-0.071,0.094,1.001,2092
"beta[47,2]",0.044,0.062,-0.051,0.151,1.002,2229
"beta[48,2]",0.014,0.053,-0.075,0.096,1,7783
"beta[49,2]",0.052,0.053,-0.022,0.148,1.001,3202
"beta[50,2]",0.036,0.05,-0.038,0.127,1,5630
"beta[51,2]",0.009,0.05,-0.077,0.087,1,7672
"beta[52,2]",0.009,0.055,-0.087,0.092,1,7669
"beta[53,2]",0.015,0.05,-0.065,0.097,1,8479
"beta[54,2]",-0.009,0.058,-0.113,0.074,1.001,3515
"beta[55,2]",-0.01,0.054,-0.105,0.066,1,5555
"beta[56,2]",0.024,0.049,-0.059,0.103,1.001,4380
"beta[57,2]",0.051,0.055,-0.025,0.152,1.002,1650
"beta[58,2]",0.02,0.05,-0.063,0.099,1.001,4766
"beta[59,2]",0.019,0.048,-0.057,0.101,1.001,7083
"beta[60,2]",0.023,0.05,-0.058,0.103,1.001,2776
"beta[61,2]",0.023,0.049,-0.055,0.105,1,7846
"beta[62,2]",0.04,0.056,-0.041,0.141,1,3565
"beta[63,2]",0.044,0.051,-0.028,0.138,1.001,3795
"beta[64,2]",0.011,0.053,-0.086,0.085,1.001,2041
"beta[65,2]",0,0.052,-0.095,0.075,1,6766
"beta[66,2]",0.012,0.054,-0.073,0.103,1.002,1728
"beta[67,2]",0.015,0.056,-0.077,0.101,1.002,8170
"beta[68,2]",0.021,0.053,-0.07,0.106,1.001,5729
"beta[69,2]",-0.003,0.055,-0.1,0.08,1.001,3807
"beta[70,2]",0.071,0.062,-0.007,0.188,1.002,1767
"beta[71,2]",0.026,0.049,-0.053,0.111,1.001,7855
"beta[72,2]",0.025,0.06,-0.072,0.124,1,6765
"beta[73,2]",0.014,0.051,-0.072,0.096,1,6305
"beta[74,2]",0.051,0.059,-0.032,0.159,1,5459
"beta[75,2]",0.065,0.06,-0.012,0.18,1.002,2965
"beta[76,2]",0.022,0.059,-0.08,0.109,1.004,1537
"beta[77,2]",0.036,0.067,-0.076,0.148,1.001,4760
"beta[78,2]",0.054,0.061,-0.029,0.164,1.002,1321
"beta[79,2]",0.004,0.055,-0.097,0.079,1,6547
"beta[80,2]",0.036,0.053,-0.045,0.127,1,7194
"beta[81,2]",0.026,0.053,-0.059,0.113,1.001,2846
"beta[82,2]",0.011,0.057,-0.091,0.095,1.003,980
"beta[83,2]",0.013,0.052,-0.074,0.094,1.001,7859
"beta[84,2]",0.029,0.055,-0.049,0.13,1.001,4274
"beta[85,2]",0.027,0.051,-0.054,0.111,1.001,7651
"beta[86,2]",0.038,0.056,-0.047,0.134,1.002,4782
"beta[87,2]",0.006,0.051,-0.083,0.083,1,7364
"beta[88,2]",0.058,0.057,-0.018,0.161,1.001,4322
"beta[89,2]",0.028,0.053,-0.054,0.122,1.001,3596
"beta[90,2]",0.016,0.055,-0.079,0.097,1.001,4623
"beta[91,2]",0.023,0.056,-0.068,0.114,1,7599
"beta[92,2]",0.004,0.054,-0.095,0.081,1.001,3582
"beta[93,2]",0.006,0.049,-0.082,0.079,1,6828
"beta[94,2]",0.007,0.053,-0.091,0.082,1,5368
"beta[95,2]",0.007,0.055,-0.081,0.097,1.002,1881
"beta[96,2]",0.023,0.055,-0.066,0.109,1,7283
"beta[97,2]",-0.014,0.059,-0.123,0.063,1.001,4013
"beta[98,2]",0.017,0.061,-0.078,0.125,1.004,1003
"beta[99,2]",0.015,0.051,-0.079,0.09,1,6891
"beta[100,2]",0.035,0.056,-0.049,0.134,1,4129
"beta[101,2]",0.05,0.056,-0.027,0.153,1.001,2581
"beta[102,2]",0.028,0.049,-0.047,0.111,1,4946
"beta[103,2]",0.011,0.049,-0.07,0.088,1,7387
"beta[104,2]",0.006,0.054,-0.086,0.089,1,7556
"beta[105,2]",0.026,0.05,-0.051,0.111,1,7933
"beta[106,2]",0.002,0.05,-0.089,0.073,1.001,6561
"beta[107,2]",-0.019,0.057,-0.128,0.055,1,3730
"beta[108,2]",0.024,0.054,-0.063,0.114,1.001,7967
"beta[109,2]",-0.009,0.055,-0.112,0.065,1,4836
"beta[110,2]",-0.013,0.057,-0.12,0.06,1,3895
"beta[111,2]",0.019,0.056,-0.065,0.115,1.001,3814
"beta[112,2]",0.025,0.063,-0.079,0.123,1.003,973
"beta[113,2]",0.018,0.059,-0.082,0.112,1,8000
"beta[114,2]",0.032,0.056,-0.059,0.125,1.001,5001
"beta[115,2]",0.038,0.06,-0.058,0.14,1.003,2815
"beta[116,2]",0.039,0.06,-0.051,0.145,1,6782
"beta[117,2]",0.02,0.058,-0.078,0.11,1.001,3645
"beta[118,2]",0.018,0.056,-0.076,0.106,1.001,8374
"beta[119,2]",0.015,0.049,-0.067,0.093,1.001,5886
"beta[120,2]",0.035,0.049,-0.034,0.123,1.001,6874
"beta[121,2]",-0.013,0.054,-0.112,0.062,1.001,3783
"beta[122,2]",0.012,0.058,-0.09,0.096,1.001,4923
"beta[123,2]",-0,0.053,-0.094,0.077,1.001,7328
"beta[124,2]",0.023,0.054,-0.065,0.111,1.001,4384
"beta[125,2]",0.024,0.06,-0.073,0.123,1,7456
"beta[126,2]",0.022,0.055,-0.063,0.116,1.002,2502
"beta[127,2]",0.012,0.057,-0.08,0.1,1.001,7179
"beta[128,2]",0.043,0.059,-0.041,0.148,1.001,6549
"beta[129,2]",0.038,0.06,-0.05,0.142,1,7924
"beta[130,2]",-0.011,0.055,-0.114,0.061,1,6303
"beta[131,2]",0.021,0.051,-0.064,0.099,1.001,2054
"beta[132,2]",0.006,0.051,-0.087,0.081,1,7419
"beta[133,2]",0.018,0.053,-0.069,0.102,1,8028
"beta[134,2]",0.021,0.05,-0.059,0.1,1,8080
"beta[135,2]",0.03,0.052,-0.046,0.121,1.001,6786
"beta[136,2]",0.027,0.052,-0.054,0.114,1,8220
"beta[137,2]",0.013,0.056,-0.084,0.1,1,7102
"beta[138,2]",0.014,0.055,-0.081,0.099,1,5801
"beta[139,2]",0.015,0.051,-0.071,0.095,1.001,7499
"beta[140,2]",0.022,0.052,-0.061,0.107,1,8192
"beta[141,2]",-0.007,0.064,-0.118,0.091,1.003,1261
"beta[142,2]",-0.026,0.066,-0.151,0.057,1,3104
"beta[143,2]",0.001,0.062,-0.106,0.094,1.002,2056
"beta[144,2]",0.005,0.06,-0.098,0.096,1.002,3532
"beta[145,2]",-0.022,0.066,-0.142,0.07,1.001,2069
"beta[146,2]",0.005,0.058,-0.094,0.096,1,5809
"beta[147,2]",0.028,0.061,-0.071,0.128,1.002,2661
"beta[148,2]",0.057,0.059,-0.017,0.172,1.002,3081
"beta[149,2]",0.026,0.062,-0.079,0.124,1.006,978
"beta[150,2]",0.014,0.052,-0.077,0.091,1.001,7221
"beta[151,2]",0.041,0.054,-0.034,0.145,1.001,5159
"beta[152,2]",-0,0.056,-0.096,0.089,1.003,1509
"beta[153,2]",0.02,0.053,-0.063,0.113,1,4872
"beta[154,2]",0.029,0.053,-0.06,0.114,1.003,2731
"beta[155,2]",0.01,0.05,-0.081,0.085,1.001,7483
"beta[156,2]",0.004,0.054,-0.088,0.088,1.001,6136
"beta[157,2]",-0.012,0.068,-0.131,0.084,1.004,1031
"beta[158,2]",0.039,0.055,-0.039,0.137,1,6791
"beta[159,2]",0.017,0.055,-0.075,0.104,1.001,8174
"beta[160,2]",0.014,0.052,-0.074,0.095,1.001,7905
"beta[161,2]",-0.002,0.063,-0.109,0.095,1.002,1401
"beta[162,2]",-0.01,0.058,-0.12,0.07,1.001,4847
"beta[163,2]",0.018,0.055,-0.067,0.114,1.001,1125
"beta[164,2]",0.031,0.054,-0.051,0.124,1,6651
"beta[165,2]",0.004,0.052,-0.086,0.083,1.001,5031
"beta[166,2]",0.075,0.07,-0.018,0.203,1.003,924
"beta[167,2]",0.023,0.056,-0.069,0.112,1,7239
"beta[168,2]",0.035,0.061,-0.063,0.138,1.001,3603
"beta[169,2]",0.017,0.056,-0.074,0.107,1,6987
"beta[170,2]",0.01,0.064,-0.101,0.111,1.001,2772
"beta[171,2]",0.022,0.056,-0.066,0.12,1.001,5547
"beta[172,2]",-0.034,0.083,-0.183,0.085,1.007,519
"beta[173,2]",-0.009,0.058,-0.115,0.073,1.001,2846
"beta[174,2]",0.014,0.059,-0.079,0.111,1.001,4105
"beta[175,2]",0.045,0.054,-0.033,0.142,1.001,3384
"beta[176,2]",-0,0.053,-0.096,0.072,1.001,6831
"beta[177,2]",0.012,0.053,-0.08,0.093,1.002,3046
"beta[178,2]",0.049,0.058,-0.032,0.154,1,6351
"beta[179,2]",0.042,0.055,-0.032,0.14,1.001,4408
"beta[180,2]",0.004,0.06,-0.097,0.091,1.001,3696
"beta[181,2]",-0.011,0.057,-0.115,0.067,1.001,2916
"beta[182,2]",0.024,0.077,-0.095,0.16,1.008,491
"beta[183,2]",0.04,0.053,-0.04,0.135,1,6736
"beta[184,2]",-0.007,0.061,-0.117,0.081,1.005,849
"beta[185,2]",0.018,0.05,-0.066,0.094,1.001,8453
"beta[186,2]",0.005,0.053,-0.092,0.081,1,5254
"beta[187,2]",0.03,0.049,-0.046,0.114,1,4744
"beta[188,2]",0.026,0.052,-0.052,0.117,1.001,7258
"beta[189,2]",0.033,0.054,-0.047,0.13,1,7334
"beta[190,2]",0.021,0.058,-0.078,0.114,1.001,2123
"beta[191,2]",0.026,0.058,-0.069,0.117,1,4293
"beta[192,2]",0.025,0.056,-0.068,0.118,1.001,6589
"beta[193,2]",0.028,0.052,-0.056,0.116,1.002,6942
"beta[194,2]",0.007,0.057,-0.089,0.097,1,4762
"beta[195,2]",0.004,0.056,-0.097,0.086,1.001,7427
"beta[196,2]",0.014,0.053,-0.076,0.097,1,7050
"beta[197,2]",0.016,0.057,-0.084,0.104,1.002,2000
"beta[198,2]",0.209,0.1,0.048,0.375,1,5639
"beta[199,2]",0.144,0.098,-0.018,0.306,1,7562
"beta[200,2]",0.146,0.135,-0.082,0.362,1.001,7355
"beta[201,2]",0.437,0.118,0.248,0.639,1,2143
"beta[202,2]",-0.051,0.099,-0.217,0.104,1,7522
"beta[203,2]",-0.069,0.097,-0.232,0.087,1,7577
"beta[204,2]",0.051,0.131,-0.165,0.259,1,8509
"beta[205,2]",0.17,0.148,-0.077,0.411,1,8667
"beta[206,2]",-0.036,0.125,-0.246,0.166,1,7505
"beta[207,2]",-0.135,0.122,-0.34,0.059,1.001,6542
"beta[208,2]",0.174,0.121,-0.025,0.372,1,7603
"beta[209,2]",0.089,0.114,-0.103,0.27,1,7993
"beta[210,2]",-0.153,0.129,-0.378,0.046,1,7043
"beta[211,2]",-0.078,0.13,-0.293,0.134,1,6733
"beta[212,2]",0.042,0.102,-0.126,0.209,1.001,7756
"beta[213,2]",0.171,0.148,-0.067,0.418,1,7591
"beta[214,2]",0.291,0.138,0.065,0.519,1,8097
"beta[215,2]",0.199,0.141,-0.025,0.435,1,8241
"beta[216,2]",0.214,0.099,0.051,0.374,1,7933
"beta[217,2]",0.147,0.12,-0.053,0.34,1,5899
"beta[218,2]",0.089,0.126,-0.112,0.304,1,5777
"beta[219,2]",0.149,0.119,-0.044,0.347,1,7076
"beta[220,2]",0.181,0.121,-0.022,0.379,1,8088
"beta[221,2]",0.24,0.151,-0.007,0.486,1,8055
"beta[222,2]",0.085,0.117,-0.115,0.274,1.001,7414
"beta[223,2]",-0.129,0.114,-0.317,0.053,1,7841
"beta[224,2]",0.064,0.151,-0.186,0.311,1.001,7686
"beta[225,2]",0.017,0.098,-0.14,0.18,1,7324
"beta[226,2]",0.183,0.116,-0.011,0.37,1,8430
"beta[227,2]",-0.01,0.122,-0.223,0.183,1,3006
"beta[228,2]",0.296,0.135,0.072,0.522,1,6453
"beta[229,2]",0.241,0.136,0.014,0.458,1,8168
"beta[230,2]",0.33,0.138,0.099,0.554,1,5677
"beta[231,2]",0.333,0.099,0.171,0.496,1,7755
"beta[232,2]",0.222,0.098,0.063,0.386,1,7736
"beta[233,2]",0.332,0.1,0.173,0.497,1,6129
"beta[234,2]",-0.116,0.104,-0.294,0.046,1,5764
"beta[235,2]",0.213,0.123,0.014,0.415,1,5241
"beta[236,2]",0.168,0.149,-0.073,0.42,1,7101
"beta[237,2]",-0.061,0.12,-0.26,0.138,1,5836
"beta[238,2]",0.402,0.137,0.182,0.633,1,7528
"beta[239,2]",-0.113,0.12,-0.315,0.08,1,6747
"beta[240,2]",0.202,0.134,-0.02,0.424,1,7216
"beta[241,2]",0.111,0.134,-0.111,0.328,1,7472
"beta[242,2]",0.203,0.166,-0.067,0.483,1,7318
"beta[243,2]",0.35,0.148,0.116,0.604,1,8196
"beta[244,2]",0.095,0.122,-0.104,0.3,1,7985
"beta[245,2]",-0.082,0.155,-0.334,0.172,1,8520
"beta[246,2]",0.054,0.125,-0.144,0.261,1,6497
"beta[247,2]",-0.067,0.119,-0.265,0.125,1,8026
"beta[248,2]",0.026,0.126,-0.18,0.234,1.001,5472
"beta[249,2]",-0.082,0.098,-0.244,0.08,1.001,8152
"beta[250,2]",0.081,0.146,-0.162,0.318,1,7335
"beta[251,2]",0.2,0.146,-0.043,0.437,1,7089
"beta[252,2]",0.132,0.146,-0.116,0.362,1.001,3788
"beta[253,2]",0.358,0.134,0.143,0.578,1,8499
"beta[254,2]",0.135,0.119,-0.064,0.329,1,8039
"beta[255,2]",0.49,0.108,0.316,0.671,1.001,7473
"beta[256,2]",0.25,0.124,0.054,0.458,1,7222
"beta[257,2]",0.43,0.137,0.201,0.651,1,7999
"beta[258,2]",0.091,0.149,-0.156,0.331,1.001,8459
"beta[259,2]",0.315,0.149,0.076,0.567,1,7823
"beta[260,2]",-0.073,0.137,-0.293,0.155,1,7591
"beta[261,2]",0.233,0.145,-0.002,0.48,1,7288
"beta[262,2]",0.292,0.122,0.098,0.498,1,7139
"beta[263,2]",0.127,0.102,-0.04,0.297,1,8275
"beta[264,2]",0.198,0.102,0.03,0.366,1,8177
"beta[265,2]",0.208,0.129,0,0.426,1,7557
"beta[266,2]",-0.078,0.113,-0.268,0.103,1,7315
"beta[267,2]",-0.106,0.1,-0.267,0.06,1,8287
"beta[268,2]",0.314,0.155,0.064,0.57,1.001,8129
"beta[269,2]",0.064,0.138,-0.168,0.286,1,7317
"beta[270,2]",0.141,0.153,-0.112,0.393,1,7116
"beta[271,2]",0.157,0.163,-0.109,0.425,1,8034
"beta[272,2]",0.174,0.12,-0.018,0.375,1,6665
"beta[273,2]",0.578,0.132,0.375,0.806,1,5874
"beta[274,2]",0.317,0.138,0.091,0.541,1,7426
"beta[275,2]",0.28,0.153,0.022,0.527,1,8148
"beta[276,2]",0.017,0.119,-0.173,0.215,1,7058
"beta[277,2]",0.51,0.13,0.298,0.721,1,5725
"beta[278,2]",0.361,0.1,0.198,0.528,1,6831
"beta[279,2]",0.431,0.13,0.228,0.655,1,5433
"beta[280,2]",0.515,0.142,0.286,0.747,1,8241
"beta[281,2]",0.22,0.113,0.036,0.406,1,7405
"beta[282,2]",0.116,0.149,-0.129,0.363,1,8294
"beta[283,2]",0.212,0.098,0.049,0.373,1,7451
"beta[284,2]",-0.09,0.104,-0.262,0.077,1.001,5391
"beta[285,2]",0.282,0.103,0.11,0.447,1,3421
"beta[286,2]",0.214,0.096,0.056,0.373,1,8283
"beta[287,2]",0.361,0.123,0.156,0.561,1,8073
"beta[288,2]",0.203,0.135,-0.021,0.423,1.001,7887
"beta[289,2]",0.44,0.121,0.243,0.638,1,8107
"beta[290,2]",0.124,0.103,-0.048,0.291,1,6275
"beta[291,2]",0.086,0.167,-0.19,0.356,1,7286
"beta[292,2]",0.166,0.137,-0.069,0.381,1.002,4487
"beta[293,2]",0.225,0.121,0.025,0.423,1,7209
"beta[294,2]",0.252,0.153,0.002,0.506,1.001,6391
"beta[295,2]",-0.095,0.1,-0.259,0.07,1,7109
"beta[296,2]",0.308,0.123,0.104,0.511,1,8135
"beta[297,2]",0.413,0.1,0.252,0.58,1,7301
"beta[298,2]",-0.191,0.101,-0.357,-0.028,1,6394
"beta[299,2]",0.097,0.102,-0.077,0.259,1,4360
"beta[300,2]",0.345,0.15,0.107,0.596,1,8573
"beta[301,2]",0.227,0.164,-0.043,0.493,1,8057
"beta[302,2]",0.305,0.168,0.024,0.58,1,8580
"beta[303,2]",-0.036,0.121,-0.236,0.159,1,8637
"beta[304,2]",0.25,0.104,0.077,0.42,1,7987
"beta[305,2]",-0.021,0.098,-0.185,0.133,1.001,7873
"beta[306,2]",0.387,0.126,0.186,0.598,1.001,6410
"beta[307,2]",0.244,0.149,-0.003,0.484,1,7883
"beta[308,2]",0.275,0.121,0.079,0.476,1,7733
"beta[309,2]",0.377,0.098,0.218,0.542,1,6109
"beta[310,2]",-0.018,0.1,-0.19,0.142,1,7009
"beta[311,2]",0.278,0.102,0.114,0.447,1,7879
"beta[312,2]",0.004,0.122,-0.192,0.209,1,7525
"beta[313,2]",-0.049,0.126,-0.257,0.155,1.001,6419
"beta[314,2]",-0,0.128,-0.211,0.213,1,6104
"beta[315,2]",0.295,0.14,0.071,0.532,1.001,3795
"beta[316,2]",0.078,0.153,-0.173,0.326,1,7039
"beta[317,2]",0.14,0.139,-0.083,0.372,1,7933
"beta[318,2]",0.242,0.151,-0.007,0.488,1,8332
"beta[319,2]",0.077,0.128,-0.134,0.287,1.001,7814
"beta[320,2]",0.033,0.153,-0.209,0.285,1,6828
"beta[321,2]",0.345,0.118,0.16,0.546,1,6644
"beta[322,2]",0.279,0.126,0.079,0.492,1,7159
"beta[323,2]",0.278,0.114,0.089,0.464,1,8272
"beta[324,2]",-0.12,0.151,-0.373,0.122,1.001,8091
"beta[325,2]",0.171,0.116,-0.017,0.364,1,7258
"beta[326,2]",0.322,0.126,0.115,0.529,1,7780
"beta[327,2]",0.076,0.098,-0.081,0.236,1,6973
"beta[328,2]",0.035,0.101,-0.135,0.193,1,5170
"beta[329,2]",0.378,0.112,0.189,0.561,1.001,6047
"beta[330,2]",0.179,0.101,0.016,0.345,1.001,5735
"beta[331,2]",0.248,0.122,0.056,0.455,1,7161
"beta[332,2]",0.219,0.137,-0.003,0.446,1,7982
"beta[333,2]",0.149,0.115,-0.041,0.339,1.001,5724
"beta[334,2]",0.096,0.149,-0.155,0.335,1.001,8201
"beta[335,2]",0.165,0.118,-0.03,0.359,1,8536
"beta[336,2]",0.109,0.148,-0.129,0.356,1,8405
"beta[337,2]",0.139,0.12,-0.06,0.332,1,7194
"beta[338,2]",0.277,0.097,0.118,0.438,1,6549
"beta[339,2]",0.071,0.102,-0.1,0.236,1,6771
"beta[340,2]",0.231,0.099,0.066,0.391,1,6525
"beta[341,2]",0.224,0.1,0.054,0.384,1,5055
"beta[342,2]",0.182,0.1,0.017,0.344,1,7238
"beta[343,2]",0.125,0.123,-0.078,0.332,1,6996
"beta[344,2]",0.237,0.12,0.041,0.435,1,8189
"beta[345,2]",0.303,0.111,0.122,0.487,1,7835
"beta[346,2]",0.208,0.098,0.043,0.365,1,6995
"beta[347,2]",0.232,0.164,-0.036,0.504,1,8621
"beta[348,2]",0.184,0.118,-0.005,0.387,1,8431
"beta[349,2]",0.332,0.135,0.112,0.554,1,8041
"beta[350,2]",0.07,0.1,-0.095,0.233,1.001,8142
"beta[351,2]",0.027,0.126,-0.183,0.227,1,6776
"beta[352,2]",0.004,0.119,-0.184,0.206,1.001,2821
"beta[353,2]",0.352,0.11,0.17,0.535,1,8415
"beta[354,2]",0.239,0.119,0.047,0.434,1,7947
"beta[355,2]",0.194,0.098,0.037,0.358,1,7815
"beta[356,2]",0.356,0.122,0.157,0.557,1,7524
"beta[357,2]",0.173,0.1,0.011,0.342,1,7715
"beta[358,2]",0.189,0.166,-0.082,0.461,1,7975
"beta[359,2]",0.024,0.15,-0.222,0.27,1,8163
"beta[360,2]",0.115,0.147,-0.126,0.356,1,7869
"beta[361,2]",0.18,0.099,0.012,0.338,1,6510
"beta[362,2]",0.265,0.164,-0.002,0.537,1,8218
"beta[363,2]",0.328,0.152,0.075,0.571,1,8208
"beta[364,2]",0.155,0.16,-0.107,0.418,1,7696
"beta[365,2]",-0.107,0.098,-0.268,0.054,1,8582
"beta[366,2]",0.502,0.102,0.338,0.672,1,6372
"beta[367,2]",0.155,0.092,0.001,0.306,1,6326
"beta[368,2]",0.296,0.153,0.052,0.55,1.001,7423
"beta[369,2]",-0.119,0.111,-0.304,0.059,1,7425
"beta[370,2]",0.254,0.15,0.011,0.504,1,7314
"beta[371,2]",0.22,0.102,0.059,0.39,1,5242
"beta[372,2]",0.27,0.177,-0.018,0.566,1.001,7757
"beta[373,2]",0.102,0.142,-0.124,0.343,1,5979
"beta[374,2]",0.021,0.097,-0.137,0.181,1,7093
"beta[375,2]",0.176,0.118,-0.02,0.368,1,8042
"beta[376,2]",0.113,0.092,-0.039,0.261,1,7371
"beta[377,2]",0.293,0.114,0.106,0.478,1,7426
"beta[378,2]",0.218,0.133,-0,0.442,1,7887
"beta[379,2]",0.013,0.121,-0.184,0.214,1,7452
"beta[380,2]",0.054,0.096,-0.105,0.214,1.001,7156
"beta[381,2]",-0.038,0.103,-0.2,0.137,1,5780
"beta[382,2]",0.073,0.124,-0.143,0.274,1,5649
"beta[383,2]",0.275,0.119,0.077,0.466,1,8096
"beta[384,2]",0.115,0.099,-0.048,0.28,1,8170
"beta[385,2]",-0.019,0.114,-0.206,0.172,1,8380
"beta[386,2]",0.033,0.136,-0.186,0.259,1.001,7401
"beta[387,2]",0.217,0.103,0.048,0.387,1.001,7765
"beta[388,2]",0.382,0.14,0.153,0.614,1,8523
"beta[389,2]",0.216,0.11,0.042,0.402,1.001,4574
"beta[390,2]",0.237,0.124,0.037,0.442,1,7055
"beta[391,2]",0.037,0.118,-0.156,0.232,1,8351
"beta[392,2]",-0.006,0.121,-0.209,0.188,1.001,8272
"beta[393,2]",-0.149,0.1,-0.311,0.013,1,7940
"beta[394,2]",0.382,0.099,0.219,0.545,1,8177
"beta[395,2]",0.053,0.152,-0.199,0.297,1,7721
"beta[396,2]",0.388,0.153,0.142,0.643,1,8240
"beta[397,2]",0.152,0.147,-0.092,0.386,1,6867
"beta[398,2]",0.106,0.148,-0.141,0.351,1.001,7729
"beta[399,2]",0.352,0.168,0.078,0.633,1,8417
"beta[400,2]",-0.013,0.147,-0.25,0.23,1,5724
"beta[401,2]",0.365,0.165,0.095,0.635,1,7582
"beta[402,2]",-0.09,0.112,-0.272,0.097,1,8053
"beta[403,2]",0.033,0.149,-0.209,0.28,1.001,8434
"beta[404,2]",0.186,0.141,-0.043,0.42,1,5987
"beta[405,2]",-0.03,0.139,-0.257,0.2,1,6858
"beta[406,2]",0.158,0.11,-0.022,0.338,1,7682
"beta[407,2]",0.003,0.152,-0.254,0.246,1,6773
"beta[408,2]",0.055,0.149,-0.187,0.302,1,8301
"beta[409,2]",-0.228,0.143,-0.465,0.004,1,7440
"beta[410,2]",0.082,0.123,-0.122,0.28,1,7303
"beta[411,2]",0.323,0.157,0.061,0.577,1.001,6591
"beta[412,2]",0.094,0.135,-0.129,0.313,1,7996
"beta[413,2]",0.067,0.162,-0.194,0.333,1,7709
"beta[414,2]",0.198,0.098,0.038,0.361,1.001,7831
"beta[415,2]",0.187,0.168,-0.086,0.462,1,8122
"beta[416,2]",0.149,0.1,-0.019,0.307,1,5485
"beta[417,2]",-0.134,0.1,-0.298,0.029,1,8102
"beta[418,2]",0.111,0.133,-0.106,0.328,1.001,7898
"beta[419,2]",0.012,0.125,-0.196,0.215,1,7840
"beta[420,2]",0.183,0.154,-0.072,0.432,1,7399
"beta[421,2]",0.21,0.154,-0.049,0.457,1,6278
"beta[422,2]",0.244,0.098,0.08,0.403,1,7800
"beta[423,2]",0.347,0.1,0.183,0.512,1,7765
"beta[424,2]",0.345,0.1,0.182,0.511,1,8321
"beta[425,2]",0.114,0.096,-0.045,0.271,1,7679
"beta[426,2]",0.392,0.121,0.201,0.592,1,7927
"beta[427,2]",0.253,0.15,0.002,0.496,1,8278
"beta[428,2]",0.356,0.154,0.103,0.614,1,8021
"beta[429,2]",0.035,0.108,-0.135,0.216,1,5449
"beta[430,2]",-0.016,0.11,-0.199,0.162,1.001,7976
"beta[431,2]",0.063,0.164,-0.208,0.328,1,7303
"beta[432,2]",0.037,0.099,-0.13,0.198,1,7063
"beta[433,2]",0.21,0.15,-0.04,0.452,1,8080
"beta[434,2]",0.192,0.122,-0.012,0.391,1,7794
"beta[435,2]",0.131,0.164,-0.139,0.401,1,7962
"beta[436,2]",0.278,0.123,0.075,0.482,1,5669
"beta[437,2]",0.269,0.141,0.049,0.509,1.001,5543
"beta[438,2]",0.15,0.135,-0.069,0.373,1,8433
"beta[439,2]",0.009,0.13,-0.219,0.215,1.001,3240
"beta[440,2]",0.13,0.146,-0.11,0.368,1,7805
"beta[441,2]",0.087,0.099,-0.075,0.25,1,7774
"beta[442,2]",-0.03,0.168,-0.308,0.243,1,8360
"beta[443,2]",0.259,0.169,-0.016,0.534,1,7624
"beta[444,2]",0.067,0.15,-0.181,0.311,1,7389
"beta[445,2]",0.121,0.107,-0.046,0.303,1.001,5155
"beta[446,2]",0.039,0.1,-0.127,0.2,1.001,8161
"beta[447,2]",0.057,0.102,-0.106,0.229,1.001,4335
"beta[448,2]",0.079,0.126,-0.132,0.285,1,7500
