parameter,mean,sd,q05,q95,rhat,ess
"mu_y[482,1]",-1.061,0.18,-1.364,-0.77,1,8012
"mu_y[483,1]",-1.062,0.188,-1.371,-0.747,1,8205
"mu_y[484,1]",-1.062,0.213,-1.417,-0.714,1,8171
"mu_y[485,1]",-0.964,0.173,-1.254,-0.682,1,8337
"mu_y[486,1]",-0.942,0.174,-1.23,-0.656,1,8434
"mu_y[487,1]",-0.917,0.193,-1.237,-0.598,1,8436
"mu_y[488,1]",-0.928,0.197,-1.25,-0.607,1,8228
"mu_y[489,1]",-0.916,0.198,-1.243,-0.594,1.001,8425
"mu_y[490,1]",-0.978,0.16,-1.242,-0.717,1,6083
"mu_y[491,1]",-0.963,0.154,-1.218,-0.713,1,7501
"mu_y[492,1]",-0.955,0.154,-1.209,-0.707,1,8153
"mu_y[493,1]",-0.933,0.167,-1.205,-0.66,1,8211
"mu_y[494,1]",-0.911,0.194,-1.225,-0.596,1,6808
"mu_y[495,1]",-0.96,0.174,-1.249,-0.674,1,8396
"mu_y[496,1]",-0.953,0.175,-1.243,-0.666,1,8476
"mu_y[497,1]",-0.948,0.179,-1.24,-0.653,1,8506
"mu_y[498,1]",-0.398,0.184,-0.694,-0.086,1.001,7779
"mu_y[499,1]",-0.344,0.186,-0.644,-0.037,1,8447
"mu_y[500,1]",-0.301,0.207,-0.628,0.041,1,8264
"mu_y[501,1]",-0.594,0.195,-0.91,-0.275,1,7596
"mu_y[502,1]",-0.554,0.201,-0.879,-0.223,1.001,7664
"mu_y[503,1]",-0.893,0.155,-1.143,-0.639,1,8285
"mu_y[504,1]",-0.899,0.151,-1.142,-0.653,1,8475
"mu_y[505,1]",-0.905,0.152,-1.152,-0.653,1,8564
"mu_y[506,1]",-0.915,0.167,-1.193,-0.642,1,8145
"mu_y[507,1]",-0.926,0.198,-1.267,-0.613,1,7538
"mu_y[508,1]",-0.962,0.157,-1.22,-0.702,1,6805
"mu_y[509,1]",-0.952,0.153,-1.2,-0.702,1,7564
"mu_y[510,1]",-0.941,0.153,-1.189,-0.688,1,8033
"mu_y[511,1]",-0.92,0.165,-1.191,-0.651,1,8079
"mu_y[512,1]",-0.899,0.19,-1.215,-0.594,1,7286
"mu_y[513,1]",-0.972,0.158,-1.24,-0.712,1,8134
"mu_y[514,1]",-0.969,0.154,-1.231,-0.714,1,8302
"mu_y[515,1]",-0.966,0.154,-1.226,-0.711,1.001,8450
"mu_y[516,1]",-0.959,0.171,-1.242,-0.683,1,8540
"mu_y[517,1]",-0.955,0.191,-1.278,-0.65,1,8423
"mu_y[518,1]",-0.662,0.164,-0.925,-0.39,1,8079
"mu_y[519,1]",-0.651,0.161,-0.911,-0.385,1.001,8272
"mu_y[520,1]",-0.634,0.168,-0.911,-0.354,1,8561
"mu_y[521,1]",-0.616,0.19,-0.926,-0.302,1,8680
"mu_y[522,1]",-0.86,0.166,-1.133,-0.586,1,8454
"mu_y[523,1]",-0.839,0.162,-1.109,-0.576,1,8582
"mu_y[524,1]",-0.818,0.173,-1.109,-0.534,1,8591
"mu_y[525,1]",-0.798,0.195,-1.121,-0.473,1,8484
"mu_y[526,1]",-0.915,0.175,-1.206,-0.628,1,8273
"mu_y[527,1]",-0.901,0.173,-1.187,-0.619,1,8352
"mu_y[528,1]",-0.826,0.213,-1.171,-0.474,1,8250
"mu_y[529,1]",-0.606,0.176,-0.886,-0.312,1,8213
"mu_y[530,1]",-0.563,0.181,-0.859,-0.259,1,8620
"mu_y[531,1]",-0.534,0.205,-0.867,-0.199,1,8548
"mu_y[532,1]",-1.049,0.177,-1.347,-0.763,1,8613
"mu_y[533,1]",-1.036,0.179,-1.332,-0.745,1,8508
"mu_y[534,1]",-1.023,0.197,-1.351,-0.704,1.001,8333
"mu_y[535,1]",-1.007,0.165,-1.283,-0.74,1,8445
"mu_y[536,1]",-1,0.163,-1.272,-0.732,1,8473
"mu_y[537,1]",-0.993,0.166,-1.268,-0.717,1,8445
"mu_y[538,1]",-0.979,0.185,-1.284,-0.675,1,8055
"mu_y[539,1]",-0.888,0.164,-1.164,-0.621,1.001,8695
"mu_y[540,1]",-0.882,0.162,-1.151,-0.618,1,8716
"mu_y[541,1]",-0.866,0.17,-1.147,-0.59,1,8573
"mu_y[542,1]",-0.851,0.192,-1.169,-0.54,1,8215
"mu_y[543,1]",-0.78,0.18,-1.075,-0.482,1,8597
"mu_y[544,1]",-0.747,0.184,-1.047,-0.439,1,8667
"mu_y[545,1]",-0.725,0.204,-1.056,-0.385,1,8625
"mu_y[546,1]",-0.618,0.181,-0.917,-0.325,1,7469
"mu_y[547,1]",-0.621,0.18,-0.918,-0.328,1,8074
"mu_y[548,1]",-0.624,0.185,-0.927,-0.322,1,8160
"mu_y[549,1]",-0.866,0.168,-1.14,-0.587,1,6133
"mu_y[550,1]",-0.88,0.159,-1.141,-0.616,1,7806
"mu_y[551,1]",-0.893,0.157,-1.152,-0.638,1,8649
"mu_y[552,1]",-0.917,0.172,-1.196,-0.639,1,7907
"mu_y[553,1]",-0.944,0.209,-1.303,-0.615,1,5637
"mu_y[554,1]",-0.659,0.194,-0.981,-0.342,1.001,8330
"mu_y[555,1]",-0.659,0.195,-0.979,-0.341,1.001,8465
"mu_y[556,1]",-0.683,0.176,-0.972,-0.388,1,8061
"mu_y[557,1]",-0.68,0.175,-0.968,-0.388,1,8306
"mu_y[558,1]",-0.677,0.18,-0.971,-0.377,1.001,8391
"mu_y[559,1]",-0.782,0.18,-1.077,-0.486,1.001,5122
"mu_y[560,1]",-0.803,0.168,-1.08,-0.528,1,7755
"mu_y[561,1]",-0.826,0.183,-1.126,-0.528,1,8531
"mu_y[562,1]",-0.839,0.201,-1.173,-0.514,1,7379
"mu_y[563,1]",-0.987,0.178,-1.287,-0.702,1,7701
"mu_y[564,1]",-0.985,0.178,-1.284,-0.698,1,7805
"mu_y[565,1]",-0.983,0.183,-1.288,-0.684,1,7857
"mu_y[566,1]",-0.968,0.196,-1.297,-0.65,1,7947
"mu_y[567,1]",-0.953,0.197,-1.282,-0.635,1,8112
"mu_y[568,1]",-1.026,0.162,-1.296,-0.763,1,6564
"mu_y[569,1]",-0.997,0.155,-1.255,-0.741,1,7534
"mu_y[570,1]",-0.969,0.154,-1.223,-0.715,1,8106
"mu_y[571,1]",-0.913,0.167,-1.187,-0.633,1,7147
"mu_y[572,1]",-0.852,0.201,-1.167,-0.511,1,5517
"mu_y[573,1]",-1.074,0.184,-1.381,-0.773,1.001,4236
"mu_y[574,1]",-1.036,0.185,-1.338,-0.735,1,7875
"mu_y[575,1]",-1.009,0.211,-1.352,-0.668,1.001,5974
"mu_y[576,1]",-0.977,0.163,-1.241,-0.706,1.001,8450
"mu_y[577,1]",-0.97,0.16,-1.231,-0.703,1.001,8608
"mu_y[578,1]",-0.957,0.167,-1.232,-0.678,1.001,8752
"mu_y[579,1]",-0.939,0.196,-1.262,-0.619,1.001,8316
"mu_y[580,1]",-1.016,0.159,-1.288,-0.764,1,7634
"mu_y[581,1]",-0.995,0.153,-1.252,-0.75,1,8332
"mu_y[582,1]",-0.975,0.153,-1.229,-0.729,1,8565
"mu_y[583,1]",-0.935,0.166,-1.207,-0.666,1.001,8454
"mu_y[584,1]",-0.895,0.193,-1.203,-0.577,1.001,7339
"mu_y[585,1]",-0.685,0.166,-0.954,-0.409,1.001,6665
"mu_y[586,1]",-0.685,0.164,-0.951,-0.408,1.001,7418
"mu_y[587,1]",-0.685,0.174,-0.967,-0.39,1.001,7514
"mu_y[588,1]",-0.685,0.202,-1.01,-0.348,1.001,4840
"mu_y[589,1]",-0.924,0.163,-1.192,-0.655,1,8302
"mu_y[590,1]",-0.913,0.161,-1.178,-0.65,1,8459
"mu_y[591,1]",-0.904,0.163,-1.173,-0.639,1.001,8539
"mu_y[592,1]",-0.884,0.181,-1.179,-0.586,1,8489
"mu_y[593,1]",-0.654,0.159,-0.912,-0.392,1,7437
"mu_y[594,1]",-0.64,0.154,-0.893,-0.387,1,8298
"mu_y[595,1]",-0.625,0.153,-0.878,-0.376,1,8557
"mu_y[596,1]",-0.595,0.165,-0.868,-0.327,1.001,8619
"mu_y[597,1]",-0.565,0.192,-0.882,-0.256,1.001,7698
"mu_y[598,1]",-0.844,0.154,-1.095,-0.591,1,7568
"mu_y[599,1]",-0.839,0.15,-1.085,-0.593,1,7695
"mu_y[600,1]",-0.833,0.15,-1.079,-0.588,1,7724
"mu_y[601,1]",-0.823,0.162,-1.09,-0.559,1,7646
"mu_y[602,1]",-0.812,0.188,-1.122,-0.505,1.001,7478
"mu_y[603,1]",-1.1,0.165,-1.374,-0.831,1,8214
"mu_y[604,1]",-1.098,0.162,-1.366,-0.833,1,8326
"mu_y[605,1]",-1.093,0.169,-1.373,-0.819,1,8401
"mu_y[606,1]",-1.089,0.19,-1.402,-0.787,1,8297
"mu_y[607,1]",-0.728,0.178,-1.017,-0.435,1,7096
"mu_y[608,1]",-0.734,0.177,-1.023,-0.444,1,8324
"mu_y[609,1]",-0.74,0.182,-1.038,-0.44,1,8510
"mu_y[610,1]",-0.82,0.173,-1.102,-0.536,1,8247
"mu_y[611,1]",-0.782,0.175,-1.066,-0.496,1,8206
"mu_y[612,1]",-0.742,0.193,-1.056,-0.423,1,7975
"mu_y[613,1]",-0.748,0.174,-1.036,-0.461,1,8868
"mu_y[614,1]",-0.74,0.174,-1.026,-0.45,1,8894
"mu_y[615,1]",-0.732,0.179,-1.022,-0.435,1.001,8891
"mu_y[616,1]",-0.631,0.162,-0.898,-0.364,1,7959
"mu_y[617,1]",-0.624,0.159,-0.886,-0.361,1,8063
"mu_y[618,1]",-0.61,0.166,-0.889,-0.338,1,8214
"mu_y[619,1]",-0.597,0.186,-0.91,-0.295,1,8255
"mu_y[620,1]",-0.668,0.194,-0.988,-0.352,1,7448
"mu_y[621,1]",-0.669,0.194,-0.988,-0.352,1,8049
"mu_y[622,1]",-0.913,0.163,-1.184,-0.646,1,7307
"mu_y[623,1]",-0.918,0.16,-1.184,-0.657,1,7686
"mu_y[624,1]",-0.923,0.162,-1.187,-0.657,1,7859
"mu_y[625,1]",-0.934,0.181,-1.235,-0.643,1,7494
"mu_y[626,1]",-0.776,0.159,-1.04,-0.518,1.001,4881
"mu_y[627,1]",-0.767,0.154,-1.022,-0.516,1.001,7178
"mu_y[628,1]",-0.758,0.153,-1.013,-0.507,1.001,7800
"mu_y[629,1]",-0.741,0.166,-1.012,-0.467,1.001,7196
"mu_y[630,1]",-0.721,0.196,-1.04,-0.398,1.001,4108
"mu_y[631,1]",-0.854,0.172,-1.142,-0.574,1,8420
"mu_y[632,1]",-0.823,0.173,-1.109,-0.54,1,8611
"mu_y[633,1]",-0.792,0.19,-1.099,-0.482,1,8327
"mu_y[634,1]",-0.731,0.164,-1,-0.457,1,8085
"mu_y[635,1]",-0.728,0.163,-0.998,-0.459,1,8491
"mu_y[636,1]",-0.724,0.173,-1.003,-0.443,1,8559
"mu_y[637,1]",-0.72,0.196,-1.037,-0.405,1,7926
"mu_y[638,1]",-1.059,0.172,-1.351,-0.782,1.001,4834
"mu_y[639,1]",-1.024,0.162,-1.295,-0.759,1,6285
"mu_y[640,1]",-0.984,0.158,-1.249,-0.722,1,7875
"mu_y[641,1]",-0.909,0.173,-1.193,-0.623,1.001,7026
"mu_y[642,1]",-0.833,0.212,-1.168,-0.477,1,3036
"mu_y[643,1]",-0.888,0.187,-1.195,-0.578,1.001,8197
"mu_y[644,1]",-0.876,0.188,-1.184,-0.564,1.001,8244
"mu_y[645,1]",-0.506,0.181,-0.799,-0.199,1,7870
"mu_y[646,1]",-0.488,0.18,-0.781,-0.184,1,8098
"mu_y[647,1]",-0.47,0.185,-0.77,-0.161,1,8186
"mu_y[648,1]",-0.828,0.192,-1.141,-0.507,1,8438
"mu_y[649,1]",-0.818,0.197,-1.136,-0.494,1,8368
"mu_y[650,1]",-0.47,0.183,-0.765,-0.168,1.001,7461
"mu_y[651,1]",-0.466,0.181,-0.761,-0.167,1.001,7865
"mu_y[652,1]",-0.459,0.185,-0.764,-0.152,1,8191
"mu_y[653,1]",-0.862,0.168,-1.138,-0.588,1,8394
"mu_y[654,1]",-0.851,0.165,-1.12,-0.58,1,8503
"mu_y[655,1]",-0.84,0.167,-1.111,-0.569,1,8551
"mu_y[656,1]",-0.817,0.185,-1.121,-0.517,1,8164
"mu_y[657,1]",-0.984,0.193,-1.302,-0.675,1.001,2619
"mu_y[658,1]",-1.002,0.186,-1.308,-0.696,1.001,5948
"mu_y[659,1]",-1.035,0.199,-1.363,-0.706,1,7061
"mu_y[660,1]",-0.915,0.175,-1.204,-0.632,1,8312
"mu_y[661,1]",-0.92,0.176,-1.211,-0.634,1,8606
"mu_y[662,1]",-0.929,0.194,-1.249,-0.616,1,8520
"mu_y[663,1]",-0.623,0.193,-0.937,-0.31,1,8372
"mu_y[664,1]",-0.608,0.197,-0.929,-0.291,1,8519
"mu_y[665,1]",-0.934,0.169,-1.218,-0.664,1,7611
"mu_y[666,1]",-0.89,0.163,-1.158,-0.624,1,8388
"mu_y[667,1]",-0.839,0.177,-1.127,-0.549,1,8635
"mu_y[668,1]",-0.8,0.2,-1.124,-0.468,1,8497
"mu_y[669,1]",-0.969,0.179,-1.267,-0.673,1,8772
"mu_y[670,1]",-0.969,0.186,-1.278,-0.663,1.001,9015
"mu_y[671,1]",-0.969,0.212,-1.323,-0.626,1.001,8732
"mu_y[672,1]",-1.14,0.16,-1.403,-0.88,1.001,8321
"mu_y[673,1]",-1.133,0.155,-1.389,-0.882,1.001,8578
"mu_y[674,1]",-1.126,0.155,-1.38,-0.876,1,8767
"mu_y[675,1]",-1.114,0.167,-1.387,-0.841,1,8806
"mu_y[676,1]",-1.102,0.193,-1.421,-0.793,1,8301
"mu_y[677,1]",-0.377,0.175,-0.655,-0.082,1,7722
"mu_y[678,1]",-0.328,0.169,-0.602,-0.044,1,7907
"mu_y[679,1]",-0.279,0.182,-0.57,0.031,1,7705
"mu_y[680,1]",-0.229,0.211,-0.558,0.139,1,7387
"mu_y[681,1]",-0.718,0.166,-0.992,-0.448,1.001,8113
"mu_y[682,1]",-0.695,0.162,-0.96,-0.435,1.001,8496
"mu_y[683,1]",-0.632,0.177,-0.921,-0.336,1.001,7682
"mu_y[684,1]",-0.59,0.205,-0.912,-0.24,1.001,6628
"mu_y[685,1]",-0.793,0.189,-1.109,-0.484,1,8429
"mu_y[686,1]",-0.79,0.194,-1.112,-0.472,1,8481
"mu_y[687,1]",-1.003,0.176,-1.291,-0.717,1,8301
"mu_y[688,1]",-1.015,0.187,-1.322,-0.71,1,8196
"mu_y[689,1]",-1.026,0.212,-1.377,-0.684,1,7579
"mu_y[690,1]",-0.434,0.211,-0.783,-0.09,1.001,3670
"mu_y[691,1]",-0.373,0.258,-0.782,0.063,1.002,2524
"mu_y[692,1]",-0.455,0.173,-0.732,-0.164,1,7264
"mu_y[693,1]",-0.414,0.166,-0.684,-0.14,1,7563
"mu_y[694,1]",-0.374,0.176,-0.658,-0.082,1,7771
"mu_y[695,1]",-0.328,0.204,-0.653,0.013,1,7958
"mu_y[696,1]",-0.717,0.167,-0.988,-0.438,1,6766
"mu_y[697,1]",-0.721,0.164,-0.988,-0.446,1,8127
"mu_y[698,1]",-0.728,0.174,-1.016,-0.443,1,7842
"mu_y[699,1]",-0.735,0.202,-1.077,-0.41,1.002,3511
"mu_y[700,1]",-0.637,0.175,-0.923,-0.351,1,7988
"mu_y[701,1]",-0.627,0.173,-0.914,-0.343,1,8073
"mu_y[702,1]",-0.583,0.213,-0.933,-0.228,1,8574
"mu_y[703,1]",-0.738,0.158,-0.995,-0.478,1,6725
"mu_y[704,1]",-0.735,0.153,-0.987,-0.485,1,7955
"mu_y[705,1]",-0.733,0.153,-0.983,-0.483,1,8284
"mu_y[706,1]",-0.728,0.166,-1.001,-0.454,1,8340
"mu_y[707,1]",-0.723,0.192,-1.04,-0.413,1,7921
"mu_y[708,1]",-0.881,0.155,-1.138,-0.627,1,8231
"mu_y[709,1]",-0.865,0.152,-1.119,-0.615,1,8341
"mu_y[710,1]",-0.85,0.153,-1.103,-0.598,1,8396
"mu_y[711,1]",-0.821,0.165,-1.094,-0.55,1,8370
"mu_y[712,1]",-0.791,0.189,-1.105,-0.473,1,8183
"mu_y[713,1]",-0.799,0.164,-1.067,-0.534,1,7951
"mu_y[714,1]",-0.785,0.162,-1.048,-0.524,1.001,8131
"mu_y[715,1]",-0.76,0.169,-1.038,-0.483,1.001,8162
"mu_y[716,1]",-0.735,0.191,-1.046,-0.422,1.001,8053
"mu_y[717,1]",-0.731,0.163,-1.001,-0.464,1,8629
"mu_y[718,1]",-0.715,0.162,-0.985,-0.45,1,8665
"mu_y[719,1]",-0.699,0.165,-0.973,-0.429,1,8675
"mu_y[720,1]",-0.666,0.184,-0.965,-0.364,1,8610
"mu_y[721,1]",-1.036,0.179,-1.334,-0.743,1,6705
"mu_y[722,1]",-1.025,0.178,-1.319,-0.735,1,7379
"mu_y[723,1]",-0.994,0.2,-1.325,-0.67,1,7249
"mu_y[724,1]",-0.621,0.213,-0.961,-0.259,1,8274
"mu_y[725,1]",-0.791,0.192,-1.1,-0.475,1,8377
"mu_y[726,1]",-0.779,0.193,-1.092,-0.465,1,8270
"mu_y[727,1]",-0.689,0.19,-0.999,-0.38,1,8480
"mu_y[728,1]",-0.615,0.223,-0.981,-0.254,1.001,8583
"mu_y[729,1]",-0.892,0.177,-1.182,-0.603,1,8543
"mu_y[730,1]",-0.888,0.177,-1.18,-0.595,1,8828
"mu_y[731,1]",-0.885,0.183,-1.184,-0.58,1,8957
"mu_y[732,1]",-0.904,0.165,-1.178,-0.642,1,8158
"mu_y[733,1]",-0.903,0.163,-1.17,-0.644,1,8274
"mu_y[734,1]",-0.901,0.167,-1.173,-0.635,1,8197
"mu_y[735,1]",-0.897,0.185,-1.209,-0.603,1,8055
"mu_y[736,1]",-0.815,0.165,-1.084,-0.543,1,8121
"mu_y[737,1]",-0.807,0.163,-1.077,-0.536,1,8235
"mu_y[738,1]",-0.798,0.168,-1.075,-0.518,1,8293
"mu_y[739,1]",-0.787,0.183,-1.089,-0.485,1,8323
"mu_y[740,1]",-1.06,0.171,-1.345,-0.788,1,7010
"mu_y[741,1]",-1.051,0.167,-1.329,-0.784,1,7847
"mu_y[742,1]",-1.035,0.173,-1.324,-0.755,1,8309
"mu_y[743,1]",-1.018,0.198,-1.345,-0.699,1,7263
"mu_y[744,1]",0.193,0.187,-0.118,0.493,1,5748
"mu_y[745,1]",0.309,0.168,0.034,0.584,1,7196
"mu_y[746,1]",0.421,0.166,0.152,0.695,1,8033
"mu_y[747,1]",0.626,0.203,0.289,0.957,1,8050
"mu_y[748,1]",0.826,0.27,0.381,1.268,1,7778
"mu_y[749,1]",-0.503,0.19,-0.818,-0.197,1,7542
"mu_y[750,1]",-0.418,0.169,-0.697,-0.137,1,7955
"mu_y[751,1]",-0.348,0.166,-0.618,-0.069,1.001,8207
"mu_y[752,1]",-0.194,0.203,-0.52,0.14,1.001,8350
"mu_y[753,1]",-0.067,0.263,-0.495,0.36,1,8190
"mu_y[754,1]",0.21,0.206,-0.126,0.559,1,8642
"mu_y[755,1]",0.277,0.215,-0.077,0.635,1,8590
"mu_y[756,1]",0.374,0.255,-0.042,0.798,1,7983
"mu_y[757,1]",0.809,0.187,0.504,1.119,1.001,5200
"mu_y[758,1]",1.11,0.183,0.81,1.411,1,8195
"mu_y[759,1]",1.254,0.193,0.937,1.571,1,8080
"mu_y[760,1]",1.69,0.261,1.261,2.121,1,4866
"mu_y[761,1]",-0.424,0.186,-0.724,-0.114,1,7164
"mu_y[762,1]",-0.447,0.165,-0.719,-0.176,1,7242
"mu_y[763,1]",-0.476,0.155,-0.734,-0.222,1,7828
"mu_y[764,1]",-0.507,0.166,-0.778,-0.235,1,7935
"mu_y[765,1]",-0.535,0.192,-0.85,-0.221,1,7917
"mu_y[766,1]",-0.577,0.249,-0.984,-0.172,1,7801
"mu_y[767,1]",-0.521,0.177,-0.81,-0.228,1,7497
"mu_y[768,1]",-0.558,0.155,-0.815,-0.305,1,7961
"mu_y[769,1]",-0.603,0.151,-0.851,-0.355,1,8306
"mu_y[770,1]",-0.626,0.159,-0.888,-0.366,1,8430
"mu_y[771,1]",-0.661,0.181,-0.961,-0.36,1,8431
"mu_y[772,1]",-0.728,0.248,-1.137,-0.323,1,8314
"mu_y[773,1]",-0.292,0.186,-0.604,0.011,1,8360
"mu_y[774,1]",-0.267,0.181,-0.565,0.028,1,8472
"mu_y[775,1]",-0.241,0.198,-0.566,0.081,1,8580
"mu_y[776,1]",-0.214,0.235,-0.601,0.167,1,8604
"mu_y[777,1]",0.053,0.203,-0.281,0.387,1,8323
"mu_y[778,1]",0.166,0.218,-0.192,0.525,1,8632
"mu_y[779,1]",0.222,0.24,-0.17,0.616,1,8781
"mu_y[780,1]",-0.342,0.214,-0.695,0.009,1,8001
"mu_y[781,1]",-0.378,0.218,-0.733,-0.018,1,8600
"mu_y[782,1]",-0.416,0.289,-0.886,0.065,1,8406
"mu_y[783,1]",-0.479,0.184,-0.776,-0.171,1,7828
"mu_y[784,1]",-0.549,0.167,-0.821,-0.273,1,8562
"mu_y[785,1]",-0.621,0.173,-0.902,-0.336,1,8857
"mu_y[786,1]",-0.678,0.194,-0.997,-0.36,1,8688
"mu_y[787,1]",-0.748,0.233,-1.131,-0.366,1,8349
"mu_y[788,1]",0.303,0.18,0.008,0.607,1,8075
"mu_y[789,1]",0.389,0.163,0.121,0.661,1.001,8568
"mu_y[790,1]",0.479,0.169,0.201,0.754,1.001,8533
"mu_y[791,1]",0.567,0.195,0.245,0.887,1,8372
"mu_y[792,1]",0.645,0.23,0.269,1.026,1,8244
"mu_y[793,1]",0.306,0.187,0.007,0.622,1,8313
"mu_y[794,1]",0.351,0.17,0.077,0.633,1,8565
"mu_y[795,1]",0.392,0.17,0.112,0.673,1,8740
"mu_y[796,1]",0.437,0.189,0.128,0.746,1,8749
"mu_y[797,1]",0.536,0.271,0.092,0.976,1,8505
"mu_y[798,1]",-0.034,0.187,-0.332,0.279,1,6616
"mu_y[799,1]",-0.111,0.167,-0.385,0.162,1,7064
"mu_y[800,1]",-0.19,0.172,-0.474,0.09,1,8245
"mu_y[801,1]",-0.263,0.197,-0.587,0.059,1,8419
"mu_y[802,1]",-0.342,0.24,-0.741,0.048,1.001,8214
"mu_y[803,1]",-0.293,0.206,-0.626,0.048,1,7602
"mu_y[804,1]",-0.335,0.203,-0.669,-0.001,1.001,8270
"mu_y[805,1]",-0.45,0.295,-0.931,0.032,1.001,8434
"mu_y[806,1]",0.082,0.204,-0.246,0.423,1,8271
"mu_y[807,1]",0.125,0.181,-0.171,0.421,1,8382
"mu_y[808,1]",0.168,0.212,-0.181,0.518,1,8150
"mu_y[809,1]",0.209,0.277,-0.248,0.664,1,7941
"mu_y[810,1]",-0.383,0.205,-0.718,-0.043,1,7266
"mu_y[811,1]",-0.28,0.212,-0.627,0.067,1,7370
"mu_y[812,1]",-0.184,0.249,-0.587,0.224,1,7466
"mu_y[813,1]",0.157,0.238,-0.236,0.548,1,8365
"mu_y[814,1]",0.63,0.314,0.113,1.139,1,8706
"mu_y[815,1]",-0.149,0.204,-0.485,0.187,1,8003
"mu_y[816,1]",-0.042,0.209,-0.385,0.302,1,7909
"mu_y[817,1]",0.148,0.274,-0.299,0.593,1,7889
"mu_y[818,1]",0.294,0.178,0.007,0.593,1,7710
"mu_y[819,1]",0.401,0.158,0.141,0.665,1,7793
"mu_y[820,1]",0.507,0.152,0.261,0.759,1,7947
"mu_y[821,1]",0.614,0.161,0.348,0.88,1,8115
"mu_y[822,1]",0.718,0.183,0.414,1.021,1,8215
"mu_y[823,1]",0.935,0.254,0.515,1.346,1,8250
"mu_y[824,1]",-0.306,0.183,-0.606,-0.008,1,7666
"mu_y[825,1]",-0.232,0.167,-0.509,0.04,1,7998
"mu_y[826,1]",-0.148,0.174,-0.438,0.14,1,8136
"mu_y[827,1]",-0.082,0.196,-0.408,0.238,1,7992
"mu_y[828,1]",-0.02,0.228,-0.396,0.351,1,7438
"mu_y[829,1]",-0.211,0.191,-0.53,0.1,1,7204
"mu_y[830,1]",-0.165,0.182,-0.467,0.133,1,8499
"mu_y[831,1]",-0.12,0.195,-0.437,0.204,1,8846
"mu_y[832,1]",-0.033,0.266,-0.466,0.416,1,8680
"mu_y[833,1]",-0.412,0.183,-0.714,-0.113,1,6811
"mu_y[834,1]",-0.332,0.167,-0.608,-0.057,1,7892
"mu_y[835,1]",-0.255,0.173,-0.538,0.031,1,8197
"mu_y[836,1]",-0.181,0.198,-0.503,0.147,1.001,8263
"mu_y[837,1]",-0.107,0.235,-0.495,0.279,1,8238
"mu_y[838,1]",0.434,0.198,0.111,0.761,1,8507
"mu_y[839,1]",0.541,0.183,0.239,0.838,1,8880
"mu_y[840,1]",0.714,0.216,0.355,1.071,1,9045
"mu_y[841,1]",0.794,0.248,0.382,1.201,1,8940
"mu_y[842,1]",0.519,0.239,0.125,0.914,1.001,8568
"mu_y[843,1]",0.755,0.281,0.292,1.214,1.001,8801
"mu_y[844,1]",0.181,0.183,-0.122,0.491,1,7887
"mu_y[845,1]",0.221,0.169,-0.056,0.5,1,8376
"mu_y[846,1]",0.268,0.174,-0.022,0.55,1,8707
"mu_y[847,1]",0.312,0.2,-0.016,0.635,1,8798
"mu_y[848,1]",0.352,0.235,-0.039,0.733,1.001,8745
"mu_y[849,1]",-0.575,0.18,-0.871,-0.277,1,8071
"mu_y[850,1]",-0.628,0.166,-0.901,-0.354,1,8196
"mu_y[851,1]",-0.705,0.168,-0.981,-0.428,1,8334
"mu_y[852,1]",-0.763,0.186,-1.07,-0.456,1,8301
"mu_y[853,1]",-0.891,0.261,-1.321,-0.465,1,8133
"mu_y[854,1]",-0.346,0.206,-0.686,-0.007,1,8665
"mu_y[855,1]",-0.315,0.214,-0.664,0.038,1,8719
"mu_y[856,1]",-0.282,0.247,-0.686,0.119,1,8653
"mu_y[857,1]",-0.721,0.178,-1.02,-0.428,1,8016
"mu_y[858,1]",-0.712,0.158,-0.973,-0.454,1,8105
"mu_y[859,1]",-0.704,0.153,-0.958,-0.454,1,8164
"mu_y[860,1]",-0.695,0.163,-0.966,-0.426,1,8199
"mu_y[861,1]",-0.687,0.187,-0.996,-0.381,1,8111
"mu_y[862,1]",-0.671,0.25,-1.082,-0.257,1,7946
"mu_y[863,1]",0.155,0.182,-0.14,0.459,1,7852
"mu_y[864,1]",0.239,0.168,-0.039,0.521,1,8010
"mu_y[865,1]",0.337,0.173,0.051,0.625,1,8352
"mu_y[866,1]",0.433,0.197,0.103,0.755,1,8608
"mu_y[867,1]",0.54,0.24,0.139,0.932,1,8704
"mu_y[868,1]",0.099,0.192,-0.209,0.422,1,4571
"mu_y[869,1]",0.094,0.17,-0.186,0.371,1,6605
"mu_y[870,1]",0.089,0.169,-0.188,0.364,1.001,8380
"mu_y[871,1]",0.084,0.19,-0.231,0.395,1,8265
"mu_y[872,1]",0.073,0.269,-0.374,0.519,1,5394
"mu_y[873,1]",0.015,0.191,-0.3,0.332,1,7289
"mu_y[874,1]",0.171,0.185,-0.133,0.472,1,8225
"mu_y[875,1]",0.309,0.201,-0.023,0.639,1,8617
"mu_y[876,1]",0.468,0.24,0.076,0.863,1,8449
"mu_y[877,1]",0.4,0.189,0.095,0.718,1,7923
"mu_y[878,1]",0.518,0.183,0.223,0.814,1,8485
"mu_y[879,1]",0.644,0.202,0.314,0.977,1,8669
"mu_y[880,1]",0.764,0.239,0.373,1.151,1,8671
"mu_y[881,1]",0.172,0.191,-0.144,0.486,1,8010
"mu_y[882,1]",0.336,0.185,0.033,0.643,1,8586
