parameter,mean,sd,q05,q95,rhat,ess
"z[93,3]",0.435,0.365,-0.181,0.966,1.002,3850
"z[94,3]",1.347,0.434,0.587,1.97,1.003,1642
"z[95,3]",-0.607,0.408,-1.199,0.085,1.002,5469
"z[96,3]",-0.874,0.418,-1.533,-0.233,1.002,2391
"z[97,3]",-0.754,0.409,-1.407,-0.101,1.001,2379
"z[98,3]",0.084,0.375,-0.501,0.686,1.001,5225
"z[99,3]",0.949,0.439,0.157,1.547,1.004,1005
"z[100,3]",0.583,0.449,-0.13,1.302,1.002,2370
"z[101,3]",0.249,0.458,-0.421,1.032,1.002,1098
"z[102,3]",-0.487,0.362,-1.029,0.112,1.002,5180
"z[103,3]",0.469,0.366,-0.113,1.038,1.004,5498
"z[104,3]",0.593,0.398,-0.073,1.2,1.001,5889
"z[105,3]",-0.168,0.359,-0.727,0.407,1.001,7025
"z[106,3]",1.057,0.406,0.341,1.616,1.002,1334
"z[107,3]",0.033,0.391,-0.624,0.621,1.002,2270
"z[108,3]",1.457,0.42,0.776,2.074,1.001,2376
"z[109,3]",0.881,0.379,0.263,1.438,1.001,4425
"z[110,3]",-0.11,0.421,-0.831,0.52,1.001,2353
"z[111,3]",0.491,0.374,-0.105,1.068,1.001,4856
"z[112,3]",-0.642,0.373,-1.195,-0.041,1.002,6318
"z[113,3]",-0.534,0.398,-1.159,0.102,1.002,7470
"z[114,3]",-0.413,0.39,-1.021,0.184,1.002,5950
"z[115,3]",0.141,0.395,-0.504,0.747,1.001,6876
"z[116,3]",1.146,0.425,0.397,1.775,1.002,3523
"z[117,3]",-0.508,0.387,-1.084,0.116,1.001,6934
"z[118,3]",0.781,0.409,0.101,1.417,1.001,5666
"z[119,3]",1.209,0.376,0.576,1.754,1.003,4332
"z[120,3]",0.584,0.368,-0.009,1.156,1.001,5057
"z[121,3]",0.544,0.367,-0.06,1.109,1.002,6067
"z[122,3]",0.319,0.387,-0.308,0.922,1.001,6644
"z[123,3]",0.039,0.43,-0.677,0.701,1.001,3545
"z[124,3]",0.492,0.421,-0.236,1.111,1.002,2233
"z[125,3]",-1.472,0.442,-2.109,-0.728,1.001,2225
"z[126,3]",-0.538,0.468,-1.197,0.298,1.003,975
"z[127,3]",0.181,0.39,-0.433,0.786,1.001,5713
"z[128,3]",0.941,0.44,0.201,1.615,1.002,4379
"z[129,3]",0.476,0.411,-0.198,1.109,1.002,7023
"z[130,3]",1.521,0.411,0.858,2.113,1.001,2170
"z[131,3]",-0.158,0.364,-0.727,0.419,1.002,7404
"z[132,3]",-0.008,0.378,-0.636,0.571,1.001,3211
"z[133,3]",-0.769,0.466,-1.426,0.055,1.003,1282
"z[134,3]",-0.185,0.398,-0.829,0.415,1.001,2952
"z[135,3]",-2.321,0.502,-2.98,-1.411,1.003,769
"z[136,3]",0.346,0.388,-0.307,0.938,1.001,5790
"z[137,3]",0.264,0.399,-0.39,0.879,1.002,5922
"z[138,3]",-0.987,0.387,-1.562,-0.346,1.002,3817
"z[139,3]",-0.079,0.391,-0.657,0.595,1.001,3239
"z[140,3]",0.56,0.421,-0.14,1.211,1.001,6302
"z[141,3]",1.292,0.413,0.604,1.885,1.002,3851
"z[142,3]",0.101,0.411,-0.607,0.714,1.002,1776
"z[143,3]",1.197,0.432,0.47,1.842,1.001,4912
"z[144,3]",0.712,0.392,0.066,1.288,1.003,4402
"z[145,3]",-0.313,0.534,-1.228,0.455,1.003,853
"z[146,3]",0.885,0.385,0.275,1.482,1.001,5938
"z[147,3]",-0.54,0.423,-1.195,0.159,1.001,4815
"z[148,3]",-0.233,0.421,-0.846,0.48,1.004,1102
"z[149,3]",-0.762,0.425,-1.378,-0.032,1.001,2031
"z[150,3]",0.808,0.376,0.211,1.395,1.001,4751
"z[151,3]",-0.401,0.394,-0.978,0.293,1.003,1586
"z[152,3]",2.167,0.442,1.384,2.78,1.003,1503
"z[153,3]",1.166,0.387,0.525,1.745,1.002,3565
"z[154,3]",-0.231,0.365,-0.813,0.325,1.002,6681
"z[155,3]",-1.082,0.417,-1.737,-0.419,1.001,1561
"z[156,3]",0.384,0.371,-0.208,0.967,1.002,6476
"z[157,3]",0.009,0.399,-0.633,0.604,1.001,3925
"z[158,3]",0.086,0.378,-0.506,0.705,1.001,6693
"z[159,3]",-0.252,0.395,-0.888,0.359,1.003,4364
"z[160,3]",0.674,0.39,0.013,1.251,1.004,3420
"z[161,3]",1.184,0.412,0.492,1.805,1.001,4782
"z[162,3]",1.235,0.388,0.589,1.787,1.001,3067
"z[163,3]",-0.426,0.357,-0.977,0.141,1.003,6749
"z[164,3]",-0.702,0.42,-1.377,-0.042,1.001,3298
"z[165,3]",1.655,0.452,0.838,2.276,1.002,1247
"z[166,3]",-0.471,0.496,-1.158,0.431,1.004,715
"z[167,3]",-0.009,0.396,-0.638,0.613,1.001,7427
"z[168,3]",-1.215,0.416,-1.854,-0.518,1.002,2973
"z[169,3]",0.476,0.424,-0.212,1.124,1.001,6773
"z[170,3]",0.61,0.413,-0.086,1.235,1.001,3491
"z[171,3]",0.301,0.369,-0.255,0.894,1.001,7048
"z[172,3]",0.295,0.386,-0.332,0.894,1.001,7061
"z[173,3]",0.748,0.416,0.059,1.372,1.003,3992
"z[174,3]",0.715,0.411,0.047,1.37,1.001,6491
"z[175,3]",-2.827,0.495,-3.482,-1.921,1.003,931
"z[176,3]",0.879,0.396,0.214,1.483,1.002,5485
"z[177,3]",0.095,0.378,-0.532,0.666,1.001,4094
"z[178,3]",-0.719,0.436,-1.416,-0.022,1.001,4199
"z[179,3]",0.428,0.386,-0.209,1.02,1.001,4382
"z[180,3]",0.388,0.406,-0.268,1.006,1.001,6990
"z[181,3]",0.423,0.447,-0.336,1.094,1.001,4742
"z[182,3]",0.836,0.482,0.027,1.566,1.002,3280
"z[183,3]",-0.101,0.431,-0.852,0.524,1.002,1625
"z[184,3]",-0.242,0.386,-0.868,0.348,1.002,7431
"z[185,3]",0.486,0.372,-0.107,1.043,1.002,5479
"z[186,3]",1.153,0.392,0.513,1.74,1.001,3416
"z[187,3]",-0.848,0.373,-1.391,-0.217,1.002,3669
"z[188,3]",-0.316,0.37,-0.89,0.274,1.001,4931
"z[189,3]",-0.442,0.397,-1.019,0.23,1.002,2960
"z[190,3]",-0.609,0.41,-1.244,0.054,1.001,3670
"z[191,3]",-0.887,0.446,-1.592,-0.152,1.001,7250
"z[192,3]",-0.034,0.394,-0.646,0.577,1.001,7415
"z[193,3]",1.174,0.422,0.481,1.816,1.002,3617
"z[194,3]",0.977,0.393,0.344,1.567,1.001,4131
"z[195,3]",-0.274,0.4,-0.899,0.382,1.001,5733
"z[196,3]",-0.29,0.375,-0.889,0.312,1.001,6750
"z[197,3]",-2.68,0.468,-3.318,-1.839,1.003,1189
"z[198,3]",-0.656,0.204,-0.993,-0.327,1,5206
"z[199,3]",-0.265,0.197,-0.588,0.06,1.002,2266
"z[200,3]",-0.396,0.255,-0.822,0.013,1.002,2636
"z[201,3]",2.468,0.404,1.794,3.124,1.008,600
"z[202,3]",-0.288,0.228,-0.66,0.089,1.003,3036
"z[203,3]",0.906,0.195,0.589,1.222,1.002,4416
"z[204,3]",0.608,0.244,0.209,1,1.001,3962
"z[205,3]",-0.625,0.261,-1.044,-0.201,1.001,5725
"z[206,3]",-0.892,0.252,-1.31,-0.485,1,3764
"z[207,3]",0.379,0.213,0.024,0.718,1.001,4540
"z[208,3]",-0.035,0.214,-0.377,0.315,1.001,4249
"z[209,3]",-1.496,0.235,-1.879,-1.119,1.003,1191
"z[210,3]",0.975,0.22,0.606,1.327,1.001,2382
"z[211,3]",0.64,0.221,0.269,0.997,1,5789
"z[212,3]",1.012,0.205,0.685,1.349,1,5690
"z[213,3]",-0.971,0.241,-1.366,-0.581,1,6071
"z[214,3]",-2.027,0.272,-2.469,-1.588,1,5218
"z[215,3]",0.161,0.239,-0.224,0.545,1,4106
"z[216,3]",0.202,0.193,-0.105,0.523,1.001,3631
"z[217,3]",0.196,0.191,-0.117,0.505,1,6246
"z[218,3]",0.661,0.243,0.269,1.061,1.001,2073
"z[219,3]",-2.762,0.238,-3.151,-2.376,1,3769
"z[220,3]",2.475,0.268,2.038,2.911,1.001,2105
"z[221,3]",0.165,0.286,-0.306,0.624,1.001,3782
"z[222,3]",0.229,0.21,-0.114,0.572,1,4100
"z[223,3]",0.498,0.194,0.175,0.81,1.001,4924
"z[224,3]",0.806,0.253,0.393,1.21,1,6263
"z[225,3]",-0.56,0.224,-0.924,-0.192,1.003,2862
"z[226,3]",-0.278,0.201,-0.609,0.043,1.001,4711
"z[227,3]",-1.488,0.24,-1.892,-1.1,1.003,1124
"z[228,3]",-2.082,0.223,-2.45,-1.722,1,6203
"z[229,3]",-1.339,0.23,-1.711,-0.963,1.001,4642
"z[230,3]",-0.513,0.247,-0.911,-0.105,1.002,4420
"z[231,3]",-0.697,0.213,-1.048,-0.352,1.002,2424
"z[232,3]",1.115,0.195,0.797,1.437,1.001,3987
"z[233,3]",0.625,0.255,0.205,1.033,1.006,725
"z[234,3]",-0.772,0.212,-1.12,-0.43,1.002,1367
"z[235,3]",1.156,0.214,0.815,1.501,1.004,1646
"z[236,3]",1.027,0.253,0.613,1.432,1,5843
"z[237,3]",1.341,0.209,0.997,1.684,1.002,4054
"z[238,3]",-0.809,0.262,-1.221,-0.373,1.001,2118
"z[239,3]",0.526,0.204,0.183,0.85,1,5272
"z[240,3]",-1.169,0.238,-1.563,-0.776,1,4930
"z[241,3]",0.193,0.219,-0.165,0.553,1.001,5559
"z[242,3]",-1.981,0.306,-2.478,-1.471,1.001,4397
"z[243,3]",-1.26,0.266,-1.68,-0.814,1.001,2420
"z[244,3]",-0.009,0.209,-0.356,0.327,1,6018
"z[245,3]",0.591,0.287,0.113,1.053,1.001,5748
"z[246,3]",0.583,0.219,0.22,0.936,1.001,5541
"z[247,3]",0.644,0.214,0.286,0.983,1,5417
"z[248,3]",-0.513,0.206,-0.844,-0.178,1,6031
"z[249,3]",0.763,0.192,0.445,1.075,1.001,4837
"z[250,3]",0.546,0.237,0.154,0.925,1.001,7136
"z[251,3]",-1.312,0.248,-1.709,-0.903,1,5804
"z[252,3]",-2.011,0.27,-2.458,-1.581,1.002,2845
"z[253,3]",-1.303,0.25,-1.709,-0.884,1.001,3531
"z[254,3]",-0.053,0.214,-0.4,0.293,1.002,2188
"z[255,3]",1.024,0.3,0.541,1.517,1.001,1915
"z[256,3]",-0.384,0.247,-0.782,0.03,1.002,1895
"z[257,3]",0.16,0.239,-0.211,0.562,1.001,2637
"z[258,3]",0.383,0.253,-0.031,0.788,1,5288
"z[259,3]",-1.677,0.254,-2.089,-1.252,1,4760
"z[260,3]",1.872,0.23,1.494,2.237,1,5563
"z[261,3]",-2.327,0.274,-2.764,-1.871,1.002,2028
"z[262,3]",-1.437,0.207,-1.771,-1.101,1.001,3565
"z[263,3]",-0.352,0.254,-0.761,0.047,1.002,1155
"z[264,3]",-0.293,0.184,-0.591,0.006,1.001,5284
"z[265,3]",0.122,0.266,-0.313,0.558,1.001,5629
"z[266,3]",0.306,0.213,-0.042,0.658,1.001,4256
"z[267,3]",-0.125,0.196,-0.449,0.184,1.001,4171
"z[268,3]",-1.516,0.342,-2.067,-0.945,1,6116
"z[269,3]",0.728,0.237,0.337,1.106,1,3392
"z[270,3]",-0.008,0.263,-0.436,0.42,1.001,3001
"z[271,3]",-0.016,0.283,-0.483,0.452,1.001,6713
"z[272,3]",-0.478,0.218,-0.833,-0.12,1,5619
"z[273,3]",0.394,0.351,-0.176,0.966,1.007,593
"z[274,3]",0.532,0.246,0.125,0.927,1.003,1832
"z[275,3]",0.31,0.271,-0.136,0.754,1,5370
"z[276,3]",0.768,0.212,0.42,1.106,1.001,4410
"z[277,3]",0.805,0.252,0.407,1.227,1,3479
"z[278,3]",0.23,0.204,-0.104,0.56,1.001,2628
"z[279,3]",-0.816,0.253,-1.22,-0.397,1.002,1037
"z[280,3]",2.089,0.349,1.527,2.675,1,2798
"z[281,3]",-0.382,0.206,-0.723,-0.051,1.001,5899
"z[282,3]",0.462,0.263,0.027,0.893,1,5060
"z[283,3]",-0.217,0.205,-0.551,0.113,1,4360
"z[284,3]",0.884,0.214,0.539,1.229,1.004,1141
"z[285,3]",-0.65,0.182,-0.938,-0.349,1.001,4835
"z[286,3]",1.68,0.22,1.324,2.04,1.001,2523
"z[287,3]",0.371,0.247,-0.03,0.772,1.001,3425
"z[288,3]",0.577,0.227,0.204,0.947,1.001,2963
"z[289,3]",0.13,0.232,-0.24,0.515,1,3521
"z[290,3]",-1.978,0.213,-2.329,-1.633,1,5066
"z[291,3]",1.047,0.347,0.487,1.615,1,6487
"z[292,3]",-2.089,0.254,-2.5,-1.68,1.003,1431
"z[293,3]",-0.239,0.255,-0.654,0.18,1.004,1070
"z[294,3]",-1.188,0.261,-1.599,-0.748,1.002,3179
"z[295,3]",0.518,0.211,0.171,0.86,1.001,4118
"z[296,3]",-0.802,0.233,-1.182,-0.42,1,5242
"z[297,3]",-0.031,0.209,-0.365,0.312,1,4142
"z[298,3]",0.761,0.198,0.436,1.078,1.001,5083
"z[299,3]",-1.883,0.224,-2.251,-1.513,1.002,1286
"z[300,3]",0.971,0.257,0.571,1.403,1.001,4973
"z[301,3]",-1.971,0.304,-2.46,-1.47,1,5531
"z[302,3]",0.689,0.313,0.186,1.198,1.001,4928
"z[303,3]",1.099,0.202,0.759,1.421,1.001,4513
"z[304,3]",0.743,0.23,0.372,1.12,1.003,1686
"z[305,3]",-1.193,0.213,-1.545,-0.849,1.001,2998
"z[306,3]",0.357,0.254,-0.051,0.775,1.003,1525
"z[307,3]",-0.185,0.266,-0.63,0.242,1,3343
"z[308,3]",-0.695,0.222,-1.052,-0.331,1.002,2755
"z[309,3]",-0.04,0.21,-0.381,0.297,1.003,1178
"z[310,3]",-0.954,0.201,-1.284,-0.636,1,4578
"z[311,3]",0.007,0.214,-0.344,0.349,1,2077
"z[312,3]",0.367,0.199,0.037,0.688,1,5099
"z[313,3]",0.09,0.249,-0.325,0.496,1.001,4349
"z[314,3]",-1.295,0.253,-1.707,-0.887,1.002,2384
"z[315,3]",-0.971,0.23,-1.337,-0.582,1,3396
"z[316,3]",1.397,0.259,0.972,1.808,1.001,3400
"z[317,3]",-1.845,0.232,-2.223,-1.465,1.001,4842
"z[318,3]",-0.204,0.259,-0.621,0.216,1.001,4545
"z[319,3]",-2.591,0.241,-2.991,-2.208,1.001,6172
"z[320,3]",0.826,0.247,0.422,1.225,1,6078
"z[321,3]",-0.387,0.247,-0.781,0.015,1.003,931
"z[322,3]",0.611,0.258,0.196,1.03,1,3352
"z[323,3]",-0.095,0.209,-0.432,0.246,1.001,4689
"z[324,3]",0.044,0.274,-0.395,0.491,1.002,2121
"z[325,3]",-0.784,0.196,-1.103,-0.459,1,4661
"z[326,3]",0.688,0.262,0.264,1.114,1.002,3900
"z[327,3]",0.967,0.218,0.613,1.314,1.004,1606
"z[328,3]",0.061,0.183,-0.239,0.354,1.002,4286
"z[329,3]",-2.144,0.219,-2.489,-1.778,1.001,4242
"z[330,3]",0.683,0.201,0.358,1.007,1,3931
"z[331,3]",0.398,0.224,0.048,0.764,1.004,1281
"z[332,3]",0.319,0.23,-0.058,0.697,1.001,4666
"z[333,3]",0.194,0.196,-0.123,0.517,1.002,5434
"z[334,3]",-0.65,0.247,-1.059,-0.259,1.001,5914
"z[335,3]",1.05,0.211,0.708,1.393,1.001,5135
"z[336,3]",-1.021,0.261,-1.444,-0.592,1.002,4215
"z[337,3]",-0.612,0.206,-0.949,-0.28,1,5502
"z[338,3]",-2.018,0.202,-2.348,-1.688,1,4087
"z[339,3]",0.052,0.199,-0.266,0.383,1.001,2593
"z[340,3]",-0.879,0.219,-1.226,-0.53,1.003,1520
"z[341,3]",-1.139,0.225,-1.509,-0.765,1.001,2114
"z[342,3]",0.356,0.208,0.022,0.693,1.002,1881
"z[343,3]",-1.136,0.208,-1.48,-0.801,1,5496
"z[344,3]",0.754,0.213,0.407,1.105,1,5966
"z[345,3]",0.236,0.223,-0.126,0.602,1.002,5085
"z[346,3]",0.066,0.191,-0.234,0.377,1.003,2213
"z[347,3]",0.607,0.285,0.144,1.068,1,7017
"z[348,3]",0.851,0.198,0.529,1.169,1,3306
"z[349,3]",-0.783,0.228,-1.156,-0.408,1.001,5524
"z[350,3]",-1.273,0.204,-1.606,-0.943,1,5959
"z[351,3]",0.481,0.224,0.113,0.841,1,5935
"z[352,3]",1.247,0.213,0.896,1.592,1.002,2208
"z[353,3]",-0.934,0.198,-1.256,-0.605,1,4652
"z[354,3]",-0.142,0.225,-0.514,0.219,1,5029
"z[355,3]",-0.967,0.214,-1.314,-0.621,1.002,1844
"z[356,3]",-0.221,0.224,-0.583,0.149,1.001,4298
"z[357,3]",-0.012,0.194,-0.325,0.302,1.001,5731
"z[358,3]",-0.385,0.329,-0.918,0.16,1,7998
"z[359,3]",-0.501,0.259,-0.922,-0.086,1.001,3039
"z[360,3]",0.516,0.241,0.12,0.908,1.001,6854
"z[361,3]",0.345,0.184,0.048,0.643,1.001,5705
"z[362,3]",0.188,0.303,-0.294,0.691,1.001,4728
"z[363,3]",0.982,0.255,0.568,1.408,1,5267
"z[364,3]",0.09,0.281,-0.379,0.541,1.001,7075
"z[365,3]",1.373,0.214,1.019,1.718,1.001,3826
"z[366,3]",-1.462,0.271,-1.9,-1.028,1.003,808
"z[367,3]",0.568,0.182,0.269,0.865,1.001,2966
"z[368,3]",-0.626,0.282,-1.075,-0.159,1,3152
"z[369,3]",0.735,0.202,0.396,1.057,1.002,3972
"z[370,3]",-0.754,0.251,-1.147,-0.333,1,3538
"z[371,3]",0.929,0.194,0.611,1.25,1,4556
"z[372,3]",-0.578,0.346,-1.152,0.001,1,7955
"z[373,3]",0.612,0.246,0.208,1.012,1,5166
"z[374,3]",0.913,0.194,0.595,1.237,1.002,4508
"z[375,3]",-0.109,0.209,-0.45,0.227,1.001,3384
"z[376,3]",-0.81,0.227,-1.179,-0.438,1.002,2649
"z[377,3]",0.262,0.219,-0.092,0.62,1,4128
"z[378,3]",-0.792,0.23,-1.159,-0.409,1,6077
"z[379,3]",0.947,0.234,0.559,1.323,1.001,3286
"z[380,3]",-1.22,0.21,-1.556,-0.886,1.001,2558
"z[381,3]",1.743,0.23,1.365,2.12,1.002,4527
"z[382,3]",0.119,0.225,-0.255,0.477,1.002,1441
"z[383,3]",-0.898,0.269,-1.33,-0.459,1.004,1637
"z[384,3]",-0.275,0.223,-0.638,0.087,1.001,3823
"z[385,3]",0.95,0.225,0.58,1.312,1.001,4537
"z[386,3]",0.696,0.222,0.331,1.056,1,5242
"z[387,3]",0.374,0.198,0.052,0.698,1.001,3890
"z[388,3]",0.633,0.255,0.233,1.059,1.001,3696
"z[389,3]",-0.258,0.212,-0.598,0.083,1.003,1136
"z[390,3]",-0.24,0.218,-0.599,0.116,1.001,2091
"z[391,3]",1.555,0.231,1.178,1.925,1.001,4344
"z[392,3]",-0.13,0.226,-0.507,0.226,1.003,1225
"z[393,3]",0.726,0.207,0.386,1.064,1.001,3464
"z[394,3]",-0.016,0.203,-0.344,0.321,1.001,3670
"z[395,3]",1.067,0.275,0.606,1.508,1.001,4762
"z[396,3]",-1.941,0.267,-2.365,-1.496,1.001,4304
"z[397,3]",0.961,0.268,0.515,1.394,1.001,3773
"z[398,3]",0.298,0.246,-0.096,0.704,1.001,5014
"z[399,3]",0.173,0.313,-0.328,0.69,1.001,4434
"z[400,3]",1.09,0.249,0.684,1.494,1.002,2844
"z[401,3]",0.403,0.297,-0.07,0.888,1,6066
"z[402,3]",0.727,0.219,0.375,1.083,1.001,3398
"z[403,3]",-0.656,0.276,-1.1,-0.202,1,6558
"z[404,3]",1.236,0.25,0.83,1.648,1.001,2645
"z[405,3]",0.96,0.279,0.501,1.404,1.002,4034
"z[406,3]",1.591,0.22,1.246,1.951,1.002,1846
"z[407,3]",0.613,0.302,0.109,1.096,1.003,1369
"z[408,3]",0.119,0.247,-0.279,0.532,1.001,5383
"z[409,3]",0.303,0.247,-0.101,0.705,1.001,4424
"z[410,3]",-0.774,0.23,-1.147,-0.401,1.001,4890
"z[411,3]",0.93,0.279,0.472,1.369,1.001,3878
"z[412,3]",0.335,0.258,-0.088,0.747,1,4835
"z[413,3]",0.097,0.281,-0.369,0.552,1,6463
"z[414,3]",-0.799,0.201,-1.117,-0.481,1.001,1895
"z[415,3]",-1.942,0.306,-2.445,-1.437,1.001,4720
"z[416,3]",-0.437,0.183,-0.736,-0.139,1.002,4989
"z[417,3]",1.996,0.228,1.618,2.366,1.002,3359
"z[418,3]",-0.12,0.21,-0.467,0.222,1,6546
"z[419,3]",0.795,0.239,0.406,1.189,1.001,4976
"z[420,3]",-1.146,0.277,-1.605,-0.691,1,5841
"z[421,3]",-1.501,0.264,-1.936,-1.069,1.001,5962
"z[422,3]",-1.174,0.195,-1.486,-0.857,1.003,2047
"z[423,3]",-0.408,0.192,-0.717,-0.094,1,4731
"z[424,3]",0.83,0.198,0.506,1.156,1.001,3197
"z[425,3]",0.649,0.189,0.341,0.954,1.001,5259
"z[426,3]",-1.136,0.215,-1.482,-0.78,1.001,4680
"z[427,3]",1.09,0.247,0.687,1.493,1,7073
"z[428,3]",0.488,0.286,0.023,0.961,1,5120
"z[429,3]",1.813,0.217,1.454,2.162,1.001,3910
"z[430,3]",-0.559,0.21,-0.904,-0.217,1.001,4868
"z[431,3]",0.468,0.289,-0.003,0.943,1,6366
"z[432,3]",1.71,0.206,1.374,2.047,1.003,2325
"z[433,3]",-0.748,0.264,-1.183,-0.321,1.001,3711
"z[434,3]",-2.049,0.21,-2.39,-1.71,1,5620
"z[435,3]",1.403,0.288,0.931,1.869,1.001,6435
"z[436,3]",0.131,0.211,-0.21,0.478,1,5401
"z[437,3]",-0.366,0.225,-0.726,-0,1.001,2163
"z[438,3]",-0.136,0.226,-0.505,0.226,1.001,5100
"z[439,3]",0.082,0.238,-0.315,0.465,1.002,2185
"z[440,3]",0.243,0.255,-0.179,0.657,1.001,6011
"z[441,3]",-0.076,0.21,-0.42,0.262,1.001,5258
"z[442,3]",0.008,0.306,-0.506,0.492,1,5631
"z[443,3]",1.62,0.332,1.09,2.169,1.001,3001
"z[444,3]",-0.479,0.244,-0.887,-0.08,1.001,6245
"z[445,3]",-0.005,0.234,-0.393,0.375,1.005,1021
"z[446,3]",0.565,0.203,0.234,0.889,1,5341
"z[447,3]",0.068,0.193,-0.245,0.378,1.002,2893
"z[448,3]",-1.093,0.244,-1.495,-0.698,1,4192
"z[449,3]",-1.211,0.22,-1.576,-0.855,1,4474
"z[450,3]",-0.797,0.289,-1.271,-0.334,1,7223
"z[451,3]",-0.439,0.199,-0.754,-0.11,1,5222
"z[452,3]",0.768,0.226,0.398,1.136,1.001,5159
"z[453,3]",0.149,0.252,-0.261,0.562,1.001,5314
"z[454,3]",-1.691,0.25,-2.102,-1.273,1,3446
"z[455,3]",1.123,0.227,0.753,1.491,1.005,1174
"z[456,3]",-0.175,0.231,-0.542,0.213,1.008,1002
"z[457,3]",0.642,0.21,0.298,0.979,1.001,3856
"z[458,3]",0.627,0.206,0.286,0.959,1.004,1185
"z[459,3]",0.709,0.282,0.246,1.162,1.001,5859
"z[460,3]",1.401,0.212,1.055,1.75,1,5819
"z[461,3]",1.313,0.212,0.961,1.651,1.001,2380
"z[462,3]",0.782,0.187,0.468,1.082,1,4939
"z[463,3]",0.389,0.264,-0.041,0.822,1.002,3211
"z[464,3]",0.105,0.225,-0.257,0.479,1.001,2897
"z[465,3]",-1.599,0.236,-1.995,-1.215,1.001,4920
"z[466,3]",1.003,0.264,0.567,1.414,1.001,3911
"z[467,3]",0.141,0.19,-0.169,0.454,1.001,3934
"z[468,3]",1.079,0.204,0.75,1.41,1,6085
"z[469,3]",2.055,0.268,1.615,2.491,1,4902
"z[470,3]",0.742,0.303,0.249,1.242,1.001,5510
"z[471,3]",-0.057,0.248,-0.462,0.341,1,6167
"z[472,3]",0.555,0.289,0.076,1.026,1.001,5039
"z[473,3]",-0.23,0.278,-0.682,0.227,1.001,6868
"z[474,3]",1.519,0.297,1.022,2.002,1.001,5988
"z[475,3]",0.927,0.229,0.547,1.301,1.001,5025
"z[476,3]",1.058,0.309,0.565,1.572,1,1871
"z[477,3]",1.175,0.259,0.746,1.593,1.001,4942
"z[478,3]",0.601,0.224,0.228,0.961,1.001,5482
"z[479,3]",-1.917,0.259,-2.336,-1.491,1,5554
"z[480,3]",0.039,0.235,-0.352,0.413,1,4958
"z[481,3]",-1.754,0.229,-2.123,-1.384,1,4807
"z[482,3]",-2.153,0.234,-2.541,-1.777,1,3772
"z[483,3]",1.011,0.191,0.695,1.321,1.001,4810
"z[484,3]",-2.073,0.219,-2.429,-1.717,1.003,1370
"z[485,3]",-0.99,0.293,-1.464,-0.503,1.001,5818
"z[486,3]",-0.189,0.271,-0.629,0.259,1,5685
"z[487,3]",0.25,0.236,-0.138,0.633,1.001,2138
"z[488,3]",0.339,0.257,-0.069,0.771,1.003,1235
"z[489,3]",-0.094,0.28,-0.559,0.361,1,5462
"z[490,3]",0.243,0.252,-0.164,0.661,1.001,3957
"z[491,3]",-0.306,0.225,-0.681,0.049,1,4127
"z[492,3]",-0.488,0.285,-0.955,-0.022,1,4839
"z[493,3]",-2.031,0.288,-2.505,-1.572,1,5433
"z[494,3]",0.457,0.221,0.101,0.81,1.001,3433
"z[495,3]",0.972,0.25,0.563,1.377,1.003,1565
"z[496,3]",0.225,0.23,-0.154,0.604,1.001,4385
"z[497,3]",0.693,0.264,0.267,1.128,1,3001
"z[498,3]",-0.199,0.258,-0.616,0.226,1.001,4907
"z[499,3]",-0.42,0.257,-0.85,-0.015,1,5054
"z[500,3]",0.596,0.248,0.188,1.001,1.001,3929
"z[501,3]",0.472,0.214,0.115,0.818,1.001,3726
"z[502,3]",0.525,0.22,0.163,0.886,1.003,1783
"z[503,3]",0.788,0.255,0.375,1.198,1.002,1127
"z[504,3]",-0.562,0.302,-1.052,-0.051,1.001,3225
"z[505,3]",0.384,0.189,0.07,0.688,1.001,4437
"z[506,3]",-0.326,0.298,-0.823,0.159,1,5933
"z[507,3]",-0.87,0.193,-1.185,-0.556,1.003,2957
"z[508,3]",1.978,0.2,1.65,2.302,1.001,4872
"z[509,3]",0.703,0.256,0.287,1.126,1.001,4335
"z[510,3]",0.701,0.242,0.308,1.098,1.001,6576
"z[511,3]",-0.789,0.269,-1.23,-0.347,1.001,4286
"z[512,3]",-0.278,0.194,-0.599,0.034,1.001,2919
"z[513,3]",-0.191,0.25,-0.607,0.213,1,5906
"z[514,3]",0.452,0.3,-0.03,0.956,1.001,5248
"z[515,3]",-1.229,0.291,-1.698,-0.757,1.001,6351
"z[516,3]",0.995,0.253,0.582,1.409,1,5060
"z[517,3]",-0.125,0.301,-0.621,0.365,1,6038
"z[518,3]",0.835,0.248,0.429,1.241,1,5872
"z[519,3]",-0.66,0.248,-1.076,-0.26,1.001,5015
"z[520,3]",0.625,0.254,0.206,1.035,1.001,5293
"z[521,3]",-0.564,0.222,-0.918,-0.204,1.001,3156
"z[522,3]",-1.131,0.445,-1.824,-0.379,1,6122
"z[523,3]",0.43,0.45,-0.335,1.127,1,7515
"z[524,3]",-0.958,0.435,-1.621,-0.232,1,5838
"z[525,3]",0.561,0.475,-0.242,1.297,1,5856
"z[526,3]",-0.944,0.497,-1.666,-0.082,1,4723
"z[527,3]",-0.69,0.405,-1.312,-0.014,1,7493
"z[528,3]",0.142,0.414,-0.48,0.877,1,5953
"z[529,3]",1.861,0.478,1.034,2.56,1,4289
"z[530,3]",0.243,0.477,-0.542,0.991,1,6421
"z[531,3]",0.201,0.429,-0.503,0.877,1,7926
