parameter,mean,sd,q05,q95,rhat,ess
"mu_y[900,2]",5.459,0.075,5.336,5.58,1,8245
"mu_y[901,2]",5.109,0.109,4.928,5.289,1,8221
"mu_y[902,2]",5.301,0.095,5.147,5.455,1,7886
"mu_y[903,2]",5.271,0.079,5.142,5.399,1,8260
"mu_y[904,2]",5.238,0.068,5.127,5.35,1,8212
"mu_y[905,2]",5.205,0.066,5.093,5.314,1,8187
"mu_y[906,2]",5.176,0.073,5.055,5.297,1,8347
"mu_y[907,2]",5.108,0.11,4.926,5.287,1,8516
"mu_y[908,2]",6.99,0.098,6.83,7.151,1,8462
"mu_y[909,2]",6.864,0.08,6.732,6.995,1,8145
"mu_y[910,2]",6.732,0.073,6.611,6.851,1,7925
"mu_y[911,2]",6.603,0.081,6.469,6.733,1,8095
"mu_y[912,2]",6.487,0.097,6.326,6.646,1,8370
"mu_y[913,2]",6.889,0.102,6.723,7.058,1,7728
"mu_y[914,2]",6.804,0.093,6.651,6.953,1,7471
"mu_y[915,2]",6.716,0.104,6.542,6.885,1,7194
"mu_y[916,2]",7.278,0.098,7.118,7.442,1,8715
"mu_y[917,2]",7.266,0.081,7.133,7.4,1,8388
"mu_y[918,2]",7.252,0.073,7.132,7.374,1,7963
"mu_y[919,2]",7.242,0.08,7.112,7.374,1.001,7928
"mu_y[920,2]",7.229,0.099,7.07,7.392,1.001,8133
"mu_y[921,2]",4.595,0.098,4.434,4.756,1,8593
"mu_y[922,2]",4.418,0.083,4.281,4.555,1,8288
"mu_y[923,2]",4.224,0.084,4.085,4.362,1.001,8371
"mu_y[924,2]",4.043,0.101,3.878,4.209,1,8691
"mu_y[925,2]",6.496,0.098,6.333,6.654,1,8850
"mu_y[926,2]",6.446,0.08,6.316,6.576,1,8436
"mu_y[927,2]",6.401,0.073,6.279,6.522,1,8063
"mu_y[928,2]",6.346,0.082,6.212,6.48,1.001,8039
"mu_y[929,2]",6.304,0.098,6.142,6.465,1.001,8241
"mu_y[930,2]",4.554,0.098,4.394,4.717,1,8453
"mu_y[931,2]",4.484,0.084,4.348,4.622,1,8271
"mu_y[932,2]",4.391,0.084,4.255,4.529,1,8156
"mu_y[933,2]",4.318,0.099,4.154,4.481,1,8259
"mu_y[934,2]",6.188,0.099,6.022,6.352,1,8453
"mu_y[935,2]",6.065,0.084,5.928,6.202,1,8037
"mu_y[936,2]",5.928,0.084,5.789,6.066,1,7874
"mu_y[937,2]",5.801,0.1,5.637,5.967,1,8162
"mu_y[938,2]",4.009,0.117,3.818,4.205,1,8379
"mu_y[939,2]",3.916,0.119,3.722,4.112,1,8211
"mu_y[940,2]",4.466,0.106,4.29,4.639,1.001,8395
"mu_y[941,2]",4.312,0.094,4.156,4.465,1.001,7927
"mu_y[942,2]",4.109,0.109,3.925,4.289,1,8013
"mu_y[943,2]",5.915,0.1,5.749,6.078,1,8305
"mu_y[944,2]",5.844,0.085,5.703,5.983,1,8322
"mu_y[945,2]",5.768,0.081,5.633,5.899,1,8391
"mu_y[946,2]",5.604,0.114,5.417,5.79,1,8938
"mu_y[947,2]",6.653,0.124,6.452,6.857,1.001,7454
"mu_y[948,2]",6.599,0.125,6.391,6.807,1,7918
"mu_y[949,2]",6.705,0.1,6.54,6.867,1,8544
"mu_y[950,2]",6.659,0.084,6.519,6.795,1,8253
"mu_y[951,2]",6.614,0.081,6.48,6.745,1,8046
"mu_y[952,2]",6.525,0.111,6.341,6.705,1.001,8480
"mu_y[953,2]",7.085,0.111,6.904,7.265,1,8348
"mu_y[954,2]",7.053,0.082,6.919,7.188,1.001,7915
"mu_y[955,2]",7.036,0.085,6.898,7.174,1,7982
"mu_y[956,2]",7.016,0.103,6.845,7.185,1,8217
"mu_y[957,2]",5.414,0.109,5.235,5.592,1,8452
"mu_y[958,2]",5.222,0.081,5.091,5.358,1,7959
"mu_y[959,2]",5.119,0.084,4.981,5.257,1.001,7920
"mu_y[960,2]",5.026,0.099,4.864,5.189,1,8101
"mu_y[961,2]",7.171,0.097,7.012,7.33,1,8887
"mu_y[962,2]",7.134,0.075,7.01,7.256,1,8362
"mu_y[963,2]",7.115,0.069,7.001,7.227,1,8233
"mu_y[964,2]",7.079,0.068,6.967,7.191,1,8294
"mu_y[965,2]",7.062,0.074,6.941,7.184,1,8448
"mu_y[966,2]",7.007,0.107,6.834,7.184,1,8860
"mu_y[967,2]",6.639,0.102,6.471,6.807,1,7801
"mu_y[968,2]",6.567,0.093,6.415,6.723,1,7824
"mu_y[969,2]",6.476,0.106,6.301,6.651,1,8273
"mu_y[970,2]",4.569,0.105,4.398,4.743,1,8555
"mu_y[971,2]",4.462,0.094,4.309,4.617,1,8215
"mu_y[972,2]",4.31,0.109,4.129,4.489,1.001,8178
"mu_y[973,2]",4.936,0.108,4.759,5.113,1,8042
"mu_y[974,2]",4.862,0.095,4.709,5.019,1,7973
"mu_y[975,2]",4.732,0.115,4.543,4.923,1,8175
"mu_y[976,2]",4.239,0.112,4.058,4.423,1,8879
"mu_y[977,2]",3.918,0.094,3.763,4.072,1,7986
"mu_y[978,2]",3.759,0.107,3.583,3.935,1.001,8024
"mu_y[979,2]",6.056,0.101,5.889,6.225,1,9253
"mu_y[980,2]",5.955,0.076,5.83,6.082,1,8608
"mu_y[981,2]",5.922,0.073,5.8,6.042,1,8423
"mu_y[982,2]",5.852,0.08,5.719,5.983,1,7929
"mu_y[983,2]",5.79,0.097,5.63,5.948,1,8212
"mu_y[984,2]",6.543,0.097,6.386,6.704,1,8549
"mu_y[985,2]",6.36,0.082,6.226,6.495,1,8322
"mu_y[986,2]",6.152,0.074,6.03,6.272,1,8018
"mu_y[987,2]",5.963,0.077,5.834,6.089,1.001,7907
"mu_y[988,2]",5.566,0.111,5.38,5.746,1,7814
"mu_y[989,2]",5.993,0.098,5.83,6.154,1,8579
"mu_y[990,2]",5.854,0.083,5.72,5.992,1,8393
"mu_y[991,2]",5.706,0.083,5.573,5.846,1,8354
"mu_y[992,2]",5.571,0.099,5.411,5.732,1,8489
"mu_y[993,2]",5.626,0.098,5.467,5.788,1.001,8389
"mu_y[994,2]",5.475,0.085,5.336,5.614,1,8160
"mu_y[995,2]",5.229,0.085,5.089,5.366,1,8011
"mu_y[996,2]",5.052,0.101,4.884,5.217,1,8156
"mu_y[997,2]",6.203,0.104,6.032,6.376,1,7771
"mu_y[998,2]",6.142,0.095,5.986,6.3,1,7160
"mu_y[999,2]",6.085,0.105,5.913,6.26,1,7180
"mu_y[1000,2]",4.45,0.105,4.277,4.624,1,8037
"mu_y[1001,2]",4.327,0.095,4.165,4.483,1,7850
"mu_y[1002,2]",4.222,0.105,4.043,4.392,1,8060
"mu_y[1003,2]",7.879,0.098,7.718,8.044,1,8643
"mu_y[1004,2]",7.851,0.083,7.715,7.989,1,8287
"mu_y[1005,2]",7.825,0.084,7.687,7.964,1,8210
"mu_y[1006,2]",7.799,0.1,7.634,7.962,1,8372
"mu_y[1007,2]",3.902,0.107,3.722,4.078,1,7962
"mu_y[1008,2]",3.777,0.095,3.62,3.933,1,7935
"mu_y[1009,2]",3.536,0.116,3.343,3.724,1,8257
"mu_y[1010,2]",4.77,0.096,4.615,4.931,1,7579
"mu_y[1011,2]",4.68,0.08,4.55,4.815,1,7517
"mu_y[1012,2]",4.578,0.073,4.458,4.701,1,7756
"mu_y[1013,2]",4.45,0.083,4.313,4.589,1,8289
"mu_y[1014,2]",4.37,0.097,4.211,4.532,1,8525
"mu_y[1015,2]",6.003,0.102,5.834,6.168,1,8231
"mu_y[1016,2]",5.808,0.082,5.673,5.942,1,8108
"mu_y[1017,2]",5.65,0.074,5.528,5.771,1,7945
"mu_y[1018,2]",5.474,0.077,5.349,5.6,1,7783
"mu_y[1019,2]",5.102,0.116,4.914,5.291,1,7609
"mu_y[1020,2]",5.576,0.094,5.419,5.729,1,8688
"mu_y[1021,2]",5.505,0.081,5.373,5.637,1,8400
"mu_y[1022,2]",5.42,0.072,5.301,5.538,1,8034
"mu_y[1023,2]",5.349,0.073,5.227,5.469,1,7806
"mu_y[1024,2]",5.105,0.12,4.906,5.299,1,8484
"mu_y[1025,2]",6.788,0.133,6.569,7.007,1,8308
"mu_y[1026,2]",6.426,0.133,6.209,6.645,1,7395
"mu_y[1027,2]",7.064,0.098,6.905,7.226,1,8743
"mu_y[1028,2]",7.017,0.079,6.886,7.146,1,8345
"mu_y[1029,2]",6.986,0.073,6.865,7.106,1,8044
"mu_y[1030,2]",6.947,0.076,6.821,7.071,1,7943
"mu_y[1031,2]",6.867,0.109,6.69,7.045,1.001,8436
"mu_y[1032,2]",6.477,0.098,6.318,6.641,1,8493
"mu_y[1033,2]",6.448,0.083,6.313,6.585,1,8288
"mu_y[1034,2]",6.419,0.074,6.297,6.541,1,8107
"mu_y[1035,2]",6.363,0.08,6.232,6.495,1,8199
"mu_y[1036,2]",6.302,0.114,6.114,6.49,1,8508
"mu_y[1037,2]",4.147,0.159,3.886,4.412,1,7774
"mu_y[1038,2]",6.617,0.113,6.432,6.804,1,8638
"mu_y[1039,2]",6.554,0.095,6.399,6.712,1,8093
"mu_y[1040,2]",6.521,0.108,6.343,6.699,1,8050
"mu_y[1041,2]",5.593,0.102,5.425,5.759,1,8029
"mu_y[1042,2]",5.513,0.094,5.359,5.666,1,7823
"mu_y[1043,2]",5.426,0.104,5.253,5.596,1,7958
"mu_y[1044,2]",6.326,0.117,6.135,6.518,1,7989
"mu_y[1045,2]",6.23,0.118,6.035,6.424,1,8002
"mu_y[1046,2]",5.482,0.111,5.297,5.666,1,8021
"mu_y[1047,2]",5.397,0.081,5.264,5.53,1,7993
"mu_y[1048,2]",5.363,0.086,5.222,5.505,1,8108
"mu_y[1049,2]",5.326,0.101,5.159,5.493,1,8314
"mu_y[1050,2]",5.512,0.099,5.349,5.676,1,8871
"mu_y[1051,2]",5.324,0.079,5.197,5.455,1,8555
"mu_y[1052,2]",5.184,0.073,5.066,5.303,1,8321
"mu_y[1053,2]",4.965,0.081,4.832,5.098,1,8118
"mu_y[1054,2]",4.794,0.1,4.626,4.956,1,8201
"mu_y[1055,2]",6.295,0.099,6.132,6.458,1,8519
"mu_y[1056,2]",6.177,0.083,6.04,6.314,1,8398
"mu_y[1057,2]",6.064,0.083,5.929,6.2,1,8157
"mu_y[1058,2]",5.931,0.101,5.765,6.097,1,7945
"mu_y[1059,2]",6.098,0.123,5.894,6.297,1,8244
"mu_y[1060,2]",5.817,0.124,5.61,6.02,1,8245
"mu_y[1061,2]",6.968,0.096,6.81,7.126,1.001,8663
"mu_y[1062,2]",6.947,0.079,6.818,7.077,1,8416
"mu_y[1063,2]",6.926,0.072,6.808,7.044,1,8215
"mu_y[1064,2]",6.902,0.081,6.77,7.033,1,8303
"mu_y[1065,2]",6.88,0.1,6.719,7.043,1,8437
"mu_y[1066,2]",5.857,0.104,5.685,6.029,1,8672
"mu_y[1067,2]",5.647,0.084,5.51,5.786,1,8275
"mu_y[1068,2]",5.521,0.082,5.388,5.658,1,8161
"mu_y[1069,2]",5.197,0.112,5.013,5.38,1,8421
"mu_y[1070,2]",5.801,0.103,5.632,5.969,1,8856
"mu_y[1071,2]",5.677,0.088,5.533,5.82,1,8711
"mu_y[1072,2]",5.411,0.074,5.291,5.531,1,8051
"mu_y[1073,2]",5.269,0.08,5.136,5.401,1,7991
"mu_y[1074,2]",5.002,0.111,4.82,5.185,1,8261
"mu_y[1075,2]",5.28,0.103,5.107,5.448,1,7652
"mu_y[1076,2]",5.141,0.087,4.994,5.283,1,7916
"mu_y[1077,2]",4.84,0.087,4.696,4.982,1,8102
"mu_y[1078,2]",4.676,0.106,4.496,4.85,1.001,8191
"mu_y[1079,2]",6.157,0.102,5.988,6.324,1,8030
"mu_y[1080,2]",5.982,0.093,5.83,6.135,1,7774
"mu_y[1081,2]",5.798,0.104,5.628,5.971,1,8007
"mu_y[1082,2]",5.395,0.101,5.226,5.561,1,8541
"mu_y[1083,2]",5.284,0.086,5.14,5.425,1,8390
"mu_y[1084,2]",5.187,0.081,5.052,5.32,1,8184
"mu_y[1085,2]",4.87,0.122,4.667,5.07,1.001,8606
"mu_y[1086,2]",6.074,0.102,5.905,6.242,1,8154
"mu_y[1087,2]",6.009,0.093,5.855,6.161,1.001,7905
"mu_y[1088,2]",5.932,0.105,5.759,6.105,1.001,8054
"mu_y[1089,2]",6.054,0.095,5.897,6.211,1,8490
"mu_y[1090,2]",5.896,0.079,5.765,6.027,1,8426
"mu_y[1091,2]",5.743,0.069,5.629,5.856,1,8351
"mu_y[1092,2]",5.571,0.068,5.46,5.682,1,8315
"mu_y[1093,2]",5.421,0.075,5.298,5.544,1,8340
"mu_y[1094,2]",5.089,0.11,4.909,5.269,1,8503
"mu_y[1095,2]",7.241,0.095,7.087,7.397,1,8700
"mu_y[1096,2]",7.25,0.079,7.122,7.38,1,8455
"mu_y[1097,2]",7.258,0.069,7.146,7.372,1,8193
"mu_y[1098,2]",7.268,0.067,7.159,7.38,1,7986
"mu_y[1099,2]",7.277,0.075,7.156,7.401,1,8073
"mu_y[1100,2]",7.295,0.11,7.116,7.48,1,8455
"mu_y[1101,2]",5.529,0.094,5.379,5.682,1,8940
"mu_y[1102,2]",5.406,0.077,5.283,5.533,1,8769
"mu_y[1103,2]",5.305,0.067,5.196,5.415,1,8520
"mu_y[1104,2]",5.181,0.066,5.071,5.289,1,8391
"mu_y[1105,2]",5.075,0.073,4.955,5.195,1,8402
"mu_y[1106,2]",4.846,0.107,4.67,5.022,1,8608
"mu_y[1107,2]",6.987,0.094,6.83,7.141,1,8831
"mu_y[1108,2]",6.918,0.079,6.786,7.047,1,8675
"mu_y[1109,2]",6.846,0.069,6.732,6.957,1,8407
"mu_y[1110,2]",6.774,0.067,6.665,6.884,1,8096
"mu_y[1111,2]",6.683,0.077,6.556,6.811,1,8131
"mu_y[1112,2]",6.546,0.109,6.368,6.725,1.001,8307
"mu_y[1113,2]",5.623,0.095,5.463,5.779,1,8398
"mu_y[1114,2]",5.5,0.085,5.356,5.639,1,8069
"mu_y[1115,2]",5.347,0.084,5.208,5.484,1,7595
"mu_y[1116,2]",5.171,0.101,5.003,5.336,1.001,7680
"mu_y[1117,2]",6.411,0.099,6.248,6.573,1,8433
"mu_y[1118,2]",6.331,0.083,6.196,6.469,1,7802
"mu_y[1119,2]",6.266,0.082,6.134,6.405,1,7131
"mu_y[1120,2]",6.163,0.101,6.001,6.331,1.001,7751
"mu_y[1121,2]",5.401,0.098,5.237,5.559,1,8631
"mu_y[1122,2]",5.251,0.08,5.117,5.383,1,8412
"mu_y[1123,2]",5.089,0.073,4.968,5.209,1,8183
"mu_y[1124,2]",4.939,0.08,4.807,5.07,1,8271
"mu_y[1125,2]",4.77,0.099,4.605,4.932,1,8580
"mu_y[1126,2]",4.55,0.096,4.392,4.707,1,8234
"mu_y[1127,2]",4.474,0.081,4.339,4.607,1,8075
"mu_y[1128,2]",4.376,0.072,4.257,4.494,1,7927
"mu_y[1129,2]",4.264,0.079,4.133,4.395,1,8115
"mu_y[1130,2]",4.127,0.106,3.953,4.3,1,8476
"mu_y[1131,2]",7.053,0.158,6.793,7.309,1.001,8064
"mu_y[1132,2]",3.995,0.101,3.829,4.158,1,8541
"mu_y[1133,2]",3.927,0.085,3.788,4.066,1,8140
"mu_y[1134,2]",3.847,0.083,3.711,3.983,1,7831
"mu_y[1135,2]",3.753,0.105,3.582,3.928,1,7981
"mu_y[1136,2]",5.361,0.098,5.201,5.519,1,7982
"mu_y[1137,2]",5.246,0.081,5.114,5.377,1,7732
"mu_y[1138,2]",5.127,0.073,5.007,5.247,1,7733
"mu_y[1139,2]",4.998,0.08,4.866,5.128,1.001,8136
"mu_y[1140,2]",4.859,0.101,4.694,5.025,1,8402
"mu_y[1141,2]",4.738,0.103,4.569,4.907,1,8317
"mu_y[1142,2]",4.617,0.093,4.464,4.766,1,8099
"mu_y[1143,2]",4.487,0.102,4.318,4.652,1,8185
"mu_y[1144,2]",6.727,0.118,6.533,6.925,1,8666
"mu_y[1145,2]",6.607,0.081,6.474,6.741,1,8057
"mu_y[1146,2]",6.565,0.084,6.428,6.704,1,8091
"mu_y[1147,2]",6.481,0.112,6.293,6.663,1,8428
"mu_y[1148,2]",4.826,0.115,4.638,5.016,1,8579
"mu_y[1149,2]",4.58,0.094,4.427,4.736,1,7906
"mu_y[1150,2]",4.343,0.117,4.154,4.535,1,8037
"mu_y[1151,2]",5.824,0.109,5.642,6.003,1,8457
"mu_y[1152,2]",5.57,0.077,5.444,5.698,1,8229
"mu_y[1153,2]",5.438,0.072,5.321,5.557,1,8038
"mu_y[1154,2]",5.312,0.077,5.185,5.437,1,8089
"mu_y[1155,2]",5.061,0.107,4.883,5.238,1,8459
"mu_y[1156,2]",6.902,0.107,6.725,7.078,1,8557
"mu_y[1157,2]",6.844,0.077,6.717,6.971,1,7974
"mu_y[1158,2]",6.815,0.073,6.693,6.935,1,7842
"mu_y[1159,2]",6.788,0.078,6.657,6.915,1,7996
"mu_y[1160,2]",6.732,0.109,6.552,6.912,1,8533
"mu_y[1161,2]",4.195,0.096,4.039,4.356,1,8124
"mu_y[1162,2]",4.131,0.079,4.001,4.264,1,7911
"mu_y[1163,2]",4.067,0.068,3.954,4.18,1,7709
"mu_y[1164,2]",4.001,0.066,3.893,4.11,1,7634
"mu_y[1165,2]",3.936,0.073,3.815,4.056,1,7822
"mu_y[1166,2]",3.803,0.108,3.62,3.982,1,8246
"mu_y[1167,2]",6.248,0.102,6.08,6.414,1.001,8088
"mu_y[1168,2]",6.125,0.093,5.972,6.278,1,7933
"mu_y[1169,2]",6.001,0.104,5.829,6.174,1.001,7905
"mu_y[1170,2]",3.878,0.118,3.686,4.071,1,8215
"mu_y[1171,2]",3.749,0.12,3.555,3.945,1,8102
"mu_y[1172,2]",6.671,0.117,6.481,6.862,1,7834
"mu_y[1173,2]",6.557,0.117,6.366,6.749,1,7903
"mu_y[1174,2]",7.351,0.098,7.19,7.511,1,8310
"mu_y[1175,2]",7.33,0.079,7.201,7.461,1,8085
"mu_y[1176,2]",7.31,0.073,7.192,7.43,1,7920
"mu_y[1177,2]",7.289,0.081,7.155,7.421,1.001,8060
"mu_y[1178,2]",7.27,0.097,7.108,7.431,1.001,8258
"mu_y[1179,2]",6.44,0.097,6.28,6.599,1,8453
"mu_y[1180,2]",6.335,0.08,6.203,6.465,1,8212
"mu_y[1181,2]",6.226,0.072,6.107,6.343,1,8008
"mu_y[1182,2]",6.132,0.076,6.007,6.256,1,8023
"mu_y[1183,2]",5.936,0.108,5.757,6.11,1.001,8344
"mu_y[1184,2]",4.778,0.095,4.621,4.933,1,9124
"mu_y[1185,2]",4.743,0.078,4.615,4.871,1,8814
"mu_y[1186,2]",4.712,0.069,4.598,4.825,1,8481
"mu_y[1187,2]",4.676,0.067,4.566,4.787,1.001,8252
"mu_y[1188,2]",4.642,0.074,4.522,4.764,1.001,8137
"mu_y[1189,2]",4.573,0.107,4.402,4.748,1,8328
"mu_y[1190,2]",5.846,0.116,5.66,6.04,1,8280
"mu_y[1191,2]",5.521,0.092,5.371,5.674,1,7746
"mu_y[1192,2]",5.19,0.117,4.998,5.382,1,7827
"mu_y[1193,2]",5.238,0.104,5.067,5.409,1,8085
"mu_y[1194,2]",5.143,0.094,4.989,5.298,1,7902
"mu_y[1195,2]",5.039,0.105,4.868,5.213,1,8117
"mu_y[1196,2]",4.841,0.099,4.679,5.002,1,8426
"mu_y[1197,2]",4.682,0.08,4.551,4.813,1,8112
"mu_y[1198,2]",4.537,0.074,4.417,4.657,1,7991
"mu_y[1199,2]",4.384,0.081,4.251,4.516,1,8090
"mu_y[1200,2]",4.233,0.1,4.071,4.397,1,8287
"mu_y[1201,2]",5.876,0.096,5.72,6.035,1,8016
"mu_y[1202,2]",5.712,0.08,5.581,5.843,1,7880
"mu_y[1203,2]",5.548,0.069,5.434,5.662,1,7710
"mu_y[1204,2]",5.379,0.067,5.27,5.487,1,7677
"mu_y[1205,2]",5.206,0.075,5.084,5.329,1,7694
"mu_y[1206,2]",4.859,0.11,4.68,5.038,1,7935
"mu_y[1207,2]",5.566,0.109,5.389,5.745,1,8984
"mu_y[1208,2]",5.456,0.075,5.332,5.581,1,8660
"mu_y[1209,2]",5.413,0.071,5.295,5.529,1,8489
"mu_y[1210,2]",5.358,0.076,5.235,5.482,1,8428
"mu_y[1211,2]",5.257,0.107,5.083,5.433,1,8613
"mu_y[1212,2]",6.191,0.095,6.037,6.344,1,8432
"mu_y[1213,2]",6.046,0.079,5.916,6.175,1,8232
"mu_y[1214,2]",5.921,0.073,5.801,6.04,1,8074
"mu_y[1215,2]",5.818,0.073,5.698,5.94,1,7896
"mu_y[1216,2]",5.371,0.123,5.168,5.573,1,8162
"mu_y[1217,2]",6.593,0.098,6.434,6.754,1,8825
"mu_y[1218,2]",6.567,0.079,6.436,6.695,1,8576
"mu_y[1219,2]",6.544,0.074,6.42,6.665,1,8365
"mu_y[1220,2]",6.52,0.082,6.382,6.653,1,8333
"mu_y[1221,2]",6.498,0.099,6.333,6.66,1,8403
"mu_y[1222,2]",5.877,0.115,5.689,6.064,1,7577
"mu_y[1223,2]",5.808,0.094,5.651,5.96,1,7377
"mu_y[1224,2]",5.724,0.119,5.528,5.919,1,7983
"mu_y[1225,2]",4.733,0.103,4.566,4.902,1.001,8081
"mu_y[1226,2]",4.628,0.083,4.491,4.765,1.001,7748
"mu_y[1227,2]",4.598,0.082,4.462,4.733,1.001,7715
"mu_y[1228,2]",4.442,0.111,4.26,4.624,1,8085
"mu_y[1229,2]",4.967,0.099,4.804,5.129,1,8525
"mu_y[1230,2]",4.796,0.083,4.661,4.931,1,8097
"mu_y[1231,2]",4.614,0.083,4.478,4.752,1,7442
"mu_y[1232,2]",4.449,0.1,4.286,4.614,1,7755
"mu_y[1233,2]",7.118,0.103,6.949,7.29,1,8401
"mu_y[1234,2]",7.046,0.094,6.89,7.199,1.001,8070
"mu_y[1235,2]",6.969,0.104,6.798,7.142,1,7855
"mu_y[1236,2]",4.91,0.1,4.745,5.075,1.001,8428
"mu_y[1237,2]",4.842,0.084,4.707,4.981,1,8256
"mu_y[1238,2]",4.78,0.085,4.642,4.919,1,8221
"mu_y[1239,2]",4.723,0.1,4.559,4.886,1,8185
"mu_y[1240,2]",5.176,0.103,5.006,5.345,1,7885
"mu_y[1241,2]",5.057,0.094,4.905,5.215,1,7914
"mu_y[1242,2]",4.932,0.105,4.764,5.108,1,8155
"mu_y[1243,2]",4.124,0.109,3.946,4.308,1,8502
"mu_y[1244,2]",4.054,0.096,3.896,4.214,1,8142
"mu_y[1245,2]",3.851,0.125,3.643,4.056,1,8550
"mu_y[1246,2]",7.187,0.104,7.018,7.355,1,8536
"mu_y[1247,2]",7.142,0.095,6.987,7.296,1.001,8352
"mu_y[1248,2]",7.103,0.105,6.934,7.274,1,8206
"mu_y[1249,2]",5.659,0.101,5.495,5.827,1,8054
"mu_y[1250,2]",5.517,0.086,5.378,5.659,1,7762
"mu_y[1251,2]",5.392,0.081,5.259,5.526,1,7648
"mu_y[1252,2]",4.999,0.122,4.798,5.201,1,8148
"mu_y[1253,2]",6.056,0.102,5.89,6.222,1,7519
"mu_y[1254,2]",5.946,0.094,5.79,6.1,1,7508
"mu_y[1255,2]",5.827,0.102,5.659,5.994,1,7716
"mu_y[1256,2]",6.105,0.096,5.947,6.262,1,8899
"mu_y[1257,2]",5.982,0.08,5.851,6.111,1,8586
"mu_y[1258,2]",5.867,0.073,5.748,5.986,1,8298
"mu_y[1259,2]",5.741,0.077,5.617,5.866,1,8233
"mu_y[1260,2]",5.517,0.107,5.34,5.694,1,8573
"mu_y[1261,2]",5.928,0.106,5.753,6.101,1.001,8347
"mu_y[1262,2]",5.817,0.096,5.66,5.974,1,8304
"mu_y[1263,2]",5.706,0.106,5.532,5.883,1,8361
"mu_y[1264,2]",5.559,0.098,5.399,5.722,1,9028
"mu_y[1265,2]",5.474,0.08,5.343,5.606,1.001,8729
"mu_y[1266,2]",5.379,0.073,5.259,5.501,1,8363
"mu_y[1267,2]",5.309,0.079,5.179,5.44,1,8278
"mu_y[1268,2]",5.206,0.101,5.041,5.372,1,8414
"mu_y[1269,2]",7.156,0.108,6.978,7.331,1,8551
"mu_y[1270,2]",7.037,0.096,6.88,7.193,1,8235
"mu_y[1271,2]",6.681,0.124,6.477,6.885,1,8559
"mu_y[1272,2]",7.363,0.108,7.183,7.541,1,8692
"mu_y[1273,2]",7.161,0.077,7.032,7.288,1,7894
"mu_y[1274,2]",7.058,0.072,6.937,7.175,1,7526
"mu_y[1275,2]",6.955,0.077,6.829,7.081,1,7275
"mu_y[1276,2]",6.745,0.109,6.568,6.924,1,7593
"mu_y[1277,2]",6.135,0.095,5.976,6.29,1,8367
"mu_y[1278,2]",6.067,0.078,5.936,6.195,1,7960
"mu_y[1279,2]",5.998,0.068,5.885,6.109,1,7617
"mu_y[1280,2]",5.932,0.066,5.823,6.04,1,7574
"mu_y[1281,2]",5.858,0.074,5.734,5.978,1,8034
"mu_y[1282,2]",5.719,0.108,5.539,5.893,1,8638
"mu_y[1283,2]",3.961,0.105,3.786,4.133,1,8518
"mu_y[1284,2]",3.852,0.089,3.704,3.997,1,8271
"mu_y[1285,2]",3.633,0.084,3.495,3.771,1.001,7981
"mu_y[1286,2]",3.405,0.116,3.213,3.6,1,8355
"mu_y[1287,2]",6.446,0.108,6.269,6.627,1,8475
"mu_y[1288,2]",6.323,0.077,6.199,6.447,1,8202
"mu_y[1289,2]",6.257,0.072,6.141,6.375,1,8181
"mu_y[1290,2]",6.201,0.077,6.076,6.326,1,8413
"mu_y[1291,2]",6.08,0.107,5.905,6.257,1,9052
"mu_y[1292,2]",6.257,0.099,6.095,6.42,1,8887
"mu_y[1293,2]",6.128,0.08,5.998,6.26,1,8446
"mu_y[1294,2]",6.006,0.072,5.888,6.125,1,7747
"mu_y[1295,2]",5.876,0.08,5.745,6.008,1,7427
"mu_y[1296,2]",5.763,0.097,5.604,5.92,1,7517
"mu_y[1297,2]",6.341,0.097,6.18,6.501,1,8179
"mu_y[1298,2]",6.232,0.082,6.095,6.365,1,7936
"mu_y[1299,2]",6.122,0.083,5.987,6.259,1,7955
"mu_y[1300,2]",6.013,0.099,5.853,6.176,1,8182
"mu_y[1301,2]",6.375,0.098,6.214,6.534,1,8645
"mu_y[1302,2]",6.234,0.081,6.101,6.367,1,8308
"mu_y[1303,2]",6.095,0.073,5.975,6.215,1,8003
"mu_y[1304,2]",5.954,0.077,5.83,6.08,1.001,7948
"mu_y[1305,2]",5.665,0.111,5.48,5.847,1.001,8363
"mu_y[1306,2]",5.297,0.103,5.131,5.467,1,8222
"mu_y[1307,2]",5.225,0.094,5.071,5.382,1,7942
"mu_y[1308,2]",5.152,0.104,4.979,5.326,1.001,7807
"mu_y[1309,2]",7.138,0.096,6.98,7.294,1,8404
"mu_y[1310,2]",7.058,0.079,6.928,7.187,1,8403
"mu_y[1311,2]",6.972,0.072,6.854,7.092,1,8260
"mu_y[1312,2]",6.887,0.08,6.755,7.018,1,8330
"mu_y[1313,2]",6.807,0.098,6.645,6.968,1,8389
"mu_y[1314,2]",4.948,0.103,4.779,5.121,1,7913
"mu_y[1315,2]",4.876,0.094,4.722,5.03,1,7650
"mu_y[1316,2]",4.798,0.103,4.626,4.965,1,8003
"mu_y[1317,2]",5.759,0.098,5.598,5.92,1,8596
"mu_y[1318,2]",5.688,0.081,5.553,5.819,1,8232
"mu_y[1319,2]",5.612,0.073,5.491,5.731,1,7912
"mu_y[1320,2]",5.538,0.08,5.406,5.669,1,7604
"mu_y[1321,2]",5.464,0.098,5.3,5.623,1,7955
"mu_y[1322,2]",4.028,0.095,3.873,4.181,1,8580
