parameter,mean,sd,q05,q95,rhat,ess
"mu_y[1702,2]",7.607,0.079,7.477,7.739,1,8093
"mu_y[1703,2]",7.556,0.111,7.374,7.738,1,8327
"mu_y[1704,2]",4.837,0.102,4.67,5.005,1,7356
"mu_y[1705,2]",4.74,0.094,4.586,4.894,1,7787
"mu_y[1706,2]",4.649,0.104,4.479,4.819,1,7684
"mu_y[1707,2]",4.062,0.096,3.904,4.216,1,8195
"mu_y[1708,2]",3.96,0.079,3.83,4.088,1,8075
"mu_y[1709,2]",3.855,0.072,3.736,3.973,1,7921
"mu_y[1710,2]",3.749,0.08,3.617,3.881,1,7759
"mu_y[1711,2]",3.647,0.098,3.484,3.807,1,7709
"mu_y[1712,2]",7.14,0.116,6.951,7.334,1,7589
"mu_y[1713,2]",7.059,0.117,6.866,7.254,1,7519
"mu_y[1714,2]",5.63,0.1,5.466,5.792,1,8186
"mu_y[1715,2]",5.508,0.085,5.368,5.647,1,8072
"mu_y[1716,2]",5.374,0.081,5.243,5.506,1,7966
"mu_y[1717,2]",5.068,0.116,4.875,5.252,1.001,7743
"mu_y[1718,2]",5.755,0.099,5.594,5.919,1.001,8188
"mu_y[1719,2]",5.629,0.083,5.493,5.766,1.001,8186
"mu_y[1720,2]",5.503,0.084,5.367,5.643,1.001,8192
"mu_y[1721,2]",5.396,0.099,5.233,5.558,1.001,8197
"mu_y[1722,2]",5.816,0.099,5.654,5.975,1,7593
"mu_y[1723,2]",5.744,0.083,5.606,5.881,1,7443
"mu_y[1724,2]",5.672,0.084,5.533,5.809,1,7559
"mu_y[1725,2]",5.598,0.1,5.434,5.761,1,7803
"mu_y[1726,2]",6.151,0.123,5.948,6.356,1,7665
"mu_y[1727,2]",5.976,0.096,5.819,6.135,1,8113
"mu_y[1728,2]",5.922,0.107,5.747,6.102,1,7877
"mu_y[1729,2]",6.779,0.102,6.61,6.95,1,8103
"mu_y[1730,2]",6.707,0.094,6.552,6.861,1,7870
"mu_y[1731,2]",6.646,0.104,6.471,6.819,1,7842
"mu_y[1732,2]",6.223,0.114,6.032,6.411,1,8715
"mu_y[1733,2]",6.069,0.086,5.926,6.208,1,8359
"mu_y[1734,2]",5.915,0.086,5.773,6.057,1,8305
"mu_y[1735,2]",5.759,0.115,5.573,5.949,1.001,8661
"mu_y[1736,2]",6.777,0.116,6.589,6.964,1.001,7629
"mu_y[1737,2]",6.75,0.118,6.559,6.944,1,7500
"mu_y[1738,2]",6.346,0.118,6.157,6.541,1,7947
"mu_y[1739,2]",6.236,0.118,6.044,6.43,1,7765
"mu_y[1740,2]",5.575,0.103,5.406,5.745,1.001,7141
"mu_y[1741,2]",5.505,0.094,5.351,5.66,1.001,7057
"mu_y[1742,2]",5.445,0.104,5.275,5.618,1,7401
"mu_y[1743,2]",6.259,0.097,6.103,6.42,1,8451
"mu_y[1744,2]",6.141,0.081,6.011,6.275,1,8353
"mu_y[1745,2]",6.012,0.069,5.9,6.128,1,8181
"mu_y[1746,2]",5.88,0.066,5.772,5.992,1.001,8026
"mu_y[1747,2]",5.758,0.074,5.637,5.881,1.001,8005
"mu_y[1748,2]",5.495,0.112,5.309,5.679,1.001,7680
"mu_y[1749,2]",6.463,0.112,6.277,6.648,1,8391
"mu_y[1750,2]",6.361,0.086,6.221,6.5,1,8122
"mu_y[1751,2]",6.256,0.085,6.115,6.395,1.001,7489
"mu_y[1752,2]",6.145,0.115,5.955,6.332,1.001,7767
"mu_y[1753,2]",6.335,0.108,6.156,6.513,1,6738
"mu_y[1754,2]",6.153,0.077,6.026,6.28,1,7665
"mu_y[1755,2]",6.066,0.073,5.947,6.186,1,7816
"mu_y[1756,2]",5.977,0.077,5.849,6.105,1,7842
"mu_y[1757,2]",5.795,0.109,5.614,5.974,1,7921
"mu_y[1758,2]",4.608,0.097,4.448,4.767,1,7807
"mu_y[1759,2]",4.527,0.083,4.39,4.662,1,7962
"mu_y[1760,2]",4.434,0.084,4.296,4.571,1,7657
"mu_y[1761,2]",4.35,0.099,4.188,4.514,1,7157
"mu_y[1762,2]",4.475,0.113,4.29,4.661,1.001,8453
"mu_y[1763,2]",4.308,0.086,4.169,4.45,1,8351
"mu_y[1764,2]",4.121,0.087,3.977,4.263,1,8123
"mu_y[1765,2]",3.94,0.117,3.746,4.128,1,8054
"mu_y[1766,2]",5.396,0.116,5.205,5.587,1,7400
"mu_y[1767,2]",5.327,0.117,5.132,5.518,1,7452
"mu_y[1768,2]",5.628,0.097,5.469,5.79,1,8618
"mu_y[1769,2]",5.507,0.08,5.376,5.64,1,8378
"mu_y[1770,2]",5.372,0.072,5.254,5.49,1,8042
"mu_y[1771,2]",5.236,0.08,5.105,5.368,1,7904
"mu_y[1772,2]",5.106,0.098,4.947,5.268,1,7971
"mu_y[1773,2]",6.061,0.11,5.88,6.243,1,7792
"mu_y[1774,2]",5.907,0.082,5.773,6.042,1,8002
"mu_y[1775,2]",5.834,0.085,5.694,5.974,1,8074
"mu_y[1776,2]",5.752,0.101,5.587,5.918,1,8058
"mu_y[1777,2]",6.137,0.102,5.972,6.305,1,8202
"mu_y[1778,2]",6.036,0.094,5.884,6.194,1,7970
"mu_y[1779,2]",5.888,0.107,5.713,6.066,1,7752
"mu_y[1780,2]",3.855,0.107,3.679,4.028,1,7460
"mu_y[1781,2]",3.773,0.088,3.626,3.918,1,7629
"mu_y[1782,2]",3.607,0.09,3.46,3.756,1,8169
"mu_y[1783,2]",3.529,0.108,3.357,3.709,1,8198
"mu_y[1784,2]",6.942,0.102,6.776,7.108,1.001,8264
"mu_y[1785,2]",6.799,0.087,6.657,6.94,1,8341
"mu_y[1786,2]",6.677,0.082,6.542,6.811,1,8243
"mu_y[1787,2]",6.277,0.125,6.069,6.482,1,7735
"mu_y[1788,2]",5.835,0.099,5.673,5.998,1,7911
"mu_y[1789,2]",5.739,0.08,5.605,5.869,1,7884
"mu_y[1790,2]",5.648,0.073,5.526,5.768,1,7715
"mu_y[1791,2]",5.549,0.081,5.416,5.682,1,7325
"mu_y[1792,2]",5.46,0.099,5.299,5.623,1,7124
"mu_y[1793,2]",6.844,0.102,6.677,7.011,1,8156
"mu_y[1794,2]",6.789,0.085,6.65,6.927,1,8349
"mu_y[1795,2]",6.678,0.073,6.557,6.8,1,8406
"mu_y[1796,2]",6.628,0.08,6.499,6.762,1,8347
"mu_y[1797,2]",6.518,0.113,6.334,6.707,1,7918
"mu_y[1798,2]",6.697,0.095,6.543,6.857,1,8620
"mu_y[1799,2]",6.566,0.079,6.436,6.698,1,8522
"mu_y[1800,2]",6.444,0.069,6.33,6.56,1,8224
"mu_y[1801,2]",6.308,0.068,6.194,6.421,1,7963
"mu_y[1802,2]",6.185,0.076,6.058,6.31,1,7870
"mu_y[1803,2]",5.916,0.112,5.734,6.101,1,8016
"mu_y[1804,2]",6.739,0.123,6.537,6.946,1.001,7989
"mu_y[1805,2]",6.688,0.124,6.486,6.898,1,7760
"mu_y[1806,2]",7.483,0.12,7.284,7.681,1,8130
"mu_y[1807,2]",7.387,0.097,7.229,7.548,1,7870
"mu_y[1808,2]",7.186,0.133,6.967,7.411,1,8195
"mu_y[1809,2]",7.361,0.097,7.197,7.518,1,8070
"mu_y[1810,2]",7.336,0.079,7.205,7.464,1,7802
"mu_y[1811,2]",7.317,0.073,7.198,7.437,1,7710
"mu_y[1812,2]",7.289,0.082,7.154,7.422,1,7938
"mu_y[1813,2]",7.267,0.099,7.104,7.428,1,8202
"mu_y[1814,2]",7.208,0.094,7.053,7.361,1.001,8190
"mu_y[1815,2]",7.185,0.079,7.057,7.313,1,8146
"mu_y[1816,2]",7.159,0.068,7.048,7.271,1,7965
"mu_y[1817,2]",7.136,0.067,7.027,7.248,1,7881
"mu_y[1818,2]",7.112,0.076,6.99,7.237,1,7932
"mu_y[1819,2]",7.065,0.11,6.886,7.246,1,7975
"mu_y[1820,2]",5.653,0.102,5.483,5.821,1,8167
"mu_y[1821,2]",5.537,0.093,5.385,5.69,1,7733
"mu_y[1822,2]",5.426,0.104,5.256,5.595,1,7178
"mu_y[1823,2]",5.246,0.099,5.082,5.407,1.001,8590
"mu_y[1824,2]",5.146,0.083,5.009,5.282,1.001,8432
"mu_y[1825,2]",5.055,0.075,4.933,5.177,1.001,8203
"mu_y[1826,2]",4.868,0.082,4.731,5.001,1,7881
"mu_y[1827,2]",4.689,0.113,4.505,4.87,1,7878
"mu_y[1828,2]",4.734,0.114,4.548,4.92,1,7978
"mu_y[1829,2]",4.634,0.095,4.476,4.789,1,8367
"mu_y[1830,2]",4.586,0.107,4.41,4.763,1,8240
"mu_y[1831,2]",6.91,0.103,6.74,7.079,1,7867
"mu_y[1832,2]",6.899,0.094,6.745,7.053,1,7931
"mu_y[1833,2]",6.888,0.105,6.714,7.059,1,8101
"mu_y[1834,2]",5.976,0.095,5.822,6.134,1,8393
"mu_y[1835,2]",5.899,0.079,5.77,6.031,1,8492
"mu_y[1836,2]",5.815,0.068,5.703,5.928,1,8471
"mu_y[1837,2]",5.739,0.067,5.629,5.85,1,8270
"mu_y[1838,2]",5.656,0.075,5.532,5.781,1,8122
"mu_y[1839,2]",5.499,0.109,5.318,5.677,1,8072
"mu_y[1840,2]",7.11,0.104,6.94,7.282,1,8506
"mu_y[1841,2]",7.046,0.087,6.903,7.19,1,8306
"mu_y[1842,2]",6.926,0.088,6.784,7.072,1,7834
"mu_y[1843,2]",6.869,0.104,6.701,7.04,1.001,7804
"mu_y[1844,2]",7.482,0.103,7.312,7.65,1,8071
"mu_y[1845,2]",7.367,0.094,7.21,7.521,1,7911
"mu_y[1846,2]",7.242,0.105,7.067,7.413,1,7990
"mu_y[1847,2]",5.874,0.115,5.687,6.063,1,8174
"mu_y[1848,2]",5.739,0.115,5.547,5.929,1,7958
"mu_y[1849,2]",6.247,0.103,6.08,6.414,1,8085
"mu_y[1850,2]",6.138,0.093,5.984,6.293,1,7794
"mu_y[1851,2]",6.045,0.103,5.879,6.217,1.001,7585
"mu_y[1852,2]",5.738,0.116,5.546,5.931,1.001,7815
"mu_y[1853,2]",5.631,0.116,5.437,5.824,1.001,7326
"mu_y[1854,2]",5.549,0.117,5.359,5.74,1,7798
"mu_y[1855,2]",5.426,0.118,5.235,5.62,1,7680
"mu_y[1856,2]",7.926,0.116,7.732,8.116,1,7421
"mu_y[1857,2]",7.905,0.117,7.71,8.094,1,7383
"mu_y[1858,2]",7.319,0.124,7.114,7.522,1,7759
"mu_y[1859,2]",7.17,0.099,7.008,7.332,1,7157
"mu_y[1860,2]",7.126,0.111,6.944,7.307,1,7206
"mu_y[1861,2]",5.943,0.107,5.765,6.119,1,7992
"mu_y[1862,2]",5.762,0.095,5.605,5.918,1,7888
"mu_y[1863,2]",5.398,0.116,5.209,5.59,1,7745
"mu_y[1864,2]",7.728,0.133,7.511,7.946,1,7884
"mu_y[1865,2]",7.58,0.133,7.362,7.802,1,7249
"mu_y[1866,2]",6.953,0.115,6.765,7.142,1,8263
"mu_y[1867,2]",6.837,0.094,6.682,6.992,1,8090
"mu_y[1868,2]",6.715,0.118,6.522,6.91,1,8159
"mu_y[1869,2]",4.034,0.104,3.864,4.203,1,7880
"mu_y[1870,2]",3.917,0.094,3.761,4.073,1,7724
"mu_y[1871,2]",3.815,0.103,3.648,3.985,1.001,7800
"mu_y[1872,2]",6.484,0.099,6.321,6.648,1,7569
"mu_y[1873,2]",6.412,0.083,6.276,6.548,1,7497
"mu_y[1874,2]",6.359,0.084,6.221,6.495,1,7385
"mu_y[1875,2]",6.292,0.099,6.129,6.457,1,7334
"mu_y[1876,2]",4.478,0.097,4.318,4.639,1,7709
"mu_y[1877,2]",4.381,0.082,4.245,4.517,1,7708
"mu_y[1878,2]",4.284,0.083,4.149,4.424,1,7811
"mu_y[1879,2]",4.186,0.1,4.025,4.353,1,7928
"mu_y[1880,2]",4.171,0.098,4.011,4.334,1,8311
"mu_y[1881,2]",4.143,0.08,4.014,4.275,1,7987
"mu_y[1882,2]",4.116,0.073,3.997,4.238,1,7652
"mu_y[1883,2]",4.09,0.081,3.957,4.223,1,7441
"mu_y[1884,2]",4.062,0.1,3.899,4.226,1,7397
"mu_y[1885,2]",7.104,0.097,6.945,7.261,1,8917
"mu_y[1886,2]",7.063,0.077,6.936,7.191,1,8868
"mu_y[1887,2]",7.032,0.068,6.92,7.145,1,8565
"mu_y[1888,2]",6.988,0.068,6.877,7.1,1,8177
"mu_y[1889,2]",6.969,0.073,6.848,7.09,1,8135
"mu_y[1890,2]",6.902,0.106,6.728,7.077,1,8280
"mu_y[1891,2]",4.238,0.096,4.083,4.396,1,8273
"mu_y[1892,2]",4.108,0.08,3.979,4.24,1,8126
"mu_y[1893,2]",3.966,0.069,3.852,4.08,1,8038
"mu_y[1894,2]",3.832,0.067,3.721,3.942,1,8082
"mu_y[1895,2]",3.683,0.077,3.556,3.808,1,8197
"mu_y[1896,2]",3.438,0.108,3.262,3.616,1,8508
"mu_y[1897,2]",4.573,0.116,4.38,4.764,1,8171
"mu_y[1898,2]",4.439,0.117,4.246,4.628,1,8143
"mu_y[1899,2]",5.972,0.116,5.779,6.166,1,8116
"mu_y[1900,2]",5.86,0.117,5.667,6.054,1,7933
"mu_y[1901,2]",5.482,0.098,5.322,5.642,1,7936
"mu_y[1902,2]",5.365,0.081,5.234,5.498,1,7588
"mu_y[1903,2]",5.24,0.073,5.12,5.358,1,7682
"mu_y[1904,2]",5.118,0.081,4.987,5.249,1,7838
"mu_y[1905,2]",4.992,0.1,4.826,5.155,1,8083
"mu_y[1906,2]",5.941,0.098,5.779,6.106,1.001,8171
"mu_y[1907,2]",5.767,0.083,5.63,5.905,1.001,8226
"mu_y[1908,2]",5.606,0.084,5.468,5.744,1,8266
"mu_y[1909,2]",5.424,0.102,5.258,5.591,1,8214
"mu_y[1910,2]",6.127,0.122,5.927,6.328,1,8068
"mu_y[1911,2]",6.096,0.124,5.893,6.301,1,7618
"mu_y[1912,2]",6.62,0.102,6.455,6.791,1,7935
"mu_y[1913,2]",6.542,0.093,6.388,6.696,1,7854
"mu_y[1914,2]",6.458,0.103,6.287,6.628,1,7883
"mu_y[1915,2]",6.021,0.1,5.857,6.185,1.001,8288
"mu_y[1916,2]",5.978,0.085,5.838,6.117,1,8097
"mu_y[1917,2]",5.933,0.082,5.798,6.067,1.001,8012
"mu_y[1918,2]",5.845,0.112,5.661,6.028,1,8286
"mu_y[1919,2]",5.751,0.103,5.581,5.92,1,7861
"mu_y[1920,2]",5.615,0.093,5.461,5.768,1.001,7386
"mu_y[1921,2]",5.473,0.102,5.307,5.64,1,7399
"mu_y[1922,2]",4.21,0.12,4.015,4.404,1,8311
"mu_y[1923,2]",4.114,0.122,3.913,4.314,1,8172
"mu_y[1924,2]",7.123,0.094,6.966,7.278,1,8539
"mu_y[1925,2]",7.109,0.079,6.979,7.237,1,8470
"mu_y[1926,2]",7.095,0.069,6.983,7.209,1,8364
"mu_y[1927,2]",7.08,0.067,6.97,7.189,1,8248
"mu_y[1928,2]",7.067,0.073,6.947,7.187,1,8219
"mu_y[1929,2]",7.031,0.113,6.846,7.214,1.001,8311
"mu_y[1930,2]",7.448,0.099,7.287,7.61,1,7761
"mu_y[1931,2]",7.434,0.081,7.302,7.569,1,7875
"mu_y[1932,2]",7.421,0.073,7.301,7.542,1,7907
"mu_y[1933,2]",7.408,0.076,7.283,7.533,1,7706
"mu_y[1934,2]",7.379,0.114,7.193,7.569,1,7118
"mu_y[1935,2]",6.755,0.098,6.594,6.917,1,8386
"mu_y[1936,2]",6.743,0.084,6.604,6.882,1,8314
"mu_y[1937,2]",6.726,0.084,6.587,6.862,1,8205
"mu_y[1938,2]",6.71,0.103,6.541,6.879,1,8207
"mu_y[1939,2]",5.934,0.114,5.744,6.12,1,8440
"mu_y[1940,2]",5.644,0.094,5.49,5.799,1,8308
"mu_y[1941,2]",5.343,0.119,5.148,5.541,1,8381
"mu_y[1942,2]",5.263,0.103,5.093,5.431,1,7584
"mu_y[1943,2]",5.128,0.094,4.973,5.282,1,7560
"mu_y[1944,2]",4.975,0.105,4.802,5.147,1,7790
"mu_y[1945,2]",6.027,0.102,5.86,6.197,1,8016
"mu_y[1946,2]",5.949,0.094,5.795,6.105,1,8005
"mu_y[1947,2]",5.88,0.103,5.712,6.052,1,7898
"mu_y[1948,2]",7.109,0.099,6.949,7.273,1,7444
"mu_y[1949,2]",7.09,0.083,6.955,7.225,1,7749
"mu_y[1950,2]",7.068,0.083,6.933,7.207,1,7551
"mu_y[1951,2]",7.051,0.099,6.891,7.213,1,7151
"mu_y[1952,2]",6.459,0.096,6.302,6.619,1,8286
"mu_y[1953,2]",6.439,0.078,6.311,6.569,1,7925
"mu_y[1954,2]",6.423,0.069,6.31,6.536,1,7645
"mu_y[1955,2]",6.405,0.067,6.295,6.516,1,7663
"mu_y[1956,2]",6.386,0.075,6.263,6.51,1,7873
"mu_y[1957,2]",6.35,0.108,6.17,6.528,1,8382
"mu_y[1958,2]",7.261,0.097,7.101,7.42,1,8796
"mu_y[1959,2]",7.252,0.079,7.122,7.38,1,8814
"mu_y[1960,2]",7.245,0.07,7.129,7.361,1,8662
"mu_y[1961,2]",7.236,0.068,7.126,7.347,1,8368
"mu_y[1962,2]",7.224,0.08,7.092,7.354,1,8206
"mu_y[1963,2]",7.211,0.106,7.038,7.384,1,8147
"mu_y[1964,2]",6.459,0.099,6.295,6.62,1,7944
"mu_y[1965,2]",6.433,0.087,6.289,6.574,1,7830
"mu_y[1966,2]",6.401,0.081,6.267,6.534,1,7699
"mu_y[1967,2]",6.311,0.123,6.11,6.513,1.001,8106
"mu_y[1968,2]",4.535,0.102,4.369,4.702,1,8077
"mu_y[1969,2]",4.376,0.093,4.226,4.526,1,7703
"mu_y[1970,2]",4.192,0.103,4.021,4.362,1,7441
"mu_y[1971,2]",6.733,0.099,6.57,6.893,1,8252
"mu_y[1972,2]",6.672,0.084,6.534,6.809,1,8012
"mu_y[1973,2]",6.609,0.075,6.485,6.731,1,7730
"mu_y[1974,2]",6.548,0.075,6.424,6.674,1,7581
"mu_y[1975,2]",6.37,0.119,6.172,6.566,1,7866
"mu_y[1976,2]",6.252,0.118,6.055,6.444,1,8320
"mu_y[1977,2]",6.16,0.119,5.964,6.358,1,8378
"mu_y[1978,2]",5.745,0.095,5.593,5.901,1,8404
"mu_y[1979,2]",5.701,0.079,5.574,5.831,1,8263
"mu_y[1980,2]",5.658,0.069,5.546,5.772,1,8115
"mu_y[1981,2]",5.612,0.067,5.502,5.724,1,8074
"mu_y[1982,2]",5.565,0.075,5.441,5.688,1,8180
"mu_y[1983,2]",5.478,0.108,5.301,5.655,1,8442
"mu_y[1984,2]",8.129,0.095,7.972,8.284,1,8452
"mu_y[1985,2]",8.074,0.079,7.943,8.205,1,8385
"mu_y[1986,2]",8.015,0.069,7.902,8.129,1,8240
"mu_y[1987,2]",7.953,0.068,7.842,8.064,1,8060
"mu_y[1988,2]",7.899,0.076,7.772,8.024,1,7957
"mu_y[1989,2]",7.785,0.11,7.603,7.962,1,7958
"mu_y[1990,2]",6.324,0.103,6.153,6.493,1.001,7888
"mu_y[1991,2]",6.223,0.095,6.065,6.378,1.001,7948
"mu_y[1992,2]",6.117,0.106,5.944,6.289,1,8067
"mu_y[1993,2]",6.669,0.103,6.5,6.836,1,7885
"mu_y[1994,2]",6.576,0.093,6.423,6.73,1,7633
"mu_y[1995,2]",6.483,0.103,6.317,6.653,1,7666
"mu_y[1996,2]",5.92,0.108,5.742,6.096,1,8305
"mu_y[1997,2]",5.847,0.095,5.692,6.003,1,7950
"mu_y[1998,2]",5.7,0.114,5.512,5.888,1,7916
"mu_y[1999,2]",6.06,0.108,5.882,6.238,1,8262
"mu_y[2000,2]",6.01,0.078,5.881,6.138,1,7967
"mu_y[2001,2]",5.985,0.074,5.865,6.106,1,7924
"mu_y[2002,2]",5.961,0.078,5.832,6.09,1,8053
"mu_y[2003,2]",5.913,0.108,5.733,6.089,1,8407
"mu_y[2004,2]",5.843,0.104,5.671,6.014,1,8246
"mu_y[2005,2]",5.782,0.095,5.626,5.939,1,8248
"mu_y[2006,2]",5.713,0.105,5.54,5.884,1,8289
"mu_y[2007,2]",5.894,0.115,5.704,6.081,1,7843
"mu_y[2008,2]",5.77,0.116,5.575,5.961,1,7586
"mu_y[2009,2]",4.582,0.119,4.384,4.776,1,7960
"mu_y[2010,2]",4.455,0.119,4.261,4.653,1,8206
"mu_y[2011,2]",6.5,0.103,6.335,6.669,1,7823
"mu_y[2012,2]",6.397,0.094,6.243,6.55,1,7712
"mu_y[2013,2]",6.285,0.104,6.116,6.459,1,7925
"mu_y[2014,2]",5.327,0.117,5.137,5.519,1,7677
"mu_y[2015,2]",5.189,0.118,4.997,5.385,1,7732
"mu_y[2016,2]",6.923,0.103,6.754,7.094,1,8276
"mu_y[2017,2]",6.823,0.093,6.67,6.978,1,8242
"mu_y[2018,2]",6.754,0.101,6.589,6.922,1.001,8117
"mu_y[2019,2]",5.762,0.105,5.591,5.932,1,7958
"mu_y[2020,2]",5.723,0.094,5.567,5.877,1,7799
"mu_y[2021,2]",5.668,0.108,5.491,5.844,1,7834
"mu_y[2022,2]",6.684,0.105,6.508,6.856,1.001,8203
"mu_y[2023,2]",6.622,0.095,6.467,6.779,1.001,7928
"mu_y[2024,2]",6.554,0.106,6.38,6.727,1,7397
"mu_y[2025,2]",5.979,0.111,5.794,6.16,1,7943
"mu_y[2026,2]",5.739,0.081,5.607,5.871,1,8043
"mu_y[2027,2]",5.642,0.085,5.503,5.783,1,7981
"mu_y[2028,2]",5.538,0.1,5.374,5.702,1,7991
"mu_y[2029,2]",4.201,0.129,3.99,4.415,1.001,7649
"mu_y[2030,2]",3.95,0.129,3.736,4.164,1,8229
"mu_y[2031,2]",6.476,0.124,6.274,6.68,1,7591
"mu_y[2032,2]",6.345,0.125,6.142,6.55,1,7590
"mu_y[2033,2]",3.976,0.109,3.798,4.154,1,7831
"mu_y[2034,2]",3.874,0.101,3.707,4.041,1,8390
"mu_y[2035,2]",3.763,0.11,3.582,3.943,1,8009
"mu_y[2036,2]",6.44,0.112,6.256,6.622,1,7311
"mu_y[2037,2]",6.317,0.101,6.15,6.484,1,7686
"mu_y[2038,2]",6.06,0.121,5.861,6.257,1.001,6114
"mu_y[2039,2]",4.354,0.134,4.132,4.574,1,7548
"mu_y[2040,2]",3.977,0.135,3.755,4.199,1,7472
"mu_y[2041,2]",4.859,0.102,4.692,5.025,1,8333
"mu_y[2042,2]",4.735,0.091,4.586,4.884,1,8454
"mu_y[2043,2]",4.603,0.088,4.458,4.749,1,8461
"mu_y[2044,2]",4.367,0.11,4.188,4.548,1,8247
"mu_y[2045,2]",5.486,0.101,5.321,5.654,1,8199
"mu_y[2046,2]",5.367,0.091,5.219,5.518,1,8329
"mu_y[2047,2]",5.246,0.089,5.101,5.392,1,8228
"mu_y[2048,2]",4.995,0.113,4.808,5.182,1,7434
"mu_y[2049,2]",7.387,0.13,7.172,7.6,1,7544
"mu_y[2050,2]",7.176,0.131,6.963,7.392,1.001,7303
"mu_y[2051,2]",5.649,0.148,5.403,5.888,1,4145
"mu_y[2052,2]",5.319,0.152,5.071,5.569,1.002,2929
"mu_y[2053,2]",5.683,0.123,5.478,5.884,1,8160
"mu_y[2054,2]",5.576,0.123,5.369,5.776,1,8268
"mu_y[2055,2]",5.273,0.106,5.095,5.444,1.001,6115
"mu_y[2056,2]",5.17,0.091,5.019,5.319,1.001,8035
"mu_y[2057,2]",5.07,0.088,4.924,5.214,1.001,8123
"mu_y[2058,2]",4.866,0.119,4.671,5.068,1.001,5948
"mu_y[2059,2]",6.273,0.104,6.1,6.446,1.001,6079
"mu_y[2060,2]",6.153,0.09,6.003,6.301,1.001,7305
"mu_y[2061,2]",6.048,0.088,5.901,6.193,1,8028
"mu_y[2062,2]",5.82,0.114,5.636,6.012,1,7192
"mu_y[2063,2]",4.744,0.107,4.573,4.92,1,5339
"mu_y[2064,2]",4.595,0.092,4.444,4.745,1,6565
"mu_y[2065,2]",4.407,0.089,4.265,4.552,1,7393
"mu_y[2066,2]",4.107,0.119,3.906,4.296,1.001,5132
"mu_y[2067,2]",3.964,0.11,3.78,4.141,1,7677
"mu_y[2068,2]",3.833,0.101,3.668,3.995,1,7715
"mu_y[2069,2]",3.573,0.117,3.381,3.764,1,7403
"mu_y[2070,2]",6.516,0.104,6.344,6.687,1,8059
"mu_y[2071,2]",6.402,0.091,6.255,6.551,1,8050
"mu_y[2072,2]",6.286,0.088,6.142,6.431,1.001,8061
"mu_y[2073,2]",6.057,0.114,5.872,6.245,1,8092
"mu_y[2074,2]",5.343,0.119,5.147,5.543,1,6725
"mu_y[2075,2]",5.135,0.1,4.971,5.301,1.001,8185
"mu_y[2076,2]",4.925,0.121,4.729,5.127,1.001,6441
"mu_y[2077,2]",5.626,0.121,5.431,5.826,1,6713
"mu_y[2078,2]",5.325,0.101,5.161,5.492,1,7898
"mu_y[2079,2]",5.018,0.123,4.812,5.216,1,7274
"mu_y[2080,2]",6.436,0.111,6.255,6.621,1.001,7238
"mu_y[2081,2]",6.289,0.1,6.124,6.456,1.001,7493
"mu_y[2082,2]",6.008,0.118,5.814,6.201,1,7551
"mu_y[2083,2]",4.588,0.107,4.413,4.764,1.001,7924
"mu_y[2084,2]",4.461,0.101,4.294,4.624,1,7915
"mu_y[2085,2]",4.326,0.108,4.15,4.504,1,7813
"mu_y[2086,2]",4.392,0.108,4.213,4.568,1,8111
"mu_y[2087,2]",4.256,0.102,4.088,4.424,1,8051
"mu_y[2088,2]",4.107,0.109,3.927,4.288,1,7954
"mu_y[2089,2]",4.921,0.103,4.751,5.091,1,7303
"mu_y[2090,2]",4.788,0.091,4.637,4.937,1,8143
"mu_y[2091,2]",4.651,0.088,4.504,4.795,1,8187
"mu_y[2092,2]",4.39,0.113,4.203,4.571,1,7704
"mu_y[2093,2]",4.927,0.127,4.717,5.139,1,7906
"mu_y[2094,2]",4.723,0.128,4.513,4.933,1,7569
"mu_y[2095,2]",5.397,0.127,5.19,5.605,1,7394
"mu_y[2096,2]",5.163,0.128,4.953,5.375,1,7611
"mu_y[2097,2]",6.22,0.124,6.017,6.424,1,8086
"mu_y[2098,2]",6.103,0.124,5.899,6.307,1,7955
"mu_y[2099,2]",4.228,0.105,4.054,4.401,1,7976
"mu_y[2100,2]",4.109,0.098,3.947,4.271,1,7634
"mu_y[2101,2]",3.967,0.107,3.792,4.144,1,6959
"mu_y[2102,2]",4.004,0.113,3.818,4.188,1,7772
"mu_y[2103,2]",3.859,0.101,3.694,4.026,1,7986
"mu_y[2104,2]",3.534,0.123,3.337,3.737,1,8040
"mu_y[2105,2]",4.904,0.111,4.724,5.083,1,4686
"mu_y[2106,2]",4.728,0.093,4.573,4.878,1,7557
"mu_y[2107,2]",4.575,0.09,4.428,4.724,1,7880
"mu_y[2108,2]",4.238,0.124,4.031,4.44,1.002,4368
"mu_y[2109,2]",3.969,0.11,3.789,4.148,1,6005
"mu_y[2110,2]",3.872,0.092,3.722,4.024,1,7877
"mu_y[2111,2]",3.777,0.087,3.636,3.922,1,8178
"mu_y[2112,2]",3.562,0.125,3.364,3.775,1.002,3502
"mu_y[2113,2]",4.718,0.11,4.538,4.9,1,7462
"mu_y[2114,2]",4.604,0.101,4.437,4.769,1,7631
"mu_y[2115,2]",4.365,0.117,4.173,4.557,1,7291
"mu_y[2116,2]",6.117,0.107,5.938,6.292,1,7907
"mu_y[2117,2]",5.987,0.101,5.818,6.155,1,7929
"mu_y[2118,2]",5.866,0.108,5.687,6.044,1,7810
"mu_y[2119,2]",6.459,0.108,6.282,6.64,1,7740
"mu_y[2120,2]",6.321,0.101,6.157,6.487,1,7884
"mu_y[2121,2]",6.202,0.107,6.024,6.376,1,7948
