parameter,mean,sd,q05,q95,rhat,ess
"mu_y[1995,1]",3.264,1.108,1.465,5.088,1,8212
"mu_y[1996,1]",2.959,0.785,1.667,4.256,1,8346
"mu_y[1997,1]",3.458,0.796,2.142,4.751,1,7985
"mu_y[1998,1]",4.457,1.25,2.392,6.515,1,7925
"mu_y[1999,1]",2.312,0.761,1.048,3.531,1,8391
"mu_y[2000,1]",2.137,0.63,1.107,3.171,1,8098
"mu_y[2001,1]",2.05,0.682,0.927,3.169,1,7951
"mu_y[2002,1]",1.965,0.798,0.637,3.277,1,7894
"mu_y[2003,1]",1.796,1.129,-0.071,3.649,1.001,7912
"mu_y[2004,1]",2.017,0.766,0.76,3.292,1,8496
"mu_y[2005,1]",1.908,0.834,0.537,3.301,1,8748
"mu_y[2006,1]",1.783,1.122,-0.067,3.654,1.001,8560
"mu_y[2007,1]",5.58,0.885,4.132,7.022,1.001,8493
"mu_y[2008,1]",6.892,1.117,5.016,8.69,1,8666
"mu_y[2009,1]",3.401,0.881,1.956,4.849,1,9148
"mu_y[2010,1]",3.966,1.152,2.061,5.871,1.001,8942
"mu_y[2011,1]",3.666,0.772,2.396,4.924,1,8543
"mu_y[2012,1]",4.284,0.846,2.89,5.673,1,8699
"mu_y[2013,1]",4.951,1.129,3.062,6.792,1,8791
"mu_y[2014,1]",5.769,0.882,4.302,7.223,1,9070
"mu_y[2015,1]",7.276,1.121,5.405,9.09,1,9298
"mu_y[2016,1]",2.971,0.76,1.711,4.207,1,8944
"mu_y[2017,1]",3.279,0.854,1.864,4.676,1,8645
"mu_y[2018,1]",3.489,1.062,1.729,5.221,1,8224
"mu_y[2019,1]",1.8,0.771,0.519,3.047,1,8540
"mu_y[2020,1]",1.635,0.819,0.287,2.999,1,8351
"mu_y[2021,1]",1.401,1.173,-0.554,3.342,1,8226
"mu_y[2022,1]",1.858,0.772,0.574,3.115,1.001,8785
"mu_y[2023,1]",1.774,0.834,0.393,3.139,1,8699
"mu_y[2024,1]",1.68,1.133,-0.195,3.532,1,8520
"mu_y[2025,1]",1.817,0.775,0.547,3.08,1,8607
"mu_y[2026,1]",2.244,0.747,1.042,3.475,1,8132
"mu_y[2027,1]",2.417,0.877,0.991,3.877,1,7935
"mu_y[2028,1]",2.601,1.067,0.866,4.386,1,7823
"mu_y[2029,1]",7.662,0.953,6.1,9.241,1,8260
"mu_y[2030,1]",11.01,1.583,8.396,13.653,1.001,8248
"mu_y[2031,1]",4.703,0.99,3.073,6.315,1,8053
"mu_y[2032,1]",4.89,1.416,2.598,7.22,1,8545
"mu_y[2033,1]",6.954,0.915,5.484,8.492,1,8079
"mu_y[2034,1]",8.098,0.976,6.478,9.716,1,8002
"mu_y[2035,1]",9.352,1.467,6.917,11.75,1,8177
"mu_y[2036,1]",3.015,0.898,1.533,4.505,1.001,7482
"mu_y[2037,1]",2.798,0.934,1.259,4.334,1,7976
"mu_y[2038,1]",2.34,1.569,-0.283,4.907,1,7735
"mu_y[2039,1]",9.7,1.106,7.958,11.582,1,6131
"mu_y[2040,1]",15.472,1.707,12.73,18.267,1,8127
"mu_y[2041,1]",6.478,0.893,5.053,7.962,1,8544
"mu_y[2042,1]",7.759,0.786,6.474,9.065,1.001,8407
"mu_y[2043,1]",9.132,0.92,7.628,10.675,1,8173
"mu_y[2044,1]",11.569,1.526,9.064,14.077,1,8082
"mu_y[2045,1]",6.644,0.916,5.174,8.195,1,7854
"mu_y[2046,1]",7.123,0.785,5.819,8.42,1.001,8034
"mu_y[2047,1]",7.611,0.888,6.134,9.069,1.001,8163
"mu_y[2048,1]",8.619,1.556,6.051,11.187,1,7964
"mu_y[2049,1]",4.76,1.011,3.051,6.401,1,8499
"mu_y[2050,1]",5.973,1.618,3.345,8.661,1,8331
"mu_y[2051,1]",5.64,1.035,3.885,7.268,1,7677
"mu_y[2052,1]",9.01,1.786,6.058,11.953,1.001,7574
"mu_y[2053,1]",5.141,0.969,3.523,6.735,1,8625
"mu_y[2054,1]",6.024,1.346,3.817,8.246,1.001,8302
"mu_y[2055,1]",5.586,0.904,4.116,7.074,1,8448
"mu_y[2056,1]",6.575,0.783,5.271,7.847,1,8223
"mu_y[2057,1]",7.544,0.895,6.055,9.018,1,7630
"mu_y[2058,1]",9.511,1.539,6.988,12.023,1,7604
"mu_y[2059,1]",4.843,0.938,3.258,6.333,1,6755
"mu_y[2060,1]",5.652,0.804,4.319,6.943,1,7240
"mu_y[2061,1]",6.358,0.905,4.876,7.83,1,7869
"mu_y[2062,1]",7.893,1.55,5.368,10.456,1,7901
"mu_y[2063,1]",5.373,0.93,3.85,6.903,1,6376
"mu_y[2064,1]",5.41,0.806,4.095,6.735,1.001,6866
"mu_y[2065,1]",5.457,0.932,3.954,6.981,1.001,7545
"mu_y[2066,1]",5.531,1.533,3.02,8.049,1.001,7524
"mu_y[2067,1]",8.105,0.935,6.57,9.655,1,7729
"mu_y[2068,1]",9.578,0.895,8.097,11.065,1,8391
"mu_y[2069,1]",12.515,1.609,9.847,15.153,1,8022
"mu_y[2070,1]",4.785,0.918,3.322,6.325,1,7220
"mu_y[2071,1]",4.407,0.796,3.106,5.736,1,7782
"mu_y[2072,1]",4.021,0.905,2.53,5.502,1,7943
"mu_y[2073,1]",3.259,1.541,0.742,5.842,1,7683
"mu_y[2074,1]",7.285,0.968,5.709,8.906,1,8483
"mu_y[2075,1]",10.147,0.957,8.562,11.733,1,8249
"mu_y[2076,1]",13.024,1.561,10.432,15.565,1,8206
"mu_y[2077,1]",7.168,0.988,5.573,8.847,1,7767
"mu_y[2078,1]",9.012,0.967,7.388,10.595,1,7875
"mu_y[2079,1]",10.896,1.583,8.3,13.546,1,7788
"mu_y[2080,1]",9.662,0.988,8.098,11.311,1,6917
"mu_y[2081,1]",12.842,0.917,11.342,14.348,1,8242
"mu_y[2082,1]",18.9,1.627,16.278,21.621,1,8223
"mu_y[2083,1]",6.15,0.927,4.594,7.668,1,7355
"mu_y[2084,1]",6.878,0.974,5.264,8.473,1,8051
"mu_y[2085,1]",7.651,1.445,5.295,10.043,1,7909
"mu_y[2086,1]",7.447,0.906,5.949,8.95,1,8232
"mu_y[2087,1]",9.002,0.957,7.416,10.572,1,8357
"mu_y[2088,1]",10.706,1.449,8.29,13.072,1,8122
"mu_y[2089,1]",8.049,0.924,6.583,9.666,1,7313
"mu_y[2090,1]",10.366,0.796,9.061,11.686,1,7346
"mu_y[2091,1]",12.759,0.916,11.244,14.225,1,7344
"mu_y[2092,1]",17.303,1.562,14.749,19.854,1,6911
"mu_y[2093,1]",5.463,1.031,3.762,7.165,1,7569
"mu_y[2094,1]",8.389,1.623,5.737,11.01,1,8243
"mu_y[2095,1]",6.574,1.006,4.906,8.211,1.001,8283
"mu_y[2096,1]",8.418,1.634,5.757,11.068,1,7847
"mu_y[2097,1]",8.949,1.03,7.289,10.71,1,5723
"mu_y[2098,1]",11.606,1.403,9.256,13.899,1,8243
"mu_y[2099,1]",6.021,0.915,4.511,7.543,1,8363
"mu_y[2100,1]",6.808,0.947,5.239,8.352,1,8133
"mu_y[2101,1]",7.747,1.465,5.323,10.124,1,8225
"mu_y[2102,1]",8.085,1.03,6.418,9.816,1.001,5558
"mu_y[2103,1]",9.722,0.915,8.222,11.224,1.001,7045
"mu_y[2104,1]",13.365,1.689,10.564,16.118,1,7775
"mu_y[2105,1]",6.239,0.956,4.605,7.731,1,6097
"mu_y[2106,1]",7.989,0.814,6.635,9.313,1,7266
"mu_y[2107,1]",9.497,0.906,8.013,10.985,1,7903
"mu_y[2108,1]",12.835,1.554,10.225,15.336,1,7872
"mu_y[2109,1]",8.167,1.016,6.549,9.864,1.001,5279
"mu_y[2110,1]",8.757,0.84,7.387,10.147,1,6166
"mu_y[2111,1]",9.327,0.895,7.858,10.784,1.001,7640
"mu_y[2112,1]",10.629,1.591,7.989,13.272,1.001,7230
"mu_y[2113,1]",10.946,0.904,9.495,12.456,1,6822
"mu_y[2114,1]",12.774,0.936,11.246,14.319,1,7663
"mu_y[2115,1]",16.626,1.552,14.067,19.14,1,8007
"mu_y[2116,1]",5.864,0.927,4.32,7.353,1.001,7421
"mu_y[2117,1]",6.913,0.984,5.304,8.532,1,8344
"mu_y[2118,1]",7.891,1.415,5.559,10.2,1,8291
"mu_y[2119,1]",6.394,0.921,4.885,7.903,1,9034
"mu_y[2120,1]",7.411,0.999,5.773,9.069,1,8359
"mu_y[2121,1]",8.288,1.431,5.985,10.638,1,8351
"mu_y[2122,1]",8.463,0.905,7.002,9.985,1,8613
"mu_y[2123,1]",10.477,0.791,9.186,11.783,1,8364
"mu_y[2124,1]",12.469,0.9,11.001,13.932,1,8130
"mu_y[2125,1]",16.552,1.534,14.044,19.067,1,7975
"mu_y[2126,1]",6.068,0.983,4.468,7.712,1,8553
"mu_y[2127,1]",7.034,1.375,4.781,9.319,1,8511
"mu_y[2128,1]",6.239,0.899,4.735,7.682,1,7463
"mu_y[2129,1]",7.834,0.784,6.549,9.126,1,7902
"mu_y[2130,1]",9.403,0.89,7.956,10.861,1,8149
"mu_y[2131,1]",12.765,1.551,10.243,15.352,1,7952
"mu_y[2132,1]",7.544,0.907,6.084,9.099,1,8344
"mu_y[2133,1]",9.26,0.8,7.949,10.559,1,8672
"mu_y[2134,1]",11.004,1.004,9.36,12.627,1,8278
"mu_y[2135,1]",12.654,1.367,10.424,14.919,1,7885
"mu_y[2136,1]",6.341,0.896,4.922,7.87,1,7737
"mu_y[2137,1]",6.844,0.788,5.546,8.141,1,7780
"mu_y[2138,1]",7.367,0.912,5.857,8.838,1,7845
"mu_y[2139,1]",8.434,1.588,5.833,11.05,1,7662
"mu_y[2140,1]",6.991,1.084,5.157,8.708,1,7528
"mu_y[2141,1]",18.702,1.791,15.785,21.638,1,8225
"mu_y[2142,1]",6.804,0.999,5.193,8.479,1,8137
"mu_y[2143,1]",7.241,0.966,5.625,8.818,1,8280
"mu_y[2144,1]",7.718,1.6,5.065,10.36,1,7891
"mu_y[2145,1]",5.525,0.985,3.916,7.131,1,8368
"mu_y[2146,1]",6.117,1.597,3.456,8.762,1,7778
"mu_y[2147,1]",9.717,1.021,8.006,11.377,1,7608
"mu_y[2148,1]",19.044,0.991,17.397,20.655,1,7835
"mu_y[2149,1]",27.542,1.602,24.89,30.17,1,7780
"mu_y[2150,1]",5.247,0.888,3.779,6.696,1,8517
"mu_y[2151,1]",5.896,0.775,4.633,7.18,1.001,7913
"mu_y[2152,1]",6.618,0.887,5.165,8.103,1,7636
"mu_y[2153,1]",8.052,1.546,5.492,10.578,1,7882
"mu_y[2154,1]",7.978,0.915,6.482,9.492,1.001,8383
"mu_y[2155,1]",10.416,0.796,9.123,11.736,1,7901
"mu_y[2156,1]",12.285,0.905,10.789,13.774,1,7475
"mu_y[2157,1]",16.51,1.526,13.964,19.016,1,7369
"mu_y[2158,1]",9.273,0.947,7.774,10.875,1.001,7577
"mu_y[2159,1]",12.248,0.81,10.928,13.576,1.001,7529
"mu_y[2160,1]",15.604,0.928,14.073,17.113,1,7888
"mu_y[2161,1]",21.092,1.512,18.586,23.588,1,8076
"mu_y[2162,1]",7.048,0.991,5.425,8.665,1,7377
"mu_y[2163,1]",8.173,1.374,5.955,10.453,1,7881
"mu_y[2164,1]",5.787,0.888,4.32,7.244,1,8695
"mu_y[2165,1]",6.558,0.774,5.284,7.824,1,8436
"mu_y[2166,1]",7.312,0.885,5.856,8.769,1,8062
"mu_y[2167,1]",8.853,1.515,6.403,11.348,1,7924
"mu_y[2168,1]",4.864,0.9,3.386,6.337,1,8047
"mu_y[2169,1]",5.334,0.948,3.77,6.88,1,8209
"mu_y[2170,1]",5.834,1.398,3.537,8.141,1,8193
"mu_y[2171,1]",7.426,0.973,5.901,9.063,1.001,4743
"mu_y[2172,1]",8.335,0.804,7.02,9.646,1,5991
"mu_y[2173,1]",9.163,0.891,7.668,10.601,1,7965
"mu_y[2174,1]",10.943,1.573,8.381,13.504,1,7698
"mu_y[2175,1]",7.592,0.968,6.015,9.182,1.001,8045
"mu_y[2176,1]",9.403,0.957,7.815,10.971,1,8148
"mu_y[2177,1]",11.347,1.593,8.741,13.971,1,8004
"mu_y[2178,1]",6.804,0.907,5.351,8.35,1,7527
"mu_y[2179,1]",7.366,0.792,6.071,8.686,1,7932
"mu_y[2180,1]",7.89,0.907,6.417,9.372,1,7881
"mu_y[2181,1]",8.977,1.544,6.439,11.537,1,7952
"mu_y[2182,1]",12.779,0.885,11.339,14.236,1,7757
"mu_y[2183,1]",16.914,0.943,15.36,18.476,1,7356
"mu_y[2184,1]",24.581,1.562,22.02,27.111,1,7168
"mu_y[2185,1]",7.88,0.998,6.291,9.556,1,7310
"mu_y[2186,1]",10.039,0.975,8.451,11.635,1,7263
"mu_y[2187,1]",12.204,1.585,9.589,14.762,1,7788
"mu_y[2188,1]",4.984,0.931,3.439,6.519,1,6814
"mu_y[2189,1]",5.854,0.804,4.523,7.172,1,7539
"mu_y[2190,1]",6.678,0.919,5.167,8.206,1,7999
"mu_y[2191,1]",8.308,1.549,5.778,10.873,1,7770
"mu_y[2192,1]",4.83,0.919,3.333,6.337,1,7996
"mu_y[2193,1]",4.956,0.958,3.397,6.531,1,8034
"mu_y[2194,1]",5.081,1.41,2.796,7.403,1.001,7905
"mu_y[2195,1]",10.499,1.008,8.861,12.172,1,9226
"mu_y[2196,1]",14.539,1.395,12.246,16.81,1,8526
"mu_y[2197,1]",7.111,0.968,5.517,8.716,1,8187
"mu_y[2198,1]",11.798,0.969,10.218,13.418,1,8060
"mu_y[2199,1]",16.537,1.579,13.942,19.132,1.001,7856
"mu_y[2200,1]",4.841,0.908,3.331,6.309,1,8582
"mu_y[2201,1]",5.131,0.984,3.491,6.76,1,7985
"mu_y[2202,1]",5.381,1.411,3.042,7.678,1,7906
"mu_y[2203,1]",9.639,1.033,8.023,11.407,1.001,6142
"mu_y[2204,1]",11.533,0.942,10.035,13.086,1,7608
"mu_y[2205,1]",15.14,1.618,12.523,17.848,1,8219
"mu_y[2206,1]",4.883,0.873,3.448,6.301,1.001,8038
"mu_y[2207,1]",5.061,0.934,3.524,6.612,1,7985
"mu_y[2208,1]",5.395,1.55,2.885,7.936,1,7670
"mu_y[2209,1]",7.129,0.974,5.507,8.7,1,6422
"mu_y[2210,1]",10.417,0.808,9.088,11.739,1,7608
"mu_y[2211,1]",13.307,0.872,11.862,14.753,1,8058
"mu_y[2212,1]",20.558,1.594,17.957,23.169,1,7715
"mu_y[2213,1]",6.428,0.954,4.812,7.947,1,4355
"mu_y[2214,1]",8.151,0.811,6.809,9.474,1,5996
"mu_y[2215,1]",9.875,0.909,8.352,11.377,1,7702
"mu_y[2216,1]",13.321,1.556,10.737,15.901,1,7802
"mu_y[2217,1]",5.619,0.917,4.08,7.083,1,8327
"mu_y[2218,1]",6.708,0.94,5.182,8.266,1,8288
"mu_y[2219,1]",8.015,1.431,5.759,10.391,1,7584
"mu_y[2220,1]",7.342,1,5.652,8.928,1,6181
"mu_y[2221,1]",10.891,0.89,9.428,12.362,1,7055
"mu_y[2222,1]",21.018,1.732,18.176,23.852,1,7528
"mu_y[2223,1]",6.805,0.951,5.239,8.388,1,8077
"mu_y[2224,1]",9.135,0.918,7.638,10.666,1,7938
"mu_y[2225,1]",13.624,1.63,10.92,16.325,1,7685
"mu_y[2226,1]",4.559,0.95,2.95,6.078,1.001,6985
"mu_y[2227,1]",5.199,0.804,3.862,6.501,1,7129
"mu_y[2228,1]",5.771,0.896,4.319,7.242,1,7302
"mu_y[2229,1]",7.029,1.559,4.458,9.559,1,7416
"mu_y[2230,1]",4.655,0.987,3.031,6.273,1,7845
"mu_y[2231,1]",4.991,1.365,2.809,7.256,1,8417
"mu_y[2232,1]",5.314,1.001,3.685,6.934,1,7540
"mu_y[2233,1]",8.975,1.758,6.1,11.833,1,7902
"mu_y[2234,1]",5.51,0.93,3.95,7.05,1,8140
"mu_y[2235,1]",6.619,0.799,5.277,7.944,1,8151
"mu_y[2236,1]",7.829,0.895,6.352,9.314,1,8068
"mu_y[2237,1]",10.149,1.519,7.643,12.657,1,7956
"mu_y[2238,1]",4.324,0.913,2.751,5.774,1,7303
"mu_y[2239,1]",4.599,0.785,3.283,5.888,1,7532
"mu_y[2240,1]",4.896,0.894,3.439,6.393,1.001,7551
"mu_y[2241,1]",5.469,1.538,2.98,7.976,1,7328
"mu_y[2242,1]",7.353,0.934,5.842,8.896,1,8426
"mu_y[2243,1]",8.482,0.892,6.994,9.969,1,8265
"mu_y[2244,1]",10.656,1.572,8.04,13.213,1,7800
"mu_y[2245,1]",5.725,0.98,4.091,7.321,1.001,6948
"mu_y[2246,1]",5.936,1.013,4.29,7.623,1,7950
"mu_y[2247,1]",6.11,1.586,3.497,8.725,1,7689
"mu_y[2248,1]",6.439,0.928,4.874,7.909,1.001,5067
"mu_y[2249,1]",8.339,0.789,7.028,9.617,1,6674
"mu_y[2250,1]",10.282,0.889,8.806,11.742,1,8352
"mu_y[2251,1]",14.083,1.523,11.538,16.593,1,8147
"mu_y[2252,1]",6.804,0.924,5.292,8.319,1,8094
"mu_y[2253,1]",8.13,0.862,6.698,9.547,1,8149
"mu_y[2254,1]",11.835,1.698,9.088,14.619,1,8261
"mu_y[2255,1]",7.402,0.915,5.955,8.923,1,8215
"mu_y[2256,1]",9.453,0.798,8.162,10.787,1,7909
"mu_y[2257,1]",11.103,0.911,9.618,12.601,1,7699
"mu_y[2258,1]",14.774,1.545,12.24,17.306,1,7729
"mu_y[2259,1]",9.385,1.02,7.714,11.086,1,8094
"mu_y[2260,1]",16.121,1.624,13.46,18.786,1,8356
"mu_y[2261,1]",5.471,0.955,3.926,7.051,1,6272
"mu_y[2262,1]",6.719,0.986,5.069,8.348,1,8117
"mu_y[2263,1]",7.849,1.414,5.522,10.209,1.001,8136
"mu_y[2264,1]",9.488,0.919,7.986,11.007,1,8525
"mu_y[2265,1]",13.941,0.789,12.646,15.254,1,8052
"mu_y[2266,1]",17.067,0.909,15.575,18.565,1,7800
"mu_y[2267,1]",23.856,1.513,21.362,26.33,1,7769
"mu_y[2268,1]",6.046,0.912,4.543,7.533,1.001,6294
"mu_y[2269,1]",6.406,0.787,5.11,7.713,1,6450
"mu_y[2270,1]",6.741,0.899,5.267,8.207,1,7852
"mu_y[2271,1]",7.411,1.513,4.935,9.881,1,7901
"mu_y[2272,1]",7.971,1.007,6.352,9.633,1,7237
"mu_y[2273,1]",9.701,1.372,7.453,11.96,1,9006
"mu_y[2274,1]",4.837,1.008,3.148,6.466,1,7329
"mu_y[2275,1]",5.193,1.382,2.918,7.479,1,7205
"mu_y[2276,1]",4.949,1.042,3.218,6.664,1,8202
"mu_y[2277,1]",4.491,1.809,1.503,7.462,1,8039
"mu_y[2278,1]",10.277,1.062,8.579,12.08,1,8206
"mu_y[2279,1]",19.511,1.719,16.686,22.404,1,7664
"mu_y[2280,1]",5.478,0.962,3.903,7.061,1,6064
"mu_y[2281,1]",5.126,0.982,3.507,6.754,1,7676
"mu_y[2282,1]",4.769,1.434,2.432,7.125,1.001,8209
"mu_y[2283,1]",6.362,0.895,4.897,7.828,1,8309
"mu_y[2284,1]",7.105,0.783,5.83,8.414,1,8288
"mu_y[2285,1]",7.812,0.891,6.337,9.284,1,7949
"mu_y[2286,1]",9.326,1.539,6.785,11.855,1,7491
"mu_y[2287,1]",5.078,0.901,3.582,6.538,1,7877
"mu_y[2288,1]",4.841,0.79,3.524,6.125,1,7946
"mu_y[2289,1]",4.597,0.905,3.09,6.107,1.001,7933
"mu_y[2290,1]",4.109,1.549,1.554,6.692,1,7892
"mu_y[2291,1]",7.999,0.92,6.498,9.52,1,8672
"mu_y[2292,1]",10.817,0.966,9.247,12.403,1,8303
"mu_y[2293,1]",13.576,1.426,11.264,15.901,1,8205
"mu_y[2294,1]",6.222,1.095,4.354,7.956,1,3447
"mu_y[2295,1]",9.097,0.892,7.601,10.526,1,4603
"mu_y[2296,1]",12.431,0.893,10.944,13.894,1,7791
"mu_y[2297,1]",20.155,1.656,17.412,22.851,1.001,6609
"mu_y[2298,1]",7.987,0.922,6.474,9.524,1,7923
"mu_y[2299,1]",10.151,0.96,8.557,11.715,1,8819
"mu_y[2300,1]",12.398,1.413,10.057,14.712,1,8742
"mu_y[2301,1]",6.007,1.015,4.314,7.636,1,6985
"mu_y[2302,1]",6.494,1.403,4.234,8.804,1.001,8820
"mu_y[2303,1]",17.338,1.836,14.331,20.34,1,8117
"mu_y[2304,1]",9.439,1.01,7.802,11.143,1,8417
"mu_y[2305,1]",12.342,1.405,10.046,14.64,1,8429
"mu_y[2306,1]",6.176,1.018,4.478,7.854,1,7972
"mu_y[2307,1]",10.394,1.64,7.731,13.109,1,7995
"mu_y[2308,1]",6.027,0.951,4.4,7.535,1.001,6241
"mu_y[2309,1]",8.338,0.804,7,9.653,1,7303
"mu_y[2310,1]",10.739,0.895,9.26,12.225,1,7757
"mu_y[2311,1]",15.806,1.592,13.19,18.441,1,7357
"mu_y[2312,1]",9.818,0.986,8.156,11.395,1,5324
"mu_y[2313,1]",14.673,0.983,13.055,16.275,1,7588
"mu_y[2314,1]",18.881,1.467,16.466,21.274,1,7211
"mu_y[2315,1]",7.812,1,6.219,9.471,1,7511
"mu_y[2316,1]",9.347,1.601,6.714,11.974,1,8437
"mu_y[2317,1]",4.656,0.929,3.13,6.164,1,8760
"mu_y[2318,1]",4.339,0.969,2.751,5.937,1,8720
"mu_y[2319,1]",4.019,1.433,1.702,6.389,1,8344
"mu_y[2320,1]",5.548,0.918,4.052,7.063,1,7782
"mu_y[2321,1]",6.067,0.957,4.499,7.656,1,8528
"mu_y[2322,1]",6.668,1.445,4.267,9.075,1,8542
"mu_y[2323,1]",7.114,0.922,5.662,8.69,1,7112
"mu_y[2324,1]",8.091,0.797,6.775,9.404,1,7466
"mu_y[2325,1]",8.949,0.886,7.464,10.374,1,7746
"mu_y[2326,1]",11.136,1.615,8.489,13.815,1,7635
"mu_y[2327,1]",10.293,1.031,8.603,11.985,1,8894
"mu_y[2328,1]",14.646,1.44,12.264,17.017,1,8113
"mu_y[2329,1]",7.239,0.977,5.678,8.877,1,7850
"mu_y[2330,1]",8.877,1.354,6.691,11.098,1,8406
"mu_y[2331,1]",6.393,0.997,4.776,8.091,1,4641
"mu_y[2332,1]",7.681,0.918,6.164,9.188,1,6914
"mu_y[2333,1]",9.997,1.615,7.321,12.661,1,7460
"mu_y[2334,1]",8.498,0.991,6.872,10.119,1,8940
"mu_y[2335,1]",11.217,1.381,8.901,13.46,1,9047
"mu_y[2336,1]",6.52,0.947,4.946,8.059,1,8570
"mu_y[2337,1]",8.114,0.908,6.618,9.596,1,8340
"mu_y[2338,1]",11.409,1.609,8.751,14.062,1,7736
"mu_y[2339,1]",5.25,0.928,3.703,6.732,1,8652
"mu_y[2340,1]",5.278,0.878,3.835,6.713,1,8603
"mu_y[2341,1]",5.369,1.62,2.727,8.054,1,8245
"mu_y[2342,1]",7.947,1.014,6.284,9.613,1,7831
"mu_y[2343,1]",13.141,1.608,10.463,15.749,1.001,7435
"mu_y[2344,1]",5.204,0.982,3.585,6.817,1,7720
"mu_y[2345,1]",4.806,0.967,3.225,6.391,1,7671
"mu_y[2346,1]",4.412,1.575,1.852,6.983,1,7652
"mu_y[2347,1]",7.332,0.972,5.796,8.989,1,4787
"mu_y[2348,1]",8.427,0.821,7.106,9.803,1,6906
"mu_y[2349,1]",9.467,0.9,8.011,10.963,1,8169
"mu_y[2350,1]",11.801,1.584,9.199,14.415,1.001,7315
"mu_y[2351,1]",4.089,0.976,2.49,5.669,1.001,5240
"mu_y[2352,1]",4.379,0.975,2.775,5.98,1,8006
"mu_y[2353,1]",4.667,1.428,2.289,6.994,1,7942
"mu_y[2354,1]",8.502,1.007,6.9,10.152,1.001,8511
"mu_y[2355,1]",10.868,1.408,8.574,13.182,1,8315
"mu_y[2356,1]",7.383,1.522,4.911,9.929,1,8659
"mu_y[2357,1]",4.352,1.505,1.91,6.82,1.001,8347
"mu_y[2358,1]",9.123,1.01,7.482,10.792,1,7469
"mu_y[2359,1]",15.924,1.599,13.302,18.593,1,7283
"mu_y[2360,1]",4.844,1.019,3.173,6.501,1,8250
"mu_y[2361,1]",5.675,0.987,4.055,7.268,1,7746
"mu_y[2362,1]",6.473,1.586,3.881,9.043,1,7729
"mu_y[2363,1]",7.861,0.92,6.381,9.391,1.001,7866
"mu_y[2364,1]",9.486,0.955,7.935,11.066,1,8448
"mu_y[2365,1]",11.479,1.471,9.071,13.88,1,8237
"mu_y[2366,1]",4.227,0.991,2.539,5.783,1.001,6242
"mu_y[2367,1]",4.636,0.923,3.105,6.155,1,7381
"mu_y[2368,1]",5.446,1.606,2.765,8.041,1,8110
"mu_y[2369,1]",5.613,0.906,4.132,7.076,1.001,7098
"mu_y[2370,1]",6.115,0.783,4.839,7.384,1.001,7065
"mu_y[2371,1]",6.592,0.902,5.111,8.056,1,7515
"mu_y[2372,1]",7.549,1.544,4.988,10.063,1,7949
"mu_y[2373,1]",3.843,0.988,2.142,5.402,1,5465
"mu_y[2374,1]",4.025,0.918,2.523,5.523,1,7740
"mu_y[2375,1]",4.439,1.619,1.769,7.119,1,8144
"mu_y[2376,1]",6.89,0.962,5.283,8.458,1,8345
"mu_y[2377,1]",9.217,0.973,7.611,10.804,1.001,8054
"mu_y[2378,1]",11.621,1.6,8.99,14.251,1,8165
"mu_y[2379,1]",7.769,0.994,6.14,9.42,1,8416
"mu_y[2380,1]",10.023,1.622,7.33,12.695,1.001,8561
"mu_y[2381,1]",7.869,0.945,6.283,9.395,1,7572
"mu_y[2382,1]",11.062,0.992,9.42,12.672,1,8209
"mu_y[2383,1]",13.944,1.44,11.546,16.297,1,7972
"mu_y[2384,1]",5.502,0.925,4.002,7.032,1,8466
"mu_y[2385,1]",6.239,0.795,4.941,7.539,1,8263
"mu_y[2386,1]",7.142,0.908,5.655,8.636,1,7902
"mu_y[2387,1]",8.709,1.539,6.175,11.26,1,7804
"mu_y[2388,1]",6.604,0.885,5.166,8.061,1,8117
"mu_y[2389,1]",7.108,0.935,5.574,8.63,1,8017
"mu_y[2390,1]",8.309,1.565,5.765,10.877,1,7821
"mu_y[2391,1]",8.032,0.962,6.48,9.668,1.001,5769
"mu_y[2392,1]",10.458,0.978,8.844,12.059,1,7941
"mu_y[2393,1]",12.963,1.447,10.567,15.331,1,7869
"mu_y[2394,1]",3.133,1.035,1.43,4.835,1,8477
"mu_y[2395,1]",2.805,1.462,0.429,5.228,1,8264
"mu_y[2396,1]",5.732,0.97,4.117,7.286,1,5028
"mu_y[2397,1]",6.578,0.991,4.936,8.185,1,7872
"mu_y[2398,1]",7.396,1.439,5.059,9.724,1.001,7888
"mu_y[2399,1]",5.944,1.001,4.285,7.587,1,8056
"mu_y[2400,1]",9.975,1.609,7.315,12.607,1,7812
"mu_y[2401,1]",5.951,1.055,4.207,7.694,1,7071
"mu_y[2402,1]",6.45,1.441,4.047,8.8,1.001,7390
"mu_y[2403,1]",6.626,0.927,5.089,8.14,1.001,6307
"mu_y[2404,1]",8.162,0.792,6.855,9.446,1,7143
"mu_y[2405,1]",9.681,0.886,8.246,11.138,1,7672
"mu_y[2406,1]",12.995,1.568,10.428,15.598,1,7793
"mu_y[2407,1]",6.221,0.928,4.75,7.792,1,7062
"mu_y[2408,1]",5.859,0.796,4.547,7.166,1,7626
"mu_y[2409,1]",5.508,0.886,4.047,6.962,1,7990
"mu_y[2410,1]",4.71,1.579,2.132,7.331,1,7583
"mu_y[2411,1]",13.181,1.576,10.581,15.781,1,8000
"mu_y[2412,1]",8.349,0.886,6.89,9.788,1,8102
"mu_y[2413,1]",9.95,0.952,8.396,11.524,1,8252
"mu_y[2414,1]",12.807,1.53,10.291,15.294,1,8391
