parameter,mean,sd,q05,q95,rhat,ess
"mu_y[155,1]",0.976,0.353,0.393,1.549,1,8311
"mu_y[156,1]",1.073,0.346,0.494,1.639,1.002,8526
"mu_y[157,1]",1.168,0.4,0.513,1.827,1.001,8520
"mu_y[158,1]",1.266,0.497,0.463,2.083,1,8479
"mu_y[159,1]",0.843,0.371,0.23,1.451,1,8467
"mu_y[160,1]",0.866,0.381,0.241,1.488,1,8890
"mu_y[161,1]",0.888,0.411,0.219,1.564,1,8843
"mu_y[162,1]",0.781,0.405,0.117,1.425,1,8690
"mu_y[163,1]",0.804,0.425,0.105,1.485,1,8375
"mu_y[164,1]",0.87,0.335,0.312,1.413,1,4539
"mu_y[165,1]",0.901,0.325,0.359,1.434,1,7932
"mu_y[166,1]",0.932,0.331,0.382,1.473,1,8566
"mu_y[167,1]",1.001,0.397,0.355,1.653,1,8600
"mu_y[168,1]",1.071,0.511,0.246,1.919,1.001,7700
"mu_y[169,1]",1.949,0.38,1.345,2.579,1,6919
"mu_y[170,1]",2.04,0.37,1.443,2.649,1,7821
"mu_y[171,1]",2.136,0.385,1.503,2.769,1,8119
"mu_y[172,1]",2.322,0.472,1.569,3.108,1,7855
"mu_y[173,1]",0.506,0.372,-0.104,1.119,1,8050
"mu_y[174,1]",0.519,0.377,-0.104,1.144,1,8100
"mu_y[175,1]",0.555,0.493,-0.264,1.348,1,8100
"mu_y[176,1]",0.769,0.332,0.214,1.31,1,7871
"mu_y[177,1]",0.848,0.319,0.318,1.368,1,8357
"mu_y[178,1]",0.933,0.328,0.386,1.47,1,8573
"mu_y[179,1]",1.082,0.393,0.438,1.732,1.001,8143
"mu_y[180,1]",1.204,0.477,0.429,1.985,1.001,6925
"mu_y[181,1]",0.608,0.353,0.014,1.173,1,7647
"mu_y[182,1]",0.675,0.352,0.089,1.253,1,8229
"mu_y[183,1]",0.736,0.413,0.049,1.408,1,8463
"mu_y[184,1]",0.792,0.504,-0.051,1.623,1,8513
"mu_y[185,1]",0.211,0.346,-0.358,0.777,1,8522
"mu_y[186,1]",0.21,0.333,-0.345,0.753,1,8562
"mu_y[187,1]",0.209,0.344,-0.356,0.777,1,8587
"mu_y[188,1]",0.207,0.394,-0.443,0.86,1.001,8564
"mu_y[189,1]",0.205,0.486,-0.603,1.01,1.001,8475
"mu_y[190,1]",0.372,0.354,-0.211,0.944,1,8295
"mu_y[191,1]",0.368,0.348,-0.204,0.934,1,8313
"mu_y[192,1]",0.359,0.389,-0.273,0.996,1,8471
"mu_y[193,1]",0.351,0.484,-0.443,1.147,1,8400
"mu_y[194,1]",0.506,0.336,-0.054,1.045,1,7949
"mu_y[195,1]",0.514,0.325,-0.027,1.042,1.001,8191
"mu_y[196,1]",0.523,0.33,-0.024,1.07,1,8408
"mu_y[197,1]",0.54,0.386,-0.102,1.178,1,8554
"mu_y[198,1]",0.557,0.482,-0.238,1.355,1,8276
"mu_y[199,1]",0.593,0.352,-0.001,1.158,1,8194
"mu_y[200,1]",0.58,0.348,-0.003,1.149,1,8415
"mu_y[201,1]",0.568,0.365,-0.034,1.164,1,8342
"mu_y[202,1]",0.541,0.456,-0.215,1.288,1,7559
"mu_y[203,1]",0.512,0.353,-0.064,1.084,1,8099
"mu_y[204,1]",0.488,0.345,-0.078,1.045,1,8312
"mu_y[205,1]",0.422,0.414,-0.25,1.095,1,8264
"mu_y[206,1]",0.376,0.514,-0.468,1.203,1,7948
"mu_y[207,1]",0.729,0.353,0.164,1.312,1.001,7392
"mu_y[208,1]",0.746,0.347,0.185,1.326,1,7754
"mu_y[209,1]",0.801,0.422,0.114,1.498,1,7750
"mu_y[210,1]",0.835,0.514,-0.011,1.682,1,7552
"mu_y[211,1]",0.707,0.357,0.106,1.279,1.001,7191
"mu_y[212,1]",0.814,0.349,0.238,1.384,1.001,8474
"mu_y[213,1]",0.926,0.404,0.261,1.594,1,8351
"mu_y[214,1]",1.05,0.517,0.211,1.903,1,7560
"mu_y[215,1]",0.748,0.333,0.201,1.277,1,7956
"mu_y[216,1]",0.759,0.324,0.232,1.283,1,8076
"mu_y[217,1]",0.774,0.331,0.235,1.307,1,8191
"mu_y[218,1]",0.803,0.395,0.154,1.448,1,8149
"mu_y[219,1]",0.828,0.488,0.025,1.628,1,8046
"mu_y[220,1]",0.694,0.329,0.153,1.22,1,7837
"mu_y[221,1]",0.718,0.322,0.19,1.239,1,7872
"mu_y[222,1]",0.743,0.332,0.202,1.279,1,7907
"mu_y[223,1]",0.79,0.392,0.15,1.421,1,7906
"mu_y[224,1]",0.837,0.49,0.036,1.637,1,7910
"mu_y[225,1]",0.618,0.351,0.041,1.192,1,6912
"mu_y[226,1]",0.63,0.343,0.073,1.191,1,8042
"mu_y[227,1]",0.671,0.412,-0.012,1.332,1,8219
"mu_y[228,1]",0.698,0.515,-0.165,1.512,1,8011
"mu_y[229,1]",0.777,0.327,0.236,1.318,1.001,7862
"mu_y[230,1]",0.801,0.318,0.276,1.327,1.001,7948
"mu_y[231,1]",0.826,0.327,0.283,1.368,1.001,8077
"mu_y[232,1]",0.873,0.385,0.236,1.517,1,8269
"mu_y[233,1]",0.923,0.484,0.138,1.72,1,8258
"mu_y[234,1]",1.392,0.354,0.81,1.975,1,8047
"mu_y[235,1]",1.489,0.356,0.907,2.073,1,8219
"mu_y[236,1]",1.694,0.412,1.026,2.381,1,7928
"mu_y[237,1]",1.9,0.517,1.069,2.78,1,7157
"mu_y[238,1]",0.712,0.335,0.149,1.255,1,8028
"mu_y[239,1]",0.762,0.327,0.222,1.288,1,8042
"mu_y[240,1]",0.809,0.334,0.254,1.345,1,7900
"mu_y[241,1]",0.909,0.393,0.257,1.554,1,7585
"mu_y[242,1]",1.016,0.499,0.199,1.844,1,7050
"mu_y[243,1]",0.567,0.338,0.02,1.132,1,6263
"mu_y[244,1]",0.565,0.326,0.033,1.113,1,7691
"mu_y[245,1]",0.564,0.332,0.022,1.106,1,8309
"mu_y[246,1]",0.56,0.393,-0.093,1.202,1,8100
"mu_y[247,1]",0.557,0.5,-0.293,1.354,1.001,6206
"mu_y[248,1]",0.485,0.329,-0.058,1.016,1,8205
"mu_y[249,1]",0.472,0.319,-0.057,0.981,1,8208
"mu_y[250,1]",0.458,0.326,-0.081,0.984,1,8111
"mu_y[251,1]",0.427,0.396,-0.226,1.068,1,7960
"mu_y[252,1]",0.401,0.49,-0.412,1.201,1,7891
"mu_y[253,1]",0.417,0.342,-0.165,0.962,1,4616
"mu_y[254,1]",0.442,0.33,-0.107,0.975,1,5898
"mu_y[255,1]",0.466,0.334,-0.091,1.013,1.001,7785
"mu_y[256,1]",0.517,0.395,-0.133,1.164,1.001,8156
"mu_y[257,1]",0.571,0.51,-0.263,1.404,1,6906
"mu_y[258,1]",0.887,0.374,0.271,1.495,1,8584
"mu_y[259,1]",0.899,0.381,0.273,1.527,1,8356
"mu_y[260,1]",0.925,0.451,0.181,1.663,1,8280
"mu_y[261,1]",0.897,0.37,0.289,1.503,1,8178
"mu_y[262,1]",0.92,0.371,0.313,1.53,1,8258
"mu_y[263,1]",1.011,0.526,0.14,1.875,1,7856
"mu_y[264,1]",0.504,0.36,-0.1,1.083,1,8529
"mu_y[265,1]",0.49,0.355,-0.1,1.068,1,8717
"mu_y[266,1]",0.477,0.368,-0.133,1.084,1,8720
"mu_y[267,1]",0.423,0.548,-0.493,1.309,1,8293
"mu_y[268,1]",1.142,0.37,0.513,1.717,1,3928
"mu_y[269,1]",1.292,0.341,0.725,1.838,1,5688
"mu_y[270,1]",1.437,0.339,0.879,1.993,1,8172
"mu_y[271,1]",1.731,0.408,1.059,2.421,1,6550
"mu_y[272,1]",2.033,0.546,1.173,2.974,1,4194
"mu_y[273,1]",0.906,0.328,0.368,1.442,1.001,8166
"mu_y[274,1]",0.936,0.32,0.416,1.456,1.001,8168
"mu_y[275,1]",0.972,0.327,0.44,1.505,1.001,8307
"mu_y[276,1]",1.037,0.381,0.415,1.664,1,8410
"mu_y[277,1]",1.107,0.481,0.318,1.897,1,8375
"mu_y[278,1]",1.844,0.402,1.205,2.524,1,7724
"mu_y[279,1]",2.002,0.403,1.34,2.675,1,8086
"mu_y[280,1]",2.162,0.484,1.369,2.968,1,7975
"mu_y[281,1]",0.795,0.332,0.259,1.353,1,7508
"mu_y[282,1]",0.811,0.322,0.285,1.346,1,8172
"mu_y[283,1]",0.827,0.329,0.284,1.377,1,8443
"mu_y[284,1]",0.86,0.392,0.212,1.495,1,8041
"mu_y[285,1]",0.893,0.499,0.064,1.705,1,7495
"mu_y[286,1]",1.86,0.374,1.259,2.486,1,7632
"mu_y[287,1]",2.011,0.352,1.441,2.593,1.001,8009
"mu_y[288,1]",2.164,0.351,1.584,2.746,1,8055
"mu_y[289,1]",2.521,0.427,1.826,3.236,1,7083
"mu_y[290,1]",2.778,0.528,1.947,3.685,1,6381
"mu_y[291,1]",1.405,0.349,0.835,1.973,1,6040
"mu_y[292,1]",1.535,0.333,0.995,2.081,1,7728
"mu_y[293,1]",1.658,0.337,1.102,2.208,1,8664
"mu_y[294,1]",1.927,0.405,1.256,2.595,1,7888
"mu_y[295,1]",2.192,0.524,1.345,3.064,1,5664
"mu_y[296,1]",0.867,0.352,0.306,1.451,1,6871
"mu_y[297,1]",0.877,0.349,0.313,1.446,1,8147
"mu_y[298,1]",0.887,0.367,0.288,1.489,1,8428
"mu_y[299,1]",0.908,0.458,0.167,1.652,1,7128
"mu_y[300,1]",2.07,0.433,1.394,2.813,1,5773
"mu_y[301,1]",2.166,0.427,1.492,2.888,1,6524
"mu_y[302,1]",2.263,0.45,1.546,3.024,1,7183
"mu_y[303,1]",0.49,0.353,-0.097,1.076,1,7095
"mu_y[304,1]",0.541,0.352,-0.044,1.118,1,8115
"mu_y[305,1]",0.595,0.374,-0.025,1.209,1,8531
"mu_y[306,1]",0.698,0.466,-0.071,1.473,1,7633
"mu_y[307,1]",0.888,0.356,0.305,1.482,1,8117
"mu_y[308,1]",0.889,0.354,0.306,1.462,1,8706
"mu_y[309,1]",0.889,0.37,0.286,1.486,1,8767
"mu_y[310,1]",0.89,0.468,0.115,1.641,1.001,8133
"mu_y[311,1]",1.791,0.354,1.214,2.386,1,8555
"mu_y[312,1]",1.879,0.339,1.326,2.447,1,8642
"mu_y[313,1]",1.967,0.343,1.409,2.528,1,8618
"mu_y[314,1]",2.141,0.398,1.477,2.793,1,8301
"mu_y[315,1]",2.32,0.501,1.505,3.166,1,8014
"mu_y[316,1]",0.633,0.347,0.064,1.2,1,7624
"mu_y[317,1]",0.647,0.342,0.086,1.214,1,8101
"mu_y[318,1]",0.678,0.384,0.051,1.3,1,7961
"mu_y[319,1]",0.708,0.478,-0.075,1.489,1.001,7021
"mu_y[320,1]",0.561,0.34,0.005,1.132,1.001,3673
"mu_y[321,1]",0.541,0.325,0.006,1.073,1,6375
"mu_y[322,1]",0.521,0.331,-0.013,1.061,1,7541
"mu_y[323,1]",0.482,0.396,-0.168,1.123,1,6976
"mu_y[324,1]",0.441,0.514,-0.431,1.248,1.001,4585
"mu_y[325,1]",0.592,0.37,-0.014,1.202,1.001,8871
"mu_y[326,1]",0.6,0.371,-0.008,1.206,1,8987
"mu_y[327,1]",0.638,0.526,-0.232,1.494,1,8597
"mu_y[328,1]",0.777,0.351,0.177,1.328,1,6501
"mu_y[329,1]",0.833,0.336,0.269,1.372,1,7493
"mu_y[330,1]",0.889,0.339,0.329,1.443,1,8191
"mu_y[331,1]",1.001,0.397,0.352,1.654,1,7909
"mu_y[332,1]",1.116,0.504,0.314,1.954,1,6805
"mu_y[333,1]",1.091,0.335,0.556,1.649,1,7474
"mu_y[334,1]",1.137,0.323,0.611,1.665,1.001,8185
"mu_y[335,1]",1.18,0.33,0.633,1.723,1.001,8526
"mu_y[336,1]",1.266,0.39,0.628,1.908,1,8797
"mu_y[337,1]",1.351,0.489,0.552,2.154,1,8827
"mu_y[338,1]",1.371,0.346,0.811,1.942,1,8294
"mu_y[339,1]",1.428,0.344,0.867,1.985,1,8573
"mu_y[340,1]",1.49,0.361,0.908,2.077,1,8762
"mu_y[341,1]",1.612,0.443,0.886,2.334,1,8710
"mu_y[342,1]",0.579,0.345,0.005,1.14,1,8529
"mu_y[343,1]",0.591,0.341,0.023,1.144,1,8633
"mu_y[344,1]",0.616,0.386,-0.023,1.249,1,8703
"mu_y[345,1]",0.64,0.481,-0.162,1.434,1,8687
"mu_y[346,1]",1.515,0.342,0.959,2.075,1,7741
"mu_y[347,1]",1.633,0.329,1.101,2.17,1,8517
"mu_y[348,1]",1.783,0.338,1.238,2.335,1,8505
"mu_y[349,1]",1.998,0.398,1.353,2.666,1,7928
"mu_y[350,1]",2.264,0.519,1.438,3.142,1,6633
"mu_y[351,1]",0.544,0.355,-0.046,1.12,1.001,8391
"mu_y[352,1]",0.56,0.35,-0.014,1.122,1,8671
"mu_y[353,1]",0.572,0.361,-0.016,1.159,1,8835
"mu_y[354,1]",0.631,0.538,-0.262,1.51,1,8890
"mu_y[355,1]",1.383,0.382,0.78,2.031,1,7218
"mu_y[356,1]",1.45,0.393,0.814,2.101,1,8005
"mu_y[357,1]",1.533,0.502,0.705,2.363,1.001,7568
"mu_y[358,1]",1.002,0.403,0.325,1.665,1,8196
"mu_y[359,1]",1.062,0.449,0.312,1.803,1,8244
"mu_y[360,1]",0.306,0.348,-0.27,0.892,1,6179
"mu_y[361,1]",0.301,0.334,-0.252,0.853,1,7533
"mu_y[362,1]",0.297,0.336,-0.256,0.851,1,8200
"mu_y[363,1]",0.287,0.399,-0.355,0.943,1,8159
"mu_y[364,1]",0.278,0.499,-0.553,1.09,1,7632
"mu_y[365,1]",0.802,0.335,0.263,1.366,1,8444
"mu_y[366,1]",0.812,0.324,0.28,1.356,1,8828
"mu_y[367,1]",0.819,0.33,0.275,1.375,1,8851
"mu_y[368,1]",0.836,0.39,0.192,1.482,1,8657
"mu_y[369,1]",0.852,0.488,0.044,1.642,1,8347
"mu_y[370,1]",0.985,0.391,0.375,1.657,1,7192
"mu_y[371,1]",0.991,0.438,0.266,1.715,1,8058
"mu_y[372,1]",0.993,0.535,0.085,1.865,1.001,7505
"mu_y[373,1]",0.825,0.356,0.235,1.401,1,6967
"mu_y[374,1]",0.837,0.355,0.261,1.413,1,7598
"mu_y[375,1]",0.86,0.402,0.206,1.516,1,7998
"mu_y[376,1]",0.885,0.511,0.036,1.718,1,7127
"mu_y[377,1]",1.035,0.373,0.431,1.649,1,7772
"mu_y[378,1]",1.107,0.388,0.48,1.757,1,8158
"mu_y[379,1]",1.18,0.469,0.424,1.957,1,8191
"mu_y[380,1]",0.87,0.377,0.247,1.497,1,7749
"mu_y[381,1]",0.852,0.377,0.235,1.464,1,8254
"mu_y[382,1]",0.776,0.541,-0.121,1.648,1,8161
"mu_y[383,1]",0.95,0.359,0.368,1.532,1.001,4409
"mu_y[384,1]",1.022,0.352,0.446,1.596,1.001,8683
"mu_y[385,1]",1.088,0.369,0.486,1.699,1,8822
"mu_y[386,1]",1.215,0.453,0.492,1.955,1,7872
"mu_y[387,1]",1.356,0.345,0.813,1.949,1.001,7947
"mu_y[388,1]",1.387,0.332,0.859,1.938,1.001,8177
"mu_y[389,1]",1.415,0.337,0.873,1.972,1,8388
"mu_y[390,1]",1.477,0.395,0.829,2.128,1,8385
"mu_y[391,1]",1.537,0.496,0.737,2.352,1.001,8119
"mu_y[392,1]",1.994,0.355,1.43,2.588,1,7743
"mu_y[393,1]",2.117,0.337,1.568,2.677,1,8330
"mu_y[394,1]",2.201,0.339,1.646,2.751,1,8322
"mu_y[395,1]",2.416,0.396,1.775,3.071,1,8203
"mu_y[396,1]",2.636,0.504,1.838,3.483,1,7968
"mu_y[397,1]",0.727,0.357,0.125,1.294,1.001,6750
"mu_y[398,1]",0.792,0.352,0.197,1.361,1.001,7846
"mu_y[399,1]",0.858,0.366,0.256,1.455,1.001,8561
"mu_y[400,1]",1.113,0.55,0.213,2.03,1,7937
"mu_y[401,1]",0.511,0.335,-0.048,1.044,1,7547
"mu_y[402,1]",0.532,0.326,-0.006,1.06,1,7827
"mu_y[403,1]",0.554,0.334,0.004,1.094,1,8365
"mu_y[404,1]",0.6,0.396,-0.053,1.238,1,8531
"mu_y[405,1]",0.642,0.492,-0.174,1.435,1,8476
"mu_y[406,1]",0.424,0.33,-0.122,0.956,1.001,8384
"mu_y[407,1]",0.432,0.321,-0.093,0.955,1,8273
"mu_y[408,1]",0.44,0.329,-0.093,0.98,1.001,8110
"mu_y[409,1]",0.456,0.388,-0.177,1.103,1.001,7907
"mu_y[410,1]",0.472,0.495,-0.344,1.287,1,7717
"mu_y[411,1]",0.963,0.348,0.399,1.53,1,8225
"mu_y[412,1]",0.965,0.346,0.4,1.533,1,8289
"mu_y[413,1]",0.968,0.368,0.367,1.568,1,8387
"mu_y[414,1]",0.972,0.454,0.22,1.71,1,8339
"mu_y[415,1]",0.936,0.342,0.376,1.505,1,8019
"mu_y[416,1]",0.998,0.342,0.428,1.564,1,8067
"mu_y[417,1]",1.042,0.354,0.45,1.615,1,8298
"mu_y[418,1]",1.313,0.562,0.403,2.252,1,8393
"mu_y[419,1]",0.643,0.325,0.118,1.188,1,7687
"mu_y[420,1]",0.639,0.315,0.129,1.17,1,8343
"mu_y[421,1]",0.635,0.323,0.106,1.175,1,8622
"mu_y[422,1]",0.627,0.386,-0.001,1.251,1,8647
"mu_y[423,1]",0.619,0.502,-0.222,1.433,1,8426
"mu_y[424,1]",0.451,0.341,-0.101,1.014,1,6759
"mu_y[425,1]",0.423,0.329,-0.111,0.966,1,8168
"mu_y[426,1]",0.396,0.335,-0.151,0.949,1,8095
"mu_y[427,1]",0.343,0.396,-0.303,0.989,1,7795
"mu_y[428,1]",0.285,0.507,-0.559,1.103,1,6772
"mu_y[429,1]",1.502,0.359,0.92,2.1,1,8110
"mu_y[430,1]",1.575,0.353,1,2.168,1,8108
"mu_y[431,1]",1.711,0.397,1.062,2.375,1,8125
"mu_y[432,1]",1.842,0.491,1.051,2.668,1,7951
"mu_y[433,1]",0.617,0.348,0.047,1.188,1,7669
"mu_y[434,1]",0.605,0.342,0.049,1.167,1,8457
"mu_y[435,1]",0.581,0.387,-0.056,1.213,1,8262
"mu_y[436,1]",0.556,0.49,-0.262,1.343,1,7443
"mu_y[437,1]",0.655,0.388,0.034,1.304,1,7686
"mu_y[438,1]",0.602,0.44,-0.129,1.31,1,8533
"mu_y[439,1]",0.574,0.542,-0.331,1.437,1,7306
"mu_y[440,1]",0.638,0.349,0.063,1.204,1,8672
"mu_y[441,1]",0.68,0.35,0.115,1.248,1,8747
"mu_y[442,1]",0.72,0.368,0.121,1.324,1,8680
"mu_y[443,1]",0.804,0.454,0.061,1.558,1,8270
"mu_y[444,1]",0.678,0.358,0.097,1.269,1.001,5071
"mu_y[445,1]",0.673,0.353,0.097,1.246,1.001,6924
"mu_y[446,1]",0.668,0.373,0.052,1.273,1.001,7470
"mu_y[447,1]",0.659,0.461,-0.107,1.402,1.001,5707
"mu_y[448,1]",1.096,0.409,0.435,1.784,1,8487
"mu_y[449,1]",1.146,0.426,0.447,1.851,1,8546
"mu_y[450,1]",0.791,0.371,0.19,1.41,1,8385
"mu_y[451,1]",0.847,0.383,0.218,1.493,1,8196
"mu_y[452,1]",0.896,0.416,0.212,1.602,1,8038
"mu_y[453,1]",0.864,0.382,0.243,1.504,1,7873
"mu_y[454,1]",0.917,0.39,0.279,1.567,1,8493
"mu_y[455,1]",0.959,0.414,0.278,1.646,1,8486
"mu_y[456,1]",1.212,0.388,0.595,1.865,1,8942
"mu_y[457,1]",1.315,0.398,0.677,1.983,1,8820
"mu_y[458,1]",1.398,0.425,0.718,2.102,1,8276
"mu_y[459,1]",0.509,0.374,-0.103,1.132,1,8502
"mu_y[460,1]",0.525,0.392,-0.113,1.17,1,8735
"mu_y[461,1]",0.533,0.414,-0.143,1.22,1,8774
"mu_y[462,1]",0.696,0.4,0.045,1.347,1,8569
"mu_y[463,1]",0.717,0.42,0.035,1.419,1,8412
"mu_y[464,1]",0.929,0.334,0.389,1.47,1,7593
"mu_y[465,1]",0.952,0.324,0.414,1.477,1.001,7980
"mu_y[466,1]",0.975,0.33,0.428,1.514,1.001,8265
"mu_y[467,1]",1.021,0.39,0.387,1.669,1.001,8333
"mu_y[468,1]",1.071,0.5,0.253,1.894,1.001,8238
"mu_y[469,1]",0.747,0.336,0.193,1.295,1,7229
"mu_y[470,1]",0.835,0.325,0.313,1.375,1,7594
"mu_y[471,1]",0.907,0.331,0.371,1.454,1,7786
"mu_y[472,1]",1.111,0.414,0.435,1.798,1,7680
"mu_y[473,1]",1.243,0.5,0.439,2.078,1,7351
"mu_y[474,1]",0.51,0.334,-0.044,1.056,1,7440
"mu_y[475,1]",0.488,0.321,-0.042,1.014,1,7892
"mu_y[476,1]",0.472,0.327,-0.059,0.999,1,8103
"mu_y[477,1]",0.436,0.385,-0.205,1.065,1,8095
"mu_y[478,1]",0.397,0.492,-0.438,1.194,1,7412
"mu_y[479,1]",0.745,0.374,0.133,1.363,1,8704
"mu_y[480,1]",0.751,0.384,0.12,1.392,1,8757
"mu_y[481,1]",0.757,0.417,0.073,1.442,1,8726
"mu_y[482,1]",0.381,0.385,-0.258,1.018,1.001,8312
"mu_y[483,1]",0.359,0.441,-0.366,1.088,1.001,8704
"mu_y[484,1]",0.348,0.536,-0.552,1.215,1.001,8562
"mu_y[485,1]",0.544,0.371,-0.055,1.16,1,8432
"mu_y[486,1]",0.576,0.393,-0.054,1.217,1,8608
"mu_y[487,1]",0.613,0.488,-0.19,1.414,1,8545
"mu_y[488,1]",0.69,0.411,-0,1.356,1,8214
"mu_y[489,1]",0.708,0.427,0.003,1.404,1,8243
"mu_y[490,1]",0.427,0.342,-0.142,0.982,1,5929
"mu_y[491,1]",0.478,0.325,-0.053,1.02,1,8313
"mu_y[492,1]",0.506,0.33,-0.033,1.055,1,8538
"mu_y[493,1]",0.587,0.392,-0.054,1.234,1.001,8556
"mu_y[494,1]",0.662,0.495,-0.147,1.483,1.001,8088
"mu_y[495,1]",0.522,0.372,-0.093,1.115,1,8383
"mu_y[496,1]",0.552,0.387,-0.08,1.186,1,8494
"mu_y[497,1]",0.572,0.414,-0.108,1.265,1,8547
"mu_y[498,1]",1.825,0.405,1.171,2.521,1,7768
"mu_y[499,1]",2.166,0.422,1.479,2.862,1,8058
"mu_y[500,1]",2.439,0.52,1.594,3.318,1,7723
"mu_y[501,1]",1.388,0.418,0.718,2.083,1,8671
"mu_y[502,1]",1.613,0.464,0.861,2.378,1,8740
"mu_y[503,1]",0.677,0.338,0.134,1.236,1,7508
"mu_y[504,1]",0.651,0.327,0.124,1.19,1,8154
"mu_y[505,1]",0.623,0.333,0.074,1.174,1,8211
"mu_y[506,1]",0.572,0.394,-0.083,1.215,1,7659
"mu_y[507,1]",0.519,0.498,-0.321,1.311,1,6814
"mu_y[508,1]",0.556,0.336,-0.002,1.102,1,7343
"mu_y[509,1]",0.557,0.325,0.014,1.092,1,8355
"mu_y[510,1]",0.559,0.331,0.011,1.107,1,8554
"mu_y[511,1]",0.563,0.392,-0.078,1.198,1,8307
"mu_y[512,1]",0.566,0.495,-0.249,1.378,1,7444
"mu_y[513,1]",0.577,0.333,0.03,1.123,1,7579
"mu_y[514,1]",0.573,0.321,0.052,1.099,1,7797
"mu_y[515,1]",0.57,0.328,0.033,1.107,1,7967
"mu_y[516,1]",0.561,0.407,-0.118,1.238,1,8016
"mu_y[517,1]",0.556,0.485,-0.258,1.346,1,7906
"mu_y[518,1]",1.021,0.346,0.468,1.603,1,8656
"mu_y[519,1]",1.057,0.341,0.51,1.618,1,8674
"mu_y[520,1]",1.115,0.384,0.495,1.746,1,8301
"mu_y[521,1]",1.175,0.478,0.389,1.96,1,7901
"mu_y[522,1]",0.749,0.353,0.181,1.341,1,8357
"mu_y[523,1]",0.842,0.354,0.268,1.432,1,8563
"mu_y[524,1]",0.935,0.411,0.262,1.629,1,8585
"mu_y[525,1]",1.024,0.501,0.205,1.851,1,8587
"mu_y[526,1]",0.645,0.374,0.01,1.242,1,8250
"mu_y[527,1]",0.674,0.372,0.05,1.284,1,8559
"mu_y[528,1]",0.828,0.557,-0.079,1.749,1,8550
"mu_y[529,1]",1.195,0.372,0.59,1.821,1,8623
"mu_y[530,1]",1.366,0.414,0.684,2.052,1,9492
"mu_y[531,1]",1.483,0.515,0.637,2.336,1,9228
"mu_y[532,1]",0.427,0.374,-0.196,1.03,1,8714
"mu_y[533,1]",0.426,0.392,-0.215,1.055,1,8749
"mu_y[534,1]",0.425,0.47,-0.36,1.183,1,8617
"mu_y[535,1]",0.463,0.348,-0.117,1.035,1,8170
"mu_y[536,1]",0.464,0.35,-0.113,1.038,1,8189
"mu_y[537,1]",0.466,0.371,-0.145,1.072,1,8186
"mu_y[538,1]",0.468,0.46,-0.291,1.216,1,8131
"mu_y[539,1]",0.657,0.345,0.09,1.217,1.001,8594
"mu_y[540,1]",0.662,0.342,0.098,1.214,1,8622
"mu_y[541,1]",0.672,0.39,0.027,1.302,1,8467
"mu_y[542,1]",0.682,0.489,-0.128,1.477,1.001,8337
"mu_y[543,1]",0.778,0.382,0.153,1.411,1,8389
"mu_y[544,1]",0.883,0.42,0.201,1.581,1,8726
"mu_y[545,1]",0.95,0.511,0.123,1.802,1,8742
"mu_y[546,1]",1.288,0.374,0.676,1.911,1,6486
"mu_y[547,1]",1.324,0.381,0.698,1.955,1,7873
"mu_y[548,1]",1.36,0.412,0.691,2.043,1,8009
"mu_y[549,1]",0.774,0.365,0.173,1.372,1.001,5661
"mu_y[550,1]",0.72,0.34,0.157,1.279,1,7162
"mu_y[551,1]",0.669,0.34,0.107,1.229,1,8108
"mu_y[552,1]",0.572,0.398,-0.091,1.227,1,8068
"mu_y[553,1]",0.466,0.521,-0.41,1.308,1,6264
"mu_y[554,1]",1.171,0.412,0.494,1.847,1,7719
"mu_y[555,1]",1.192,0.427,0.487,1.898,1,8246
"mu_y[556,1]",1.087,0.378,0.469,1.716,1.001,8220
"mu_y[557,1]",1.114,0.385,0.486,1.747,1,8463
"mu_y[558,1]",1.142,0.414,0.46,1.814,1.001,8488
"mu_y[559,1]",0.893,0.394,0.263,1.544,1,4989
"mu_y[560,1]",0.873,0.363,0.27,1.462,1,8221
"mu_y[561,1]",0.851,0.424,0.146,1.54,1,8310
"mu_y[562,1]",0.839,0.488,0.025,1.642,1,7392
"mu_y[563,1]",0.554,0.377,-0.073,1.158,1,8437
"mu_y[564,1]",0.555,0.384,-0.087,1.18,1,8524
"mu_y[565,1]",0.556,0.415,-0.134,1.242,1,8511
"mu_y[566,1]",0.592,0.413,-0.11,1.254,1,8048
"mu_y[567,1]",0.608,0.428,-0.111,1.303,1,8522
"mu_y[568,1]",0.467,0.356,-0.14,1.027,1.001,5713
"mu_y[569,1]",0.566,0.335,0.007,1.109,1,7457
"mu_y[570,1]",0.662,0.336,0.112,1.221,1,8171
"mu_y[571,1]",0.854,0.393,0.21,1.511,1,7727
"mu_y[572,1]",1.062,0.513,0.247,1.942,1.001,5150
"mu_y[573,1]",0.416,0.391,-0.234,1.063,1.001,4647
"mu_y[574,1]",0.397,0.416,-0.285,1.09,1,8193
"mu_y[575,1]",0.384,0.521,-0.479,1.233,1,6898
"mu_y[576,1]",0.543,0.345,-0.023,1.123,1,8100
"mu_y[577,1]",0.55,0.341,-0.015,1.108,1,8284
"mu_y[578,1]",0.564,0.383,-0.067,1.181,1,8338
"mu_y[579,1]",0.581,0.507,-0.25,1.396,1,8015
"mu_y[580,1]",0.459,0.346,-0.12,1.002,1,7300
"mu_y[581,1]",0.522,0.331,-0.026,1.058,1,7785
"mu_y[582,1]",0.579,0.336,0.024,1.132,1,8154
