parameter,mean,sd,q05,q95,rhat,ess
"mu_y[583,1]",0.698,0.392,0.062,1.348,1,8234
"mu_y[584,1]",0.814,0.49,0.029,1.627,1,7408
"mu_y[585,1]",0.947,0.348,0.383,1.524,1,6617
"mu_y[586,1]",0.967,0.35,0.395,1.537,1,7949
"mu_y[587,1]",1.004,0.4,0.339,1.654,1,8068
"mu_y[588,1]",1.045,0.507,0.204,1.876,1,7051
"mu_y[589,1]",0.553,0.353,-0.029,1.134,1,8592
"mu_y[590,1]",0.593,0.353,0.019,1.177,1,8802
"mu_y[591,1]",0.627,0.37,0.02,1.238,1,8710
"mu_y[592,1]",0.707,0.458,-0.042,1.458,1,8122
"mu_y[593,1]",1.153,0.34,0.609,1.72,1.001,7111
"mu_y[594,1]",1.2,0.329,0.665,1.746,1,7833
"mu_y[595,1]",1.25,0.335,0.705,1.801,1,8500
"mu_y[596,1]",1.352,0.397,0.697,2.005,1,8632
"mu_y[597,1]",1.453,0.503,0.641,2.27,1.001,8244
"mu_y[598,1]",0.716,0.33,0.182,1.27,1.001,6936
"mu_y[599,1]",0.726,0.32,0.203,1.255,1.001,7136
"mu_y[600,1]",0.736,0.326,0.2,1.277,1.001,7434
"mu_y[601,1]",0.756,0.385,0.118,1.392,1,7598
"mu_y[602,1]",0.777,0.486,-0.035,1.57,1,7525
"mu_y[603,1]",0.299,0.35,-0.298,0.854,1,7998
"mu_y[604,1]",0.305,0.344,-0.276,0.849,1,8648
"mu_y[605,1]",0.319,0.384,-0.33,0.94,1,8611
"mu_y[606,1]",0.332,0.474,-0.449,1.091,1.001,7969
"mu_y[607,1]",0.951,0.382,0.322,1.571,1.001,5945
"mu_y[608,1]",0.968,0.389,0.325,1.596,1.001,8189
"mu_y[609,1]",0.985,0.421,0.277,1.668,1.001,8314
"mu_y[610,1]",0.78,0.368,0.173,1.377,1,8239
"mu_y[611,1]",0.913,0.389,0.27,1.55,1,8084
"mu_y[612,1]",1.05,0.475,0.274,1.842,1.001,7466
"mu_y[613,1]",0.954,0.359,0.366,1.544,1,8522
"mu_y[614,1]",0.98,0.37,0.368,1.591,1.001,8535
"mu_y[615,1]",1.005,0.4,0.342,1.658,1,8535
"mu_y[616,1]",1.105,0.347,0.546,1.683,1,8748
"mu_y[617,1]",1.124,0.345,0.564,1.692,1,8884
"mu_y[618,1]",1.161,0.392,0.515,1.798,1,8837
"mu_y[619,1]",1.197,0.483,0.401,1.979,1,8683
"mu_y[620,1]",1.044,0.417,0.368,1.744,1,7598
"mu_y[621,1]",1.075,0.434,0.363,1.797,1,8257
"mu_y[622,1]",0.668,0.351,0.092,1.252,1,7262
"mu_y[623,1]",0.657,0.349,0.076,1.239,1,7877
"mu_y[624,1]",0.644,0.369,0.028,1.252,1,8142
"mu_y[625,1]",0.62,0.459,-0.143,1.367,1,8046
"mu_y[626,1]",0.936,0.346,0.366,1.493,1.001,3641
"mu_y[627,1]",1,0.329,0.456,1.533,1,5910
"mu_y[628,1]",1.063,0.333,0.512,1.609,1,7912
"mu_y[629,1]",1.188,0.392,0.529,1.827,1,8064
"mu_y[630,1]",1.324,0.508,0.483,2.168,1,5422
"mu_y[631,1]",0.702,0.369,0.08,1.307,1,8290
"mu_y[632,1]",0.776,0.388,0.131,1.414,1,8318
"mu_y[633,1]",0.85,0.471,0.073,1.622,1,8278
"mu_y[634,1]",0.924,0.347,0.36,1.505,1.001,8263
"mu_y[635,1]",0.937,0.351,0.363,1.52,1.001,8555
"mu_y[636,1]",0.962,0.408,0.286,1.62,1.001,8581
"mu_y[637,1]",0.986,0.503,0.15,1.794,1,8331
"mu_y[638,1]",0.331,0.364,-0.276,0.915,1.001,3108
"mu_y[639,1]",0.396,0.341,-0.168,0.95,1,5228
"mu_y[640,1]",0.472,0.339,-0.083,1.017,1,7887
"mu_y[641,1]",0.613,0.402,-0.048,1.263,1,7551
"mu_y[642,1]",0.756,0.524,-0.084,1.62,1,4727
"mu_y[643,1]",0.661,0.405,-0.013,1.331,1,8983
"mu_y[644,1]",0.684,0.422,-0.009,1.382,1,8965
"mu_y[645,1]",1.562,0.392,0.932,2.221,1.001,7381
"mu_y[646,1]",1.619,0.396,0.97,2.275,1,8379
"mu_y[647,1]",1.675,0.423,0.977,2.368,1,8128
"mu_y[648,1]",0.83,0.407,0.156,1.503,1,8381
"mu_y[649,1]",0.887,0.444,0.153,1.613,1,8404
"mu_y[650,1]",1.556,0.392,0.919,2.211,1,6525
"mu_y[651,1]",1.611,0.395,0.969,2.28,1,7793
"mu_y[652,1]",1.692,0.428,0.996,2.411,1,7984
"mu_y[653,1]",0.698,0.361,0.112,1.284,1.001,7546
"mu_y[654,1]",0.729,0.357,0.153,1.315,1.001,8063
"mu_y[655,1]",0.762,0.375,0.15,1.38,1.001,8327
"mu_y[656,1]",0.825,0.459,0.073,1.581,1,8474
"mu_y[657,1]",0.483,0.4,-0.185,1.125,1,2855
"mu_y[658,1]",0.484,0.39,-0.161,1.115,1,5911
"mu_y[659,1]",0.486,0.461,-0.261,1.24,1,6050
"mu_y[660,1]",0.623,0.375,0.012,1.233,1,8117
"mu_y[661,1]",0.617,0.391,-0.019,1.256,1.001,8157
"mu_y[662,1]",0.606,0.473,-0.17,1.378,1,7775
"mu_y[663,1]",1.342,0.406,0.674,2.011,1,8671
"mu_y[664,1]",1.457,0.447,0.738,2.197,1.001,8850
"mu_y[665,1]",0.581,0.358,-0.019,1.162,1.001,7975
"mu_y[666,1]",0.663,0.352,0.081,1.242,1,8272
"mu_y[667,1]",0.758,0.416,0.07,1.445,1,7970
"mu_y[668,1]",0.831,0.503,0.006,1.659,1,7623
"mu_y[669,1]",0.497,0.376,-0.126,1.122,1,7507
"mu_y[670,1]",0.473,0.433,-0.236,1.189,1,8408
"mu_y[671,1]",0.46,0.536,-0.432,1.328,1,8226
"mu_y[672,1]",0.267,0.337,-0.295,0.806,1,7165
"mu_y[673,1]",0.26,0.327,-0.283,0.79,1,8323
"mu_y[674,1]",0.253,0.337,-0.304,0.801,1,8383
"mu_y[675,1]",0.24,0.397,-0.417,0.892,1,8311
"mu_y[676,1]",0.228,0.497,-0.596,1.041,1.001,7704
"mu_y[677,1]",1.881,0.389,1.254,2.528,1,7400
"mu_y[678,1]",2.158,0.37,1.553,2.761,1,7689
"mu_y[679,1]",2.442,0.431,1.742,3.168,1,7116
"mu_y[680,1]",2.728,0.547,1.854,3.646,1,6480
"mu_y[681,1]",0.994,0.353,0.416,1.577,1.001,7733
"mu_y[682,1]",1.1,0.344,0.528,1.658,1,8093
"mu_y[683,1]",1.394,0.419,0.71,2.084,1,7838
"mu_y[684,1]",1.587,0.524,0.752,2.469,1,6777
"mu_y[685,1]",0.865,0.409,0.188,1.523,1,8538
"mu_y[686,1]",0.892,0.446,0.154,1.61,1,8577
"mu_y[687,1]",0.472,0.38,-0.162,1.091,1,7733
"mu_y[688,1]",0.434,0.43,-0.271,1.129,1,8384
"mu_y[689,1]",0.398,0.524,-0.486,1.254,1,7908
"mu_y[690,1]",1.934,0.458,1.185,2.691,1.001,2464
"mu_y[691,1]",2.948,0.717,1.819,4.153,1.001,2724
"mu_y[692,1]",1.598,0.375,1.008,2.249,1,8279
"mu_y[693,1]",1.769,0.36,1.186,2.368,1,8495
"mu_y[694,1]",1.94,0.409,1.265,2.622,1,8542
"mu_y[695,1]",2.135,0.518,1.292,2.997,1,8387
"mu_y[696,1]",0.925,0.358,0.339,1.528,1,4815
"mu_y[697,1]",0.942,0.357,0.362,1.53,1,7652
"mu_y[698,1]",0.973,0.41,0.304,1.639,1,7943
"mu_y[699,1]",1.005,0.517,0.139,1.836,1,6032
"mu_y[700,1]",1.141,0.368,0.547,1.758,1,8364
"mu_y[701,1]",1.162,0.369,0.559,1.769,1,8507
"mu_y[702,1]",1.259,0.564,0.32,2.166,1,8397
"mu_y[703,1]",0.981,0.343,0.43,1.556,1.001,7238
"mu_y[704,1]",0.992,0.33,0.46,1.546,1.001,8251
"mu_y[705,1]",1.004,0.336,0.461,1.563,1,8636
"mu_y[706,1]",1.027,0.397,0.387,1.677,1,8035
"mu_y[707,1]",1.049,0.497,0.246,1.858,1,7121
"mu_y[708,1]",0.657,0.329,0.119,1.197,1.001,7823
"mu_y[709,1]",0.681,0.321,0.159,1.211,1,7964
"mu_y[710,1]",0.705,0.329,0.171,1.252,1,8105
"mu_y[711,1]",0.75,0.389,0.118,1.389,1,8256
"mu_y[712,1]",0.797,0.487,0.008,1.604,1,8279
"mu_y[713,1]",0.9,0.35,0.322,1.469,1,8151
"mu_y[714,1]",0.969,0.346,0.411,1.538,1,8472
"mu_y[715,1]",1.096,0.388,0.457,1.733,1,8606
"mu_y[716,1]",1.226,0.481,0.43,2.008,1,8383
"mu_y[717,1]",1.078,0.342,0.513,1.626,1.001,8780
"mu_y[718,1]",1.133,0.342,0.566,1.693,1,8947
"mu_y[719,1]",1.191,0.363,0.591,1.783,1,9082
"mu_y[720,1]",1.306,0.45,0.566,2.052,1,9159
"mu_y[721,1]",0.484,0.378,-0.151,1.095,1,7964
"mu_y[722,1]",0.479,0.38,-0.157,1.102,1,9051
"mu_y[723,1]",0.464,0.494,-0.362,1.274,1,8792
"mu_y[724,1]",1.261,0.456,0.51,2.017,1,8408
"mu_y[725,1]",0.784,0.404,0.12,1.458,1,8497
"mu_y[726,1]",0.82,0.42,0.119,1.515,1,8656
"mu_y[727,1]",1.03,0.4,0.375,1.682,1,8575
"mu_y[728,1]",1.17,0.562,0.231,2.098,1.001,8647
"mu_y[729,1]",0.685,0.374,0.055,1.292,1,7798
"mu_y[730,1]",0.703,0.386,0.05,1.342,1,7951
"mu_y[731,1]",0.718,0.419,0.011,1.415,1,8041
"mu_y[732,1]",0.698,0.361,0.096,1.28,1,8127
"mu_y[733,1]",0.68,0.358,0.086,1.252,1,8499
"mu_y[734,1]",0.658,0.381,0.031,1.269,1.001,8625
"mu_y[735,1]",0.623,0.463,-0.14,1.371,1.001,8297
"mu_y[736,1]",0.813,0.345,0.241,1.387,1,7756
"mu_y[737,1]",0.842,0.345,0.275,1.407,1,7768
"mu_y[738,1]",0.881,0.378,0.249,1.49,1,7693
"mu_y[739,1]",0.922,0.445,0.186,1.642,1,7558
"mu_y[740,1]",0.462,0.359,-0.137,1.036,1.001,5931
"mu_y[741,1]",0.444,0.35,-0.142,1.008,1.001,7421
"mu_y[742,1]",0.41,0.389,-0.241,1.053,1,7425
"mu_y[743,1]",0.374,0.494,-0.438,1.175,1,6557
"mu_y[744,1]",3.41,0.757,2.206,4.663,1.001,5790
"mu_y[745,1]",4.191,0.654,3.129,5.262,1,6878
"mu_y[746,1]",4.937,0.646,3.872,5.978,1,8115
"mu_y[747,1]",6.306,0.854,4.912,7.704,1,8377
"mu_y[748,1]",7.645,1.203,5.679,9.626,1.001,8243
"mu_y[749,1]",1.677,0.76,0.402,2.894,1,7408
"mu_y[750,1]",1.894,0.65,0.834,2.937,1,7575
"mu_y[751,1]",2.071,0.638,1.032,3.1,1,7742
"mu_y[752,1]",2.463,0.856,1.069,3.862,1,7692
"mu_y[753,1]",2.784,1.17,0.884,4.686,1,7556
"mu_y[754,1]",3.77,0.774,2.495,5.04,1,7133
"mu_y[755,1]",4.04,0.855,2.637,5.447,1.001,7381
"mu_y[756,1]",4.432,1.164,2.512,6.34,1,7482
"mu_y[757,1]",8.097,0.802,6.734,9.368,1,3333
"mu_y[758,1]",11.259,0.75,10.032,12.489,1,7760
"mu_y[759,1]",12.784,0.81,11.425,14.126,1,7917
"mu_y[760,1]",17.371,1.21,15.353,19.378,1,4991
"mu_y[761,1]",1.725,0.744,0.51,2.941,1,7565
"mu_y[762,1]",1.677,0.641,0.617,2.725,1,7855
"mu_y[763,1]",1.616,0.597,0.628,2.583,1,7958
"mu_y[764,1]",1.553,0.667,0.452,2.641,1,8147
"mu_y[765,1]",1.493,0.814,0.166,2.829,1,8262
"mu_y[766,1]",1.406,1.104,-0.408,3.232,1,8320
"mu_y[767,1]",1.657,0.732,0.446,2.847,1,7768
"mu_y[768,1]",1.469,0.62,0.436,2.487,1,7766
"mu_y[769,1]",1.248,0.603,0.26,2.245,1,7777
"mu_y[770,1]",1.134,0.649,0.065,2.201,1,8028
"mu_y[771,1]",0.96,0.771,-0.325,2.235,1,8042
"mu_y[772,1]",0.622,1.111,-1.199,2.429,1,8019
"mu_y[773,1]",2.027,0.74,0.81,3.223,1,8439
"mu_y[774,1]",2.079,0.703,0.922,3.233,1,7795
"mu_y[775,1]",2.131,0.84,0.75,3.522,1,7433
"mu_y[776,1]",2.185,1.097,0.401,4.004,1,7487
"mu_y[777,1]",3.067,0.777,1.8,4.339,1,8191
"mu_y[778,1]",3.602,0.896,2.126,5.051,1,8378
"mu_y[779,1]",3.865,1.075,2.081,5.592,1,8375
"mu_y[780,1]",2.205,0.812,0.877,3.527,1,7323
"mu_y[781,1]",1.775,0.843,0.406,3.17,1,7560
"mu_y[782,1]",1.322,1.293,-0.773,3.452,1,7726
"mu_y[783,1]",1.823,0.745,0.59,3.044,1.001,8067
"mu_y[784,1]",1.508,0.644,0.438,2.561,1,8199
"mu_y[785,1]",1.184,0.691,0.045,2.314,1,8424
"mu_y[786,1]",0.926,0.824,-0.428,2.3,1.001,8452
"mu_y[787,1]",0.609,1.053,-1.12,2.371,1.001,8394
"mu_y[788,1]",4.092,0.753,2.893,5.351,1.001,6918
"mu_y[789,1]",4.568,0.656,3.511,5.668,1,7816
"mu_y[790,1]",5.065,0.696,3.923,6.219,1,8288
"mu_y[791,1]",5.554,0.857,4.148,6.972,1,8211
"mu_y[792,1]",5.985,1.056,4.243,7.724,1,8116
"mu_y[793,1]",4.159,0.745,2.956,5.405,1,7563
"mu_y[794,1]",4.438,0.649,3.371,5.524,1,7910
"mu_y[795,1]",4.691,0.658,3.596,5.78,1,8156
"mu_y[796,1]",4.976,0.773,3.69,6.236,1,8110
"mu_y[797,1]",5.589,1.224,3.572,7.609,1,7868
"mu_y[798,1]",3.108,0.758,1.88,4.363,1.001,7318
"mu_y[799,1]",2.839,0.652,1.759,3.9,1,7795
"mu_y[800,1]",2.564,0.692,1.418,3.722,1,8044
"mu_y[801,1]",2.309,0.846,0.917,3.712,1,7902
"mu_y[802,1]",2.032,1.084,0.269,3.818,1,7578
"mu_y[803,1]",2.004,0.817,0.68,3.357,1,7732
"mu_y[804,1]",1.821,0.794,0.527,3.132,1,8116
"mu_y[805,1]",1.318,1.364,-0.898,3.577,1,7439
"mu_y[806,1]",3.22,0.813,1.906,4.582,1,7919
"mu_y[807,1]",3.409,0.699,2.252,4.561,1,8332
"mu_y[808,1]",3.598,0.88,2.146,5.044,1,7775
"mu_y[809,1]",3.78,1.219,1.773,5.774,1,7389
"mu_y[810,1]",2.27,0.776,0.98,3.524,1.001,8204
"mu_y[811,1]",2.699,0.848,1.321,4.09,1,8343
"mu_y[812,1]",3.1,1.137,1.259,4.984,1,8172
"mu_y[813,1]",3.502,0.877,2.047,4.941,1,7624
"mu_y[814,1]",5.638,1.423,3.307,8.013,1,8213
"mu_y[815,1]",2.474,0.788,1.176,3.753,1.001,8119
"mu_y[816,1]",2.963,0.816,1.624,4.298,1,8171
"mu_y[817,1]",3.837,1.273,1.75,5.91,1,8022
"mu_y[818,1]",4.024,0.723,2.869,5.252,1,7730
"mu_y[819,1]",4.611,0.623,3.59,5.648,1,7821
"mu_y[820,1]",5.198,0.6,4.23,6.19,1,7961
"mu_y[821,1]",5.785,0.66,4.696,6.867,1,7993
"mu_y[822,1]",6.357,0.781,5.073,7.636,1,7889
"mu_y[823,1]",7.554,1.138,5.696,9.43,1,7761
"mu_y[824,1]",1.955,0.741,0.754,3.159,1.001,6664
"mu_y[825,1]",2.138,0.645,1.086,3.173,1.001,7581
"mu_y[826,1]",2.344,0.702,1.207,3.491,1,8306
"mu_y[827,1]",2.507,0.851,1.117,3.912,1,8221
"mu_y[828,1]",2.661,1.039,0.96,4.364,1,8135
"mu_y[829,1]",2.183,0.755,0.925,3.428,1,7584
"mu_y[830,1]",2.524,0.691,1.393,3.669,1,7678
"mu_y[831,1]",2.858,0.781,1.589,4.151,1,7625
"mu_y[832,1]",3.503,1.219,1.495,5.498,1,7488
"mu_y[833,1]",1.727,0.752,0.477,2.962,1,7517
"mu_y[834,1]",1.973,0.646,0.903,3.026,1,7918
"mu_y[835,1]",2.21,0.685,1.069,3.324,1,8107
"mu_y[836,1]",2.44,0.837,1.046,3.831,1,8148
"mu_y[837,1]",2.666,1.051,0.949,4.412,1,8055
"mu_y[838,1]",4.749,0.793,3.483,6.084,1,6584
"mu_y[839,1]",5.431,0.704,4.277,6.608,1,7486
"mu_y[840,1]",6.536,0.918,5.032,8.03,1,7716
"mu_y[841,1]",7.044,1.112,5.188,8.844,1,7739
"mu_y[842,1]",5.218,0.886,3.784,6.696,1,7322
"mu_y[843,1]",7.054,1.271,5.012,9.152,1,7437
"mu_y[844,1]",3.695,0.741,2.512,4.939,1,8205
"mu_y[845,1]",3.84,0.65,2.769,4.913,1,8266
"mu_y[846,1]",4.009,0.697,2.87,5.164,1,8132
"mu_y[847,1]",4.167,0.866,2.766,5.579,1,7967
"mu_y[848,1]",4.314,1.083,2.575,6.09,1,7874
"mu_y[849,1]",1.398,0.731,0.204,2.634,1,7991
"mu_y[850,1]",1.231,0.65,0.169,2.313,1,8036
"mu_y[851,1]",0.99,0.671,-0.116,2.09,1,7753
"mu_y[852,1]",0.811,0.784,-0.48,2.093,1,7651
"mu_y[853,1]",0.41,1.195,-1.561,2.405,1,7513
"mu_y[854,1]",1.773,0.774,0.516,3.058,1,8191
"mu_y[855,1]",1.857,0.837,0.481,3.23,1,8194
"mu_y[856,1]",1.943,1.098,0.134,3.743,1,8146
"mu_y[857,1]",1.011,0.728,-0.192,2.194,1,8117
"mu_y[858,1]",1.027,0.617,-0.014,2.032,1.001,8029
"mu_y[859,1]",1.043,0.595,0.049,2.006,1,8045
"mu_y[860,1]",1.058,0.66,-0.043,2.151,1,8213
"mu_y[861,1]",1.074,0.792,-0.228,2.361,1,8240
"mu_y[862,1]",1.103,1.124,-0.726,2.929,1,8220
"mu_y[863,1]",3.601,0.725,2.403,4.8,1,8101
"mu_y[864,1]",3.979,0.638,2.919,5.005,1,8139
"mu_y[865,1]",4.42,0.671,3.307,5.515,1,8058
"mu_y[866,1]",4.852,0.827,3.502,6.226,1,7907
"mu_y[867,1]",5.336,1.081,3.547,7.115,1,7809
"mu_y[868,1]",3.58,0.78,2.322,4.885,1,4764
"mu_y[869,1]",3.435,0.669,2.341,4.519,1,6101
"mu_y[870,1]",3.279,0.672,2.16,4.372,1,7841
"mu_y[871,1]",3.127,0.792,1.834,4.431,1,8004
"mu_y[872,1]",2.838,1.199,0.86,4.805,1,7038
"mu_y[873,1]",2.905,0.75,1.681,4.129,1,6353
"mu_y[874,1]",3.57,0.702,2.42,4.721,1,7977
"mu_y[875,1]",4.159,0.827,2.791,5.517,1,7982
"mu_y[876,1]",4.839,1.096,3.039,6.626,1.001,7734
"mu_y[877,1]",4.461,0.734,3.259,5.686,1,7677
"mu_y[878,1]",5.244,0.701,4.103,6.398,1.001,7737
"mu_y[879,1]",6.07,0.85,4.697,7.47,1.001,7835
"mu_y[880,1]",6.862,1.101,5.063,8.685,1,7916
"mu_y[881,1]",3.608,0.752,2.37,4.872,1,7660
"mu_y[882,1]",4.514,0.711,3.345,5.69,1,8365
"mu_y[883,1]",5.416,0.849,4.011,6.793,1,8515
"mu_y[884,1]",6.293,1.092,4.508,8.062,1,8415
"mu_y[885,1]",3.9,0.758,2.629,5.13,1,7476
"mu_y[886,1]",5.116,0.646,4.041,6.154,1,7747
"mu_y[887,1]",6.353,0.608,5.359,7.34,1,7966
"mu_y[888,1]",7.535,0.654,6.467,8.624,1,8066
"mu_y[889,1]",8.86,0.785,7.568,10.153,1,7851
"mu_y[890,1]",11.34,1.146,9.458,13.241,1,7689
"mu_y[891,1]",3.138,0.74,1.934,4.364,1,7770
"mu_y[892,1]",3.668,0.658,2.596,4.762,1,7749
"mu_y[893,1]",4.285,0.644,3.232,5.341,1,7902
"mu_y[894,1]",5.439,0.847,4.049,6.823,1,7875
"mu_y[895,1]",6.605,1.212,4.621,8.538,1,8119
"mu_y[896,1]",3.497,0.762,2.215,4.7,1,5941
"mu_y[897,1]",4.73,0.645,3.651,5.773,1,6829
"mu_y[898,1]",5.876,0.607,4.87,6.877,1,7745
"mu_y[899,1]",7.289,0.669,6.185,8.397,1,7950
"mu_y[900,1]",8.362,0.781,7.07,9.636,1,7761
"mu_y[901,1]",10.781,1.139,8.901,12.646,1,7300
"mu_y[902,1]",2.822,0.729,1.647,4.041,1,7559
"mu_y[903,1]",2.643,0.628,1.617,3.681,1,7750
"mu_y[904,1]",2.449,0.596,1.465,3.416,1.001,8029
"mu_y[905,1]",2.254,0.656,1.168,3.333,1.001,8023
"mu_y[906,1]",2.084,0.768,0.82,3.36,1.001,7960
"mu_y[907,1]",1.681,1.146,-0.218,3.561,1.001,7846
"mu_y[908,1]",3.107,0.755,1.833,4.325,1.001,5612
"mu_y[909,1]",3.879,0.654,2.779,4.96,1,6390
"mu_y[910,1]",4.685,0.689,3.564,5.823,1,7327
"mu_y[911,1]",5.474,0.846,4.093,6.864,1,7509
"mu_y[912,1]",6.182,1.046,4.459,7.888,1,7378
"mu_y[913,1]",2.993,0.772,1.725,4.265,1,8263
"mu_y[914,1]",3.522,0.842,2.118,4.922,1,8341
"mu_y[915,1]",4.069,1.112,2.232,5.925,1,8231
"mu_y[916,1]",1.95,0.746,0.716,3.144,1.001,5707
"mu_y[917,1]",1.838,0.65,0.769,2.897,1.001,6510
"mu_y[918,1]",1.706,0.699,0.555,2.862,1,7806
"mu_y[919,1]",1.604,0.84,0.235,2.988,1,7880
"mu_y[920,1]",1.485,1.069,-0.264,3.251,1.001,7662
"mu_y[921,1]",5.822,0.772,4.553,7.077,1,7732
"mu_y[922,1]",7.784,0.714,6.627,8.951,1,8394
"mu_y[923,1]",9.945,0.854,8.524,11.339,1,8369
"mu_y[924,1]",11.951,1.109,10.122,13.779,1,8196
"mu_y[925,1]",2.226,0.748,1.019,3.459,1,7523
"mu_y[926,1]",1.938,0.646,0.884,3.003,1,7733
"mu_y[927,1]",1.678,0.678,0.567,2.783,1,8115
"mu_y[928,1]",1.36,0.854,-0.052,2.742,1,8359
"mu_y[929,1]",1.116,1.048,-0.639,2.839,1,8395
"mu_y[930,1]",3.177,0.735,1.968,4.39,1,8084
"mu_y[931,1]",3.542,0.694,2.396,4.687,1,8257
"mu_y[932,1]",4.029,0.854,2.642,5.447,1,8255
"mu_y[933,1]",4.414,1.092,2.642,6.21,1,8249
"mu_y[934,1]",3.654,0.742,2.451,4.914,1.001,8026
"mu_y[935,1]",4.008,0.695,2.875,5.163,1.001,8092
"mu_y[936,1]",4.405,0.844,3.032,5.793,1.001,8221
"mu_y[937,1]",4.771,1.099,2.969,6.58,1.001,8186
"mu_y[938,1]",2.471,0.889,1.009,3.942,1,7955
"mu_y[939,1]",2.934,1.113,1.107,4.778,1,7998
"mu_y[940,1]",3.727,0.775,2.468,4.988,1.001,8427
"mu_y[941,1]",4.878,0.816,3.51,6.22,1.001,8358
"mu_y[942,1]",6.384,1.168,4.421,8.29,1,8165
"mu_y[943,1]",2.325,0.753,1.106,3.566,1,7880
"mu_y[944,1]",2.49,0.7,1.354,3.664,1,7911
"mu_y[945,1]",2.669,0.782,1.383,3.976,1,7810
"mu_y[946,1]",3.052,1.261,0.948,5.124,1,7835
"mu_y[947,1]",1.313,0.871,-0.11,2.756,1,8572
"mu_y[948,1]",0.871,1.276,-1.206,3.016,1,8599
"mu_y[949,1]",2.129,0.758,0.874,3.359,1.001,8565
"mu_y[950,1]",2.235,0.704,1.09,3.384,1,8660
"mu_y[951,1]",2.337,0.794,1.04,3.648,1,8459
"mu_y[952,1]",2.539,1.233,0.526,4.563,1,8210
"mu_y[953,1]",1.175,0.795,-0.12,2.49,1,8051
"mu_y[954,1]",0.881,0.729,-0.306,2.065,1,7833
"mu_y[955,1]",0.734,0.863,-0.674,2.134,1,8049
"mu_y[956,1]",0.551,1.12,-1.307,2.394,1,8145
"mu_y[957,1]",3.534,0.803,2.239,4.848,1.001,4849
"mu_y[958,1]",3.982,0.736,2.793,5.191,1,8140
"mu_y[959,1]",4.224,0.895,2.762,5.699,1.001,8161
"mu_y[960,1]",4.441,1.104,2.625,6.264,1.001,8048
"mu_y[961,1]",1.11,0.744,-0.139,2.335,1,8057
"mu_y[962,1]",0.925,0.616,-0.101,1.933,1,7959
"mu_y[963,1]",0.832,0.605,-0.167,1.808,1,7925
"mu_y[964,1]",0.656,0.691,-0.465,1.767,1,7976
"mu_y[965,1]",0.569,0.773,-0.698,1.825,1,8022
"mu_y[966,1]",0.3,1.116,-1.536,2.11,1,7926
"mu_y[967,1]",2.528,0.779,1.252,3.819,1,8275
"mu_y[968,1]",2.698,0.839,1.341,4.093,1.001,8559
"mu_y[969,1]",2.914,1.159,1.031,4.842,1,8499
"mu_y[970,1]",2.992,0.78,1.719,4.281,1.001,7715
"mu_y[971,1]",3.381,0.822,2.017,4.734,1,8196
"mu_y[972,1]",3.932,1.18,1.997,5.86,1,8178
"mu_y[973,1]",2.304,0.813,1.004,3.636,1.001,6673
"mu_y[974,1]",2.474,0.812,1.139,3.818,1,8557
"mu_y[975,1]",2.771,1.254,0.716,4.827,1,8281
"mu_y[976,1]",5.076,0.828,3.702,6.443,1,8126
"mu_y[977,1]",7.877,0.926,6.34,9.376,1,8070
"mu_y[978,1]",9.274,1.167,7.331,11.169,1,8110
"mu_y[979,1]",3.741,0.754,2.511,4.989,1,8245
"mu_y[980,1]",4.357,0.644,3.285,5.415,1,7991
"mu_y[981,1]",4.561,0.674,3.443,5.692,1,7924
"mu_y[982,1]",4.993,0.828,3.621,6.372,1,8017
"mu_y[983,1]",5.377,1.03,3.673,7.089,1,8219
"mu_y[984,1]",7.974,0.717,6.792,9.126,1.001,7480
"mu_y[985,1]",10.106,0.652,9.027,11.164,1.001,7661
"mu_y[986,1]",12.527,0.68,11.406,13.606,1.001,7915
"mu_y[987,1]",14.735,0.789,13.433,15.998,1,7948
"mu_y[988,1]",19.351,1.162,17.446,21.25,1,7613
"mu_y[989,1]",2.607,0.707,1.431,3.752,1.001,7992
"mu_y[990,1]",3.201,0.714,2.03,4.38,1,7765
"mu_y[991,1]",3.831,0.855,2.427,5.248,1,7359
"mu_y[992,1]",4.409,1.06,2.67,6.152,1,7141
"mu_y[993,1]",4.994,0.729,3.795,6.18,1,7809
"mu_y[994,1]",6.132,0.687,5.008,7.241,1,8692
"mu_y[995,1]",7.986,0.86,6.58,9.406,1,8708
"mu_y[996,1]",9.32,1.1,7.536,11.137,1,8507
"mu_y[997,1]",2.663,0.783,1.367,3.956,1,8281
"mu_y[998,1]",2.775,0.858,1.373,4.198,1,8779
"mu_y[999,1]",2.879,1.114,1.051,4.703,1,8764
"mu_y[1000,1]",3.172,0.785,1.891,4.447,1,8132
"mu_y[1001,1]",4.308,0.858,2.891,5.731,1,8662
"mu_y[1002,1]",5.279,1.106,3.464,7.118,1,8570
"mu_y[1003,1]",1.545,0.753,0.29,2.763,1.001,8347
"mu_y[1004,1]",1.382,0.712,0.204,2.538,1.001,8372
"mu_y[1005,1]",1.227,0.849,-0.183,2.637,1,8088
"mu_y[1006,1]",1.075,1.09,-0.702,2.875,1,7878
"mu_y[1007,1]",1.833,0.791,0.519,3.124,1,7103
"mu_y[1008,1]",2.234,0.797,0.913,3.55,1,7680
"mu_y[1009,1]",3.01,1.248,0.942,5.052,1,8452
"mu_y[1010,1]",2.183,0.739,0.932,3.377,1,7989
"mu_y[1011,1]",2.75,0.652,1.678,3.825,1,7909
